"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P30","Muy mala",0.383,0.237,0.368,0.376,0.414,0.488,0.456,0.473,0.232
"P30","No sabe",0,0.056,0.013,0.003,0.009,0.012,0.003,0.003,0.103
"P31","Muy buena",0.302,0.249,0.318,0.284,0.306,0.19,0.228,0.195,0.351
"P31","Buena",0.314,0.08,0.094,0.072,0.099,0.12,0.074,0.064,0.099
"P31","Ni buena ni mala",0,0.278,0.056,0.091,0.07,0.076,0.094,0.081,0.013
"P31","Mala",0,0.056,0.015,0.064,0.051,0.08,0.066,0.087,0.121
"P31","Muy mala",0.384,0.337,0.517,0.489,0.471,0.526,0.535,0.556,0.38
"P31","No sabe",0,0,0,0,0.003,0.008,0.003,0.017,0.036
"P32","Muy buena",0.129,0.519,0.094,0.071,0.083,0.064,0.092,0.077,0.106
"P32","Buena",0.487,0.102,0.188,0.209,0.179,0.116,0.139,0.161,0.202
"P32","Ni buena ni mala",0,0.169,0.112,0.161,0.196,0.174,0.168,0.11,0.161
"P32","Mala",0,0.016,0.192,0.188,0.132,0.173,0.141,0.131,0.273
"P32","Muy mala",0.384,0.194,0.409,0.366,0.409,0.461,0.456,0.507,0.244
"P32","No sabe",0,0,0.005,0.005,0.001,0.012,0.004,0.014,0.014
"P33","Muy buena",0.176,0.275,0.092,0.056,0.051,0.033,0.057,0.069,0.02
"P33","Buena",0.266,0.161,0.119,0.185,0.128,0.106,0.123,0.083,0.091
"P33","Ni buena ni mala",0.173,0.043,0.23,0.193,0.236,0.219,0.214,0.178,0.294
"P33","Mala",0.036,0.04,0.176,0.198,0.159,0.17,0.199,0.194,0.275
"P33","Muy mala",0.349,0.218,0.383,0.365,0.39,0.423,0.379,0.453,0.24
"P33","No sabe",0,0.263,0,0.003,0.036,0.049,0.028,0.023,0.08
"P34","Muy buena",0.245,0.432,0.265,0.253,0.282,0.094,0.189,0.145,0.323
"P34","Buena",0.266,0.136,0.171,0.143,0.117,0.137,0.09,0.117,0.158
"P34","Ni buena ni mala",0,0.293,0.089,0.116,0.11,0.166,0.109,0.072,0.06
"P34","Mala",0,0.071,0.067,0.074,0.082,0.076,0.097,0.124,0.203
"P34","Muy mala",0.489,0.068,0.408,0.414,0.409,0.505,0.5,0.521,0.219
"P34","No sabe",0,0,0,0,0,0.022,0.015,0.021,0.037
"P35","Muy buena",0.073,0.024,0.083,0.082,0.084,0.112,0.114,0.159,0.107
"P35","Buena",0.33,0.081,0.159,0.148,0.143,0.167,0.119,0.143,0.201
"P35","Ni buena ni mala",0.051,0,0.15,0.164,0.144,0.178,0.218,0.191,0.165
"P35","Mala",0.031,0.071,0.077,0.084,0.113,0.163,0.154,0.145,0.112
"P35","Muy mala",0.515,0.824,0.531,0.517,0.503,0.371,0.379,0.351,0.401
"P35","No sabe",0,0,0,0.005,0.013,0.009,0.016,0.011,0.014
"P36","Muy buena",0.251,0.025,0.135,0.139,0.067,0.16,0.113,0.179,0.167
"P36","Buena",0.337,0.036,0.181,0.226,0.17,0.192,0.204,0.202,0.114
"P36","Ni buena ni mala",0,0.044,0.167,0.111,0.192,0.237,0.251,0.248,0.302
"P36","Mala",0.087,0.143,0.177,0.174,0.208,0.175,0.152,0.103,0.146
"P36","Muy mala",0.325,0.646,0.329,0.346,0.351,0.188,0.252,0.238,0.186
"P36","No sabe",0,0.106,0.011,0.004,0.012,0.048,0.028,0.03,0.085
"P37","Muy buena",0.05,0.024,0.097,0.131,0.085,0.153,0.122,0.164,0.103
"P37","Buena",0.424,0.064,0.164,0.148,0.14,0.168,0.178,0.176,0.215
"P37","Ni buena ni mala",0.031,0,0.142,0.132,0.154,0.187,0.182,0.164,0.199
"P37","Mala",0.087,0.044,0.125,0.1,0.156,0.119,0.143,0.176,0.112
"P37","Muy mala",0.408,0.812,0.45,0.485,0.463,0.347,0.347,0.299,0.326
"P37","No sabe",0,0.056,0.022,0.004,0.002,0.026,0.028,0.021,0.045
"P38","Muy buena",0.063,0.024,0.175,0.097,0.124,0.138,0.168,0.182,0.085
"P38","Buena",0.527,0.06,0.139,0.135,0.124,0.164,0.12,0.148,0.096
"P38","Ni buena ni mala",0,0.028,0.184,0.193,0.172,0.24,0.26,0.251,0.308
"P38","Mala",0,0,0.085,0.138,0.091,0.121,0.087,0.112,0.059
"P38","Muy mala",0.363,0.532,0.408,0.414,0.465,0.245,0.311,0.257,0.291
"P38","No sabe",0.047,0.356,0.009,0.023,0.024,0.092,0.054,0.05,0.161
"P39","Muy buena",0.236,0.024,0.172,0.188,0.204,0.235,0.288,0.295,0.34
"P39","Buena",0.109,0.063,0.155,0.157,0.143,0.178,0.174,0.149,0.072
"P39","Ni buena ni mala",0.032,0,0.16,0.114,0.101,0.112,0.104,0.156,0.037
"P39","Mala",0.27,0.016,0.034,0.077,0.086,0.096,0.072,0.1,0.123
"P39","Muy mala",0.353,0.79,0.456,0.455,0.464,0.306,0.331,0.261,0.376
"P39","No sabe",0,0.107,0.023,0.009,0.002,0.073,0.031,0.039,0.052
"P40","Muy buena",0.101,0,0.062,0.046,0.084,0.041,0.037,0.047,0.063
"P40","Buena",0.092,0.297,0.176,0.178,0.156,0.114,0.134,0.156,0.198
"P40","Ni buena ni mala",0.329,0.215,0.207,0.294,0.255,0.246,0.259,0.283,0.322
"P40","Mala",0.129,0.096,0.281,0.303,0.272,0.251,0.283,0.243,0.21
"P40","Muy mala",0.059,0.147,0.226,0.157,0.211,0.279,0.248,0.244,0.077
"P40","No sabe",0.29,0.245,0.048,0.022,0.022,0.069,0.039,0.027,0.13
"P41","Muy buena",0,0,0.01,0.005,0.004,0.013,0.031,0.036,0.114
"P41","Buena",0.038,0.21,0.051,0.067,0.065,0.035,0.072,0.087,0.176
"P41","Ni buena ni mala",0,0.026,0.192,0.194,0.146,0.186,0.172,0.191,0.151
"P41","Mala",0.131,0.108,0.166,0.205,0.265,0.286,0.284,0.268,0.212
"P41","Muy mala",0.831,0.333,0.556,0.513,0.476,0.403,0.399,0.394,0.216
"P41","No sabe",0,0.323,0.025,0.016,0.044,0.077,0.042,0.024,0.131
