"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Si",0.202,0.202,0.201,0.236,0.175,0.202,0.209,0.253,0.199,0.13,0.171,0.213,0.403,0.166,0.274,0.154,0.232,0.217,0.246,0.249
"No",0.798,0.798,0.799,0.764,0.825,0.798,0.791,0.747,0.801,0.87,0.829,0.787,0.597,0.834,0.726,0.846,0.768,0.783,0.754,0.751
