"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.402,0.375,0.426,0.356,0.412,0.459,0.366,0.38,0.402,0.431,0.663,0.144,0.238,0.439,0.328,0.736,0.513,0.037,0.124,0.133
"Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.28,0.266,0.293,0.237,0.248,0.304,0.378,0.308,0.244,0.304,0.126,0.529,0.407,0.261,0.317,0.132,0.211,0.776,0.513,0.129
"Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.205,0.257,0.156,0.265,0.236,0.135,0.144,0.176,0.247,0.169,0.132,0.248,0.229,0.181,0.251,0.076,0.164,0.122,0.19,0.631
"Gobernador y vicegobernador de la izquierda",0.035,0.04,0.031,0.037,0.032,0.038,0.036,0.049,0.027,0.031,0.022,0.019,0.061,0.037,0.032,0.017,0.036,0.011,0.055,0.019
"En blanco",0.078,0.062,0.094,0.105,0.072,0.064,0.076,0.087,0.08,0.065,0.057,0.06,0.065,0.082,0.072,0.039,0.076,0.054,0.118,0.088
