"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.413,0.38,0.443,0.375,0.441,0.437,0.377,0.421,0.41,0.406,0.7,0.12,0.298,0.443,0.352,0.746,0.619,0.066,0.119,0.114
"Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.26,0.252,0.266,0.201,0.203,0.306,0.425,0.275,0.226,0.299,0.094,0.542,0.266,0.241,0.298,0.118,0.163,0.806,0.501,0.09
"Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.214,0.269,0.164,0.29,0.241,0.163,0.096,0.168,0.262,0.194,0.139,0.261,0.328,0.202,0.238,0.083,0.113,0.083,0.187,0.716
"Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.026,0.032,0.022,0.035,0.025,0.022,0.022,0.032,0.023,0.023,0.017,0.012,0.023,0.027,0.026,0.014,0.033,0.004,0.035,0.007
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.027,0.017,0.037,0.043,0.023,0.011,0.032,0.025,0.026,0.034,0.026,0.022,0.034,0.027,0.027,0.016,0.033,0.016,0.04,0.026
"En blanco",0.019,0.024,0.014,0.028,0.02,0.01,0.012,0.019,0.021,0.014,0.007,0.016,0.018,0.019,0.018,0.01,0.031,0.002,0.044,0.021
"No sabe",0.041,0.026,0.054,0.028,0.047,0.051,0.036,0.06,0.032,0.03,0.017,0.027,0.033,0.041,0.041,0.013,0.008,0.023,0.074,0.026
