"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.362,0.335,0.387,0.31,0.401,0.382,0.33,0.359,0.351,0.388,0.621,0.122,0.18,0.385,0.315,0.689,0.505,0.073,0.171,0.094
"Juntos por el Cambio",0.264,0.226,0.298,0.207,0.209,0.301,0.433,0.256,0.263,0.275,0.124,0.524,0.298,0.26,0.271,0.121,0.231,0.759,0.512,0.1
"De los liberales libertarios",0.217,0.301,0.139,0.309,0.228,0.164,0.11,0.17,0.256,0.214,0.141,0.262,0.304,0.196,0.26,0.083,0.146,0.107,0.179,0.661
"De la Izquierda",0.031,0.023,0.037,0.038,0.026,0.033,0.027,0.041,0.021,0.033,0.023,0.013,0.027,0.03,0.033,0.015,0.036,0.007,0.014,0.014
"Hacemos por nuestro país",0.024,0.021,0.026,0.021,0.031,0.015,0.02,0.031,0.016,0.026,0.013,0.035,0.029,0.022,0.027,0.016,0.017,0.022,0.024,0.039
"Otro",0.033,0.029,0.038,0.043,0.039,0.026,0.015,0.041,0.032,0.025,0.025,0.02,0.043,0.037,0.026,0.035,0.03,0.012,0.014,0.024
"En blanco",0.026,0.025,0.028,0.022,0.028,0.04,0.014,0.04,0.024,0.012,0.017,0.003,0.051,0.028,0.023,0.015,0.02,0.001,0.068,0.014
"No sabe",0.043,0.04,0.047,0.05,0.038,0.039,0.051,0.062,0.037,0.027,0.036,0.021,0.068,0.042,0.045,0.026,0.015,0.019,0.018,0.054
