"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Tiene Decidido que va a ir a votar",0.913,0.91,0.915,0.887,0.913,0.945,0.909,0.89,0.905,0.956,0.936,0.927,0.87,0.922,0.895,0.942,0.915,0.942,0.88,0.905
"Tiene dudas sobre si va a ir a  votar",0.065,0.069,0.061,0.095,0.062,0.035,0.066,0.079,0.073,0.032,0.048,0.056,0.121,0.063,0.069,0.044,0.061,0.051,0.071,0.061
"Tiene Decidido que no va a ir a votar",0.022,0.021,0.024,0.018,0.025,0.02,0.025,0.031,0.022,0.012,0.016,0.017,0.009,0.015,0.036,0.014,0.024,0.007,0.049,0.034
