"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Tiene Decidido que va a ir a votar",0.878,0.884,0.872,0.83,0.898,0.898,0.852,0.844,0.875,0.917,0.888,0.911,0.759,0.889,0.856
"Tiene dudas sobre si va a ir a  votar",0.091,0.072,0.109,0.14,0.069,0.088,0.095,0.109,0.093,0.069,0.083,0.064,0.189,0.085,0.103
"Tiene Decidido que no va a ir a votar",0.031,0.044,0.019,0.03,0.033,0.014,0.053,0.047,0.032,0.014,0.029,0.025,0.052,0.026,0.041
