"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P24","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.308,0.215,0.192,0.078,0.453
"P24","Juan Grabois Presidente, Paula Abal Medina Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.121,0.083,0.052,0.088,0.078
"P24","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.274,0.27,0.285,0.15,0.032
"P24","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.091,0.171,0.145,0.088,0.228
"P24","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.109,0.156,0.155,0.231,0.047
"P24","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.018,0.019,0.03,0.04,0
"P24","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.006,0.011,0.017,0.07,0.047
"P24","Otros",0.026,0.026,0.01,0.086,0
"P24","En blanco",0.026,0.015,0.034,0.021,0.115
"P24","No sabe",0.021,0.034,0.08,0.148,0
"P25","Totalmente seguro",0.714,0.586,0.49,0.483,0.493
"P25","Bastante seguro",0.129,0.208,0.204,0.033,0
"P25","Algo seguro",0.077,0.117,0.141,0.089,0.129
"P25","Para nada seguro",0.08,0.089,0.165,0.395,0.378
"P26","Tiene Decidido que va a ir a votar",0.927,0.89,0.795,0.605,0.861
"P26","Tiene dudas sobre si va a ir a  votar",0.055,0.088,0.149,0.229,0.117
"P26","Tiene Decidido que no va a ir a votar",0.018,0.022,0.056,0.166,0.022
"P31","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.402,0.303,0.271,0.167,0.449
"P31","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.284,0.373,0.325,0.268,0.07
"P31","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.156,0.196,0.22,0.313,0.241
"P31","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.052,0.025,0.01,0.015,0.105
"P31","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.025,0.01,0.043,0.058,0
"P31","Otros",0.037,0.033,0.061,0.021,0.03
"P31","En blanco",0.023,0.015,0.014,0.021,0
"P31","No sabe",0.021,0.045,0.056,0.137,0.105
"P32","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.42,0.311,0.274,0.239,0.501
"P32","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.264,0.327,0.308,0.148,0.149
"P32","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.17,0.224,0.247,0.348,0.272
"P32","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.038,0.015,0.007,0.029,0
"P32","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.01,0.017,0.024,0.064,0
"P32","Otros",0.04,0.038,0.033,0.028,0.078
"P32","En blanco",0.028,0.023,0.027,0.018,0
"P32","No sabe",0.03,0.045,0.08,0.126,0
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.457,0.323,0.349,0.259,0.547
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.377,0.502,0.477,0.488,0.057
"P33","En blanco",0.115,0.118,0.058,0.093,0.033
"P33","No sabe",0.051,0.057,0.116,0.16,0.363
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.373,0.408,0.37,0.399,0.397
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.161,0.247,0.281,0.254,0.051
"P34","En blanco",0.367,0.255,0.183,0.112,0.206
"P34","No sabe",0.099,0.09,0.166,0.235,0.346
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.445,0.342,0.329,0.21,0.729
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.309,0.417,0.366,0.394,0
"P35","En blanco",0.168,0.141,0.146,0.182,0.056
"P35","No sabe",0.078,0.1,0.159,0.214,0.215
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.295,0.328,0.343,0.223,0.292
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.188,0.293,0.301,0.374,0.051
"P36","En blanco",0.379,0.251,0.219,0.073,0.212
"P36","No sabe",0.138,0.128,0.137,0.33,0.445
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.486,0.348,0.323,0.187,0.506
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.273,0.364,0.388,0.321,0.052
"P37","En blanco",0.159,0.149,0.143,0.135,0.098
"P37","No sabe",0.082,0.139,0.146,0.357,0.344
"P45","Lo votaría",0.409,0.322,0.316,0.192,0.659
"P45","Puede que lo vote",0.099,0.117,0.069,0.089,0
"P45","Nunca lo votaría",0.455,0.521,0.557,0.612,0.341
"P45","No sabe",0.037,0.04,0.058,0.107,0
"P46","Lo votaría",0.332,0.186,0.144,0.104,0.659
"P46","Puede que lo vote",0.112,0.126,0.13,0.06,0
"P46","Nunca lo votaría",0.513,0.639,0.686,0.741,0.341
"P46","No sabe",0.043,0.049,0.04,0.095,0
"P47","Lo votaría",0.311,0.389,0.318,0.308,0.493
"P47","Puede que lo vote",0.125,0.153,0.198,0.287,0
"P47","Nunca lo votaría",0.539,0.415,0.467,0.373,0.507
"P47","No sabe",0.025,0.043,0.017,0.032,0
"P48","Lo votaría",0.229,0.302,0.287,0.204,0.334
"P48","Puede que lo vote",0.158,0.183,0.204,0.198,0.158
"P48","Nunca lo votaría",0.576,0.465,0.424,0.305,0.508
"P48","No sabe",0.037,0.05,0.085,0.293,0
"P49","Lo votaría",0.193,0.298,0.199,0.379,0.419
"P49","Puede que lo vote",0.138,0.146,0.231,0.098,0
"P49","Nunca lo votaría",0.642,0.498,0.541,0.496,0.424
"P49","No sabe",0.027,0.058,0.029,0.027,0.157
"P50","Lo votaría",0.088,0.082,0.026,0.044,0.328
"P50","Puede que lo vote",0.194,0.148,0.115,0,0.323
"P50","Nunca lo votaría",0.677,0.723,0.782,0.766,0.349
"P50","No sabe",0.041,0.047,0.077,0.19,0
"P51","Lo votaría",0.04,0.02,0.043,0.083,0
"P51","Puede que lo vote",0.13,0.158,0.112,0.155,0.483
"P51","Nunca lo votaría",0.775,0.741,0.753,0.746,0.517
"P51","No sabe",0.055,0.081,0.092,0.016,0
"P52","Si",0.571,0.501,0.35,0.292,0.839
"P52","No",0.429,0.499,0.65,0.708,0.161
