"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P05","Victoria Tolosa Paz para diputada nacional y Walter Enrique Acuña para concejal por el “Frente de todos”",0.224,0.232,0.49,0.209
"P05","Diego Santilli para diputado nacional y Guido Giana para concejal por “Juntos”",0.369,0.208,0.065,0
"P05","Facundo Manes para diputado nacional y Ruben Eduardo Mobilio para concejal por “Juntos”",0.131,0.084,0.01,0.294
"P05","Florencio Randazzo para diputado nacional y Maico Müller para concejal por “Vamos con vos”",0.021,0.133,0.055,0.054
"P05","A la lista de Anibal Regueiro para concejal por “Peronenses Primero”",0,0.033,0.133,0
"P05","A la lista de José Luis Espert para diputado nacional por “Avanza Libertad”",0.044,0.023,0.036,0
"P05","A los candidatos de la izquierda",0.01,0.005,0.014,0
"P05","Otros Candidatos",0.03,0.108,0.07,0.381
"P05","En blanco o anularía",0.121,0.092,0.083,0.062
"P05","Cortaría Boleta",0.05,0.082,0.044,0
"P08","Si",0.686,0.602,0.824,0.371
"P08","Puede ser",0.186,0.239,0.078,0.555
"P08","No",0.128,0.159,0.098,0.074
"P09","Si",0.692,0.802,0.813,0.68
"P09","No",0.308,0.198,0.187,0.32
"P10","Positiva",0.393,0.27,0.652,0.612
"P10","Neutra",0.02,0.255,0.121,0
"P10","Negativa",0.584,0.464,0.227,0.054
"P10","No sabe",0.003,0.011,0,0.334
"P11","Positiva",0.411,0.184,0.62,0.209
"P11","Neutra",0.052,0.23,0.114,0.403
"P11","Negativa",0.534,0.575,0.256,0.054
"P11","No sabe",0.003,0.011,0.01,0.334
"P13","Positiva",0.711,0.561,0.157,0.235
"P13","Neutra",0.109,0.34,0.362,0.329
"P13","Negativa",0.092,0.088,0.462,0
"P13","No sabe",0.088,0.011,0.019,0.436
