"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.349,0.342,0.356,0.331,0.365,0.357,0.32,0.365,0.324,0.364,0.685,0.098,0.271,0.339,0.332,0.385,0.359
"Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.383,0.377,0.388,0.309,0.349,0.425,0.479,0.341,0.395,0.404,0.136,0.649,0.396,0.375,0.377,0.345,0.396
"En blanco",0.167,0.194,0.14,0.245,0.188,0.126,0.093,0.18,0.163,0.161,0.107,0.162,0.197,0.18,0.169,0.175,0.154
"No sabe",0.101,0.087,0.116,0.115,0.098,0.092,0.108,0.114,0.118,0.071,0.072,0.091,0.136,0.106,0.122,0.095,0.091
