"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.388,0.351,0.424,0.295,0.338,0.447,0.518,0.36,0.397,0.404,0.186,0.631,0.395,0.402,0.347,0.336,0.399
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.236,0.291,0.183,0.37,0.263,0.172,0.125,0.261,0.247,0.202,0.157,0.255,0.249,0.227,0.301,0.253,0.218
"En blanco",0.252,0.254,0.25,0.233,0.271,0.275,0.194,0.227,0.227,0.301,0.473,0.064,0.217,0.263,0.196,0.257,0.262
"No sabe",0.124,0.104,0.143,0.102,0.128,0.106,0.163,0.152,0.129,0.093,0.184,0.05,0.139,0.108,0.156,0.154,0.121
