"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.369,0.169,0.136,0.125,0.166
"P06","Casi siempre",0.374,0.482,0.256,0.157,0.203
"P06","Casi nunca",0.182,0.278,0.439,0.313,0.296
"P06","Nunca, pero esta es una excepción",0.075,0.071,0.169,0.405,0.335
"P08","Unión por la Patria",0.365,0.269,0.184,0.122,0.149
"P08","Juntos por el Cambio",0.338,0.389,0.324,0.198,0.165
"P08","Liberales",0.165,0.138,0.182,0.131,0.121
"P08","Izquierda",0.03,0.033,0.031,0.058,0.041
"P08","Otro",0.041,0.057,0.075,0.091,0.11
"P08","No sabe",0.061,0.114,0.204,0.4,0.414
"P09","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.279,0.231,0.178,0.137,0.226
"P09","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.11,0.069,0.062,0.024,0.123
"P09","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.248,0.284,0.218,0.127,0.068
"P09","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.089,0.118,0.112,0.107,0.085
"P09","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.194,0.174,0.224,0.241,0.132
"P09","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.017,0.019,0.018,0.032,0.032
"P09","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.014,0.029,0.033,0.041,0.072
"P09","Otros",0.025,0.023,0.042,0.056,0.036
"P09","En blanco",0.008,0.019,0.039,0.074,0.03
"P09","No sabe",0.016,0.034,0.074,0.161,0.196
"P18","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.254,0.224,0.191,0.153,0.3
"P18","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.123,0.1,0.073,0.028,0.044
"P18","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.25,0.27,0.237,0.17,0.068
"P18","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.122,0.137,0.121,0.089,0.092
