"var","categoria","Si","No"
"P05","Mucho",0.453,0.363
"P05","Bastante",0.339,0.358
"P05","Poco",0.176,0.211
"P05","Nada",0.028,0.053
"P05","No sabe",0.004,0.015
"P06","Siempre",0.336,0.195
"P06","Casi siempre",0.457,0.397
"P06","Casi nunca",0.157,0.304
"P06","Nunca, pero esta es una excepción",0.05,0.104
"P08","Unión por la Patria",0.317,0.29
"P08","Juntos por el Cambio",0.389,0.382
"P08","Liberales",0.175,0.187
"P08","Izquierda",0.024,0.03
"P08","Otro",0.038,0.041
"P08","No sabe",0.057,0.07
"P09","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.231,0.217
"P09","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.084,0.096
"P09","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.297,0.283
"P09","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.106,0.113
"P09","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.194,0.201
"P09","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.016,0.021
"P09","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.031,0.019
"P09","Otros",0.017,0.02
"P09","En blanco",0.007,0.009
"P09","No sabe",0.017,0.021
"P18","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.206,0.216
"P18","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.11,0.106
"P18","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.273,0.27
"P18","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.144,0.139
"P18","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.167,0.155
"P18","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.016,0.026
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.025,0.02
"P18","Otros",0.019,0.024
"P18","En blanco",0.017,0.017
"P18","No sabe",0.023,0.027
"P25","Totalmente seguro",0.744,0.699
"P25","Bastante seguro",0.118,0.148
"P25","Algo seguro",0.083,0.083
"P25","Para nada seguro",0.055,0.07
"P26","Tiene Decidido que va a ir a votar",0.928,0.905
"P26","Tiene dudas sobre si va a ir a votar",0.047,0.061
"P26","Tiene Decidido que no va a ir a votar",0.025,0.034
"P27","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.308,0.289
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.349,0.34
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.199,0.215
"P27","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.028,0.04
"P27","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.036,0.03
"P27","Otros",0.039,0.042
"P27","En blanco",0.016,0.013
"P27","No sabe",0.025,0.031
"P28","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.302,0.292
"P28","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.291,0.288
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.249,0.249
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.028,0.034
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.037,0.025
"P28","Otros",0.045,0.047
"P28","En blanco",0.018,0.021
"P28","No sabe",0.03,0.044
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.349,0.323
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.477,0.468
"P33","En blanco",0.112,0.124
"P33","No sabe",0.062,0.085
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.401,0.384
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.233,0.235
"P34","En blanco",0.267,0.265
"P34","No sabe",0.099,0.116
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.343,0.319
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.405,0.402
"P35","En blanco",0.168,0.177
"P35","No sabe",0.084,0.102
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.334,0.331
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.302,0.296
"P36","En blanco",0.261,0.258
"P36","No sabe",0.103,0.115
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.35,0.336
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.374,0.365
"P37","En blanco",0.175,0.165
"P37","No sabe",0.101,0.134
"P40","Lo votaría",0.324,0.288
"P40","Puede que lo vote",0.089,0.115
"P40","Nunca lo votaría",0.554,0.55
"P40","No sabe",0.033,0.047
"P41","Lo votaría",0.197,0.194
"P41","Puede que lo vote",0.111,0.107
"P41","Nunca lo votaría",0.648,0.641
"P41","No sabe",0.044,0.058
"P42","Lo votaría",0.368,0.36
"P42","Puede que lo vote",0.154,0.15
"P42","Nunca lo votaría",0.441,0.445
"P42","No sabe",0.037,0.045
"P43","Lo votaría",0.271,0.259
"P43","Puede que lo vote",0.216,0.206
"P43","Nunca lo votaría",0.48,0.486
"P43","No sabe",0.033,0.049
"P44","Lo votaría",0.255,0.252
"P44","Puede que lo vote",0.174,0.179
"P44","Nunca lo votaría",0.54,0.529
"P44","No sabe",0.031,0.04
"P45","Lo votaría",0.073,0.087
"P45","Puede que lo vote",0.151,0.162
"P45","Nunca lo votaría",0.729,0.692
"P45","No sabe",0.047,0.059
"P46","Lo votaría",0.081,0.045
"P46","Puede que lo vote",0.154,0.191
"P46","Nunca lo votaría",0.71,0.693
"P46","No sabe",0.055,0.071
