"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Unión por la Patria",0.272,0.285,0.259,0.224,0.278,0.311,0.269,0.261,0.254,0.306,0.486,0.147,0.154,0.26,0.232,0.273,0.297
"Juntos por el Cambio",0.339,0.316,0.361,0.262,0.3,0.392,0.466,0.302,0.351,0.362,0.221,0.568,0.246,0.348,0.335,0.268,0.343
"Liberales",0.157,0.21,0.107,0.228,0.181,0.108,0.071,0.155,0.157,0.161,0.075,0.189,0.316,0.165,0.182,0.156,0.142
"Izquierda",0.033,0.028,0.038,0.045,0.033,0.023,0.03,0.036,0.026,0.04,0.029,0.013,0.039,0.036,0.025,0.042,0.032
"Otro",0.058,0.053,0.063,0.074,0.067,0.041,0.04,0.06,0.066,0.046,0.058,0.03,0.094,0.069,0.044,0.06,0.056
"No sabe",0.141,0.108,0.172,0.167,0.141,0.125,0.124,0.186,0.146,0.085,0.131,0.053,0.151,0.122,0.182,0.201,0.13
