"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.33,0.3,0.359,0.268,0.285,0.368,0.445,0.287,0.328,0.369,0.198,0.489,0.336,0.343,0.281,0.265,0.346
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.294,0.359,0.23,0.427,0.329,0.235,0.155,0.321,0.3,0.263,0.173,0.366,0.336,0.288,0.339,0.317,0.279
"En blanco",0.251,0.231,0.27,0.217,0.264,0.268,0.231,0.231,0.244,0.276,0.448,0.09,0.188,0.251,0.238,0.275,0.252
"No sabe",0.125,0.11,0.141,0.088,0.122,0.129,0.169,0.161,0.128,0.092,0.181,0.055,0.14,0.118,0.142,0.143,0.123
