"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.311,0.294,0.328,0.268,0.323,0.334,0.3,0.323,0.294,0.321,0.642,0.06,0.228,0.287,0.29,0.354,0.333
"Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.271,0.241,0.3,0.195,0.217,0.327,0.405,0.239,0.279,0.291,0.089,0.484,0.298,0.272,0.246,0.189,0.29
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.239,0.307,0.172,0.358,0.276,0.173,0.108,0.249,0.242,0.225,0.123,0.309,0.231,0.238,0.275,0.248,0.225
"Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.028,0.026,0.031,0.05,0.029,0.017,0.02,0.024,0.026,0.035,0.031,0.008,0.025,0.026,0.027,0.032,0.03
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.034,0.03,0.037,0.039,0.039,0.029,0.023,0.035,0.033,0.033,0.031,0.024,0.096,0.058,0.027,0.039,0.016
"Otros",0.05,0.048,0.052,0.037,0.055,0.048,0.055,0.05,0.059,0.039,0.04,0.057,0.049,0.052,0.055,0.067,0.044
"En blanco",0.023,0.022,0.023,0.017,0.021,0.026,0.027,0.024,0.02,0.025,0.015,0.022,0.039,0.021,0.032,0.029,0.019
"No sabe",0.044,0.032,0.057,0.036,0.04,0.046,0.062,0.056,0.047,0.031,0.029,0.036,0.034,0.046,0.048,0.042,0.043
