"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Totalmente seguro",0.667,0.712,0.624,0.664,0.656,0.676,0.685,0.669,0.639,0.7,0.675,0.732,0.513,0.675,0.622,0.666,0.678
"Bastante seguro",0.135,0.117,0.153,0.112,0.134,0.145,0.153,0.11,0.147,0.146,0.146,0.125,0.198,0.143,0.123,0.084,0.14
"Algo seguro",0.1,0.09,0.109,0.142,0.101,0.078,0.072,0.094,0.112,0.089,0.098,0.081,0.133,0.1,0.114,0.09,0.095
"Para nada seguro",0.098,0.081,0.114,0.082,0.109,0.101,0.09,0.127,0.102,0.065,0.081,0.062,0.156,0.082,0.141,0.16,0.087
