"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.358,0.348,0.367,0.342,0.373,0.364,0.329,0.379,0.329,0.372,0.697,0.1,0.306,0.342,0.343,0.383,0.373
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.358,0.422,0.296,0.446,0.389,0.329,0.233,0.348,0.361,0.363,0.151,0.52,0.403,0.349,0.392,0.363,0.352
"En blanco",0.16,0.135,0.184,0.125,0.147,0.185,0.195,0.145,0.168,0.165,0.084,0.22,0.17,0.183,0.131,0.138,0.155
"No sabe",0.124,0.095,0.153,0.087,0.091,0.122,0.243,0.128,0.142,0.1,0.068,0.16,0.121,0.126,0.134,0.116,0.12
