"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.402,0.373,0.448,0.244
"P05","Bastante",0.371,0.359,0.331,0.273
"P05","Poco",0.188,0.207,0.177,0.305
"P05","Nada",0.034,0.049,0.037,0.135
"P05","No sabe",0.005,0.012,0.007,0.043
"P06","Siempre",0.287,0.246,0.266,0.206
"P06","Casi siempre",0.428,0.412,0.432,0.398
"P06","Casi nunca",0.219,0.274,0.22,0.3
"P06","Nunca, pero esta es una excepción",0.066,0.068,0.082,0.096
"P08","Unión por la Patria",0.111,0.133,0.531,0.212
"P08","Juntos por el Cambio",0.715,0.267,0.168,0.234
"P08","Liberales",0.132,0.453,0.131,0.114
"P08","Izquierda",0.004,0.012,0.05,0.027
"P08","Otro",0.019,0.052,0.051,0.048
"P08","No sabe",0.019,0.083,0.069,0.365
"P09","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.053,0.093,0.419,0.201
"P09","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.037,0.022,0.157,0.054
"P09","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.652,0.087,0.085,0.052
"P09","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.111,0.212,0.068,0.112
"P09","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.124,0.505,0.154,0.191
"P09","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.002,0.004,0.031,0.055
"P09","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.008,0.027,0.03,0.088
"P09","Otros",0.005,0.02,0.027,0.076
"P09","En blanco",0.003,0.006,0.011,0.017
"P09","No sabe",0.005,0.024,0.018,0.154
"P18","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.057,0.085,0.389,0.198
"P18","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.045,0.062,0.184,0.035
"P18","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.462,0.422,0.083,0.072
"P18","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.225,0.134,0.075,0.102
"P18","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.166,0.207,0.131,0.227
"P18","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.011,0.01,0.031,0.048
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.013,0.018,0.024,0.064
"P18","Otros",0.006,0.025,0.033,0.067
"P18","En blanco",0.006,0.011,0.027,0.026
"P18","No sabe",0.009,0.026,0.023,0.161
"P25","Totalmente seguro",0.763,0.678,0.723,0.446
"P25","Bastante seguro",0.13,0.126,0.136,0.114
"P25","Algo seguro",0.069,0.119,0.078,0.166
"P25","Para nada seguro",0.038,0.077,0.063,0.274
"P26","Tiene Decidido que va a ir a votar",0.937,0.894,0.912,0.808
"P26","Tiene dudas sobre si va a ir a votar",0.047,0.072,0.052,0.106
"P26","Tiene Decidido que no va a ir a votar",0.016,0.034,0.036,0.086
"P27","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.077,0.128,0.551,0.256
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.734,0.182,0.108,0.079
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.131,0.523,0.154,0.206
"P27","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.016,0.01,0.053,0.024
"P27","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.012,0.041,0.039,0.1
"P27","Otros",0.014,0.07,0.047,0.117
"P27","En blanco",0.007,0.012,0.019,0.019
"P27","No sabe",0.009,0.034,0.029,0.199
"P28","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.073,0.118,0.557,0.269
"P28","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.526,0.278,0.116,0.109
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.25,0.5,0.156,0.216
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.014,0.013,0.047,0.023
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.025,0.023,0.032,0.084
"P28","Otros",0.05,0.04,0.043,0.083
"P28","En blanco",0.03,0.007,0.016,0.016
"P28","No sabe",0.032,0.021,0.033,0.2
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.104,0.135,0.609,0.278
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.837,0.658,0.133,0.142
"P33","En blanco",0.037,0.104,0.181,0.149
"P33","No sabe",0.022,0.103,0.077,0.431
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.771,0.267,0.144,0.195
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.155,0.547,0.189,0.261
"P34","En blanco",0.052,0.082,0.505,0.152
"P34","No sabe",0.022,0.104,0.162,0.392
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.103,0.129,0.607,0.235
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.676,0.512,0.149,0.219
"P35","En blanco",0.142,0.249,0.172,0.14
"P35","No sabe",0.079,0.11,0.072,0.406
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.543,0.288,0.197,0.17
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.307,0.557,0.204,0.256
"P36","En blanco",0.099,0.083,0.452,0.156
"P36","No sabe",0.051,0.072,0.147,0.418
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.12,0.138,0.609,0.289
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.487,0.633,0.189,0.258
"P37","En blanco",0.244,0.118,0.128,0.096
"P37","No sabe",0.149,0.111,0.074,0.357
"P40","Lo votaría",0.11,0.111,0.554,0.216
"P40","Puede que lo vote",0.044,0.147,0.13,0.152
"P40","Nunca lo votaría",0.827,0.706,0.281,0.286
"P40","No sabe",0.019,0.036,0.035,0.346
"P41","Lo votaría",0.103,0.042,0.342,0.076
"P41","Puede que lo vote",0.021,0.13,0.182,0.066
"P41","Nunca lo votaría",0.865,0.795,0.434,0.283
"P41","No sabe",0.011,0.033,0.042,0.575
"P43","Lo votaría",0.522,0.184,0.092,0.124
"P43","Puede que lo vote",0.252,0.415,0.11,0.103
"P43","Nunca lo votaría",0.206,0.374,0.774,0.27
"P43","No sabe",0.02,0.027,0.024,0.503
"P44","Lo votaría",0.273,0.484,0.16,0.207
"P44","Puede que lo vote",0.295,0.175,0.08,0.112
"P44","Nunca lo votaría",0.398,0.318,0.744,0.303
"P44","No sabe",0.034,0.023,0.016,0.378
"P45","Lo votaría",0.064,0.067,0.103,0.044
"P45","Puede que lo vote",0.077,0.124,0.237,0.13
"P45","Nunca lo votaría",0.833,0.772,0.613,0.385
"P45","No sabe",0.026,0.037,0.047,0.441
"P46","Lo votaría",0.062,0.072,0.057,0.112
"P46","Puede que lo vote",0.178,0.218,0.154,0.113
"P46","Nunca lo votaría",0.718,0.669,0.734,0.357
"P46","No sabe",0.042,0.041,0.055,0.418
"P57","Si",0.528,0.53,0.52,0.474
"P57","No",0.472,0.47,0.48,0.526
