"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.462,0.358,0.427,0.278
"P05","Bastante",0.241,0.399,0.348,0.319
"P05","Poco",0.229,0.2,0.181,0.272
"P05","Nada",0.058,0.038,0.036,0.098
"P05","No sabe",0.01,0.005,0.008,0.033
"P06","Siempre",0.324,0.218,0.284,0.198
"P06","Casi siempre",0.364,0.474,0.418,0.436
"P06","Casi nunca",0.241,0.264,0.216,0.294
"P06","Nunca, pero esta es una excepción",0.071,0.044,0.082,0.072
"P08","Unión por la Patria",0.238,0.325,0.309,0.297
"P08","Juntos por el Cambio",0.319,0.414,0.387,0.281
"P08","Liberales",0.135,0.135,0.206,0.076
"P08","Izquierda",0.049,0.036,0.022,0.038
"P08","Otro",0.15,0.034,0.028,0.066
"P08","No sabe",0.109,0.056,0.048,0.242
"P09","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.201,0.258,0.221,0.252
"P09","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.098,0.102,0.085,0.093
"P09","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.127,0.256,0.319,0.178
"P09","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.081,0.169,0.097,0.096
"P09","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.138,0.128,0.224,0.143
"P09","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.038,0.032,0.013,0.022
"P09","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.275,0.013,0.004,0.034
"P09","Otros",0.028,0.019,0.016,0.053
"P09","En blanco",0.007,0.004,0.008,0.009
"P09","No sabe",0.007,0.019,0.013,0.12
"P18","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.187,0.212,0.216,0.214
"P18","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.103,0.133,0.101,0.145
"P18","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.181,0.249,0.293,0.152
"P18","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.13,0.172,0.133,0.12
"P18","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.125,0.115,0.179,0.133
"P18","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.022,0.034,0.017,0.032
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.163,0.033,0.007,0.01
"P18","Otros",0.051,0.027,0.017,0.052
"P18","En blanco",0.028,0.007,0.018,0.015
"P18","No sabe",0.01,0.018,0.019,0.127
"P25","Totalmente seguro",0.643,0.614,0.772,0.552
"P25","Bastante seguro",0.132,0.184,0.114,0.146
"P25","Algo seguro",0.129,0.127,0.064,0.139
"P25","Para nada seguro",0.096,0.075,0.05,0.163
"P26","Tiene Decidido que va a ir a votar",0.915,0.885,0.927,0.866
"P26","Tiene dudas sobre si va a ir a votar",0.048,0.079,0.046,0.078
"P26","Tiene Decidido que no va a ir a votar",0.037,0.036,0.027,0.056
