"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Mucho",0.337,0.393,0.285,0.32,0.341,0.344,0.345,0.268,0.305,0.461,0.391,0.385,0.231,0.379,0.28,0.311,0.331
"Bastante",0.313,0.29,0.335,0.291,0.305,0.33,0.346,0.266,0.329,0.345,0.337,0.338,0.291,0.261,0.256,0.283,0.385
"Poco",0.25,0.239,0.261,0.261,0.263,0.246,0.207,0.308,0.276,0.148,0.204,0.224,0.388,0.262,0.349,0.272,0.196
"Nada",0.075,0.061,0.087,0.081,0.075,0.067,0.074,0.117,0.068,0.036,0.046,0.047,0.065,0.077,0.08,0.092,0.068
"No sabe",0.025,0.017,0.032,0.047,0.016,0.013,0.028,0.041,0.022,0.01,0.022,0.006,0.025,0.021,0.035,0.042,0.02
