"var","categoria","Si","No"
"P05","Mucho",0.482,0.37
"P05","Bastante",0.33,0.329
"P05","Poco",0.109,0.189
"P05","Nada",0.068,0.081
"P05","No sabe",0.011,0.031
"P06","Siempre",0.325,0.176
"P06","Casi siempre",0.424,0.339
"P06","Casi nunca",0.139,0.315
"P06","Nunca, pero esta es una excepción",0.112,0.17
"P09","Unidos para Cambiar Santa Fe",0.339,0.377
"P09","Juntos Avancemos",0.313,0.248
"P09","De los liberales libertarios",0.139,0.151
"P09","De la Izquierda",0.056,0.05
"P09","Otro",0.087,0.067
"P09","En blanco",0.027,0.048
"P09","No sabe",0.039,0.059
"P11","Maximiliano Pullaro a gobernador y Gisela Scaglia a vicegobernadora por Unidos para Cambiar Santa Fe",0.45,0.457
"P11","Marcelo Lewandowski a gobernador y Silvina Patricia Frana a vicegobernadora por Juntos Avancemos",0.321,0.298
"P11","Edelvino Bodoira a gobernador y Nora Lucia Sanchez por Viva la Libertad",0.074,0.088
"P11","Carla Deiana a gobernadora y Mauricio Acosta a vicegobernador por el Frente de Izquierda",0.033,0.026
"P11","Otro",0.057,0.062
"P11","En blanco",0.034,0.023
"P11","No sabe",0.031,0.046
"P13","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.409,0.412
"P13","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.173,0.216
"P13","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.227,0.179
"P13","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.079,0.063
"P13","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.064,0.042
"P13","No sabe",0.048,0.088
"P14","Totalmente seguro.",0.719,0.695
"P14","Bastante seguro",0.127,0.145
"P14","Algo seguro",0.088,0.1
"P14","Para nada seguro",0.066,0.06
"P15","Tiene Decidido que va a ir a votar.",0.914,0.906
"P15","Tiene dudas sobre si va a ir a  votar",0.051,0.045
"P15","Tiene Decidido que no va a ir a votar",0.035,0.049
"P16","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.34,0.331
"P16","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.321,0.284
"P16","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.251,0.304
"P16","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.027,0.023
"P16","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.019,0.029
"P16","En blanco",0.011,0.007
"P16","No sabe",0.031,0.022
"P11_imputada","Maximiliano Pullaro a gobernador y Gisela Scaglia a vicegobernadora por Unidos para Cambiar Santa Fe",0.471,0.484
"P11_imputada","Marcelo Lewandowski a gobernador y Silvina Patricia Frana a vicegobernadora por Juntos Avancemos",0.327,0.311
"P11_imputada","Edelvino Bodoira a gobernador y Nora Lucia Sanchez por Viva la Libertad",0.078,0.088
"P11_imputada","Carla Deiana a gobernadora y Mauricio Acosta a vicegobernador por el Frente de Izquierda",0.033,0.028
"P11_imputada","Otro",0.057,0.066
"P11_imputada","En blanco",0.034,0.023
"P16_imputada","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.341,0.335
"P16_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.337,0.299
"P16_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.265,0.306
"P16_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.027,0.024
"P16_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.019,0.029
"P16_imputada","En blanco",0.011,0.007
