"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"A Santiago López Medrano por Juntos por el Cambio",0.289,0.27,0.306,0.279,0.252,0.344,0.306,0.283,0.311,0.256,0.144,0.497,0.44
"A Juan Esleiman por el Frente de Todos",0.261,0.279,0.245,0.292,0.244,0.274,0.246,0.236,0.265,0.284,0.412,0.109,0.142
"Al candidato de los liberales libertarios",0.128,0.195,0.07,0.182,0.137,0.103,0.085,0.135,0.099,0.172,0.087,0.14,0.211
"Al candidato del Frente de Izquierda",0.049,0.063,0.037,0.039,0.081,0.03,0.022,0.067,0.038,0.048,0.069,0.017,0.043
"No sabe",0.273,0.193,0.342,0.208,0.286,0.249,0.341,0.279,0.287,0.24,0.288,0.237,0.164
