"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"Muy buena",0.192,0.206,0.179,0.17,0.196,0.194,0.204,0.223,0.216,0.126,0.176,0.237,0.189,0.314,0.108,0.152
"Buena",0.213,0.2,0.226,0.169,0.249,0.184,0.212,0.147,0.236,0.251,0.219,0.227,0.204,0.284,0.171,0.359
"Ni buena ni mala",0.258,0.27,0.246,0.161,0.248,0.311,0.31,0.261,0.254,0.259,0.273,0.185,0.271,0.141,0.328,0.348
"Mala",0.147,0.13,0.162,0.217,0.141,0.141,0.092,0.108,0.143,0.194,0.123,0.178,0.155,0.099,0.192,0.081
"Muy mala",0.155,0.163,0.148,0.225,0.127,0.154,0.157,0.212,0.109,0.161,0.203,0.087,0.141,0.111,0.17,0.06
"No sabe",0.035,0.031,0.039,0.058,0.039,0.016,0.025,0.049,0.042,0.009,0.006,0.086,0.04,0.051,0.031,0
