"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.359,0.426,0.476,0.289
"P04","Realizo changas o trabajos de vez en cuando",0.229,0.181,0.187,0.273
"P04","No tengo trabajo",0.171,0.178,0.174,0.214
"P04","Soy jubilado o pensionado",0.241,0.215,0.163,0.224
"P05","1",0.426,0.38,0.253,0.264
"P05","2",0.105,0.07,0.059,0.134
"P05","3",0.068,0.083,0.052,0.062
"P05","4",0.06,0.085,0.063,0.112
"P05","5",0.18,0.216,0.181,0.23
"P05","6",0.023,0.037,0.057,0.023
"P05","7",0.016,0.037,0.079,0.026
"P05","8",0.021,0.023,0.065,0.02
"P05","9",0.101,0.069,0.191,0.129
"P06","1",0.223,0.165,0.301,0.26
"P06","2",0.053,0.027,0.061,0.082
"P06","3",0.046,0.023,0.058,0.029
"P06","4",0.014,0.044,0.045,0.04
"P06","5",0.189,0.201,0.18,0.202
"P06","6",0.048,0.064,0.037,0.047
"P06","7",0.046,0.108,0.053,0.06
"P06","8",0.051,0.082,0.043,0.031
"P06","9",0.33,0.286,0.222,0.249
"P07","1",0.266,0.242,0.441,0.219
"P07","2",0.021,0.038,0.031,0.032
"P07","3",0.044,0.035,0.032,0.029
"P07","4",0.012,0.024,0.022,0.025
"P07","5",0.106,0.16,0.097,0.144
"P07","6",0.025,0.028,0.023,0.039
"P07","7",0.048,0.059,0.02,0.013
"P07","8",0.036,0.056,0.026,0.019
"P07","9",0.442,0.358,0.308,0.48
"P09","Del Frente de Todos y el peronismo",0.156,0.061,0.406,0.204
"P09","De Juntos por el cambio",0.541,0.567,0.164,0.215
"P09","De los Liberales libertarios",0.208,0.218,0.215,0.145
"P09","De la Izquierda",0.026,0.027,0.05,0.029
"P09","No sabe",0.069,0.127,0.165,0.407
"P10","A Alberto Fernández",0.376,0.231,0.126,0.28
"P10","A Sergio Massa",0.203,0.321,0.19,0.241
"P10","A algún candidato del peronismo",0.189,0.374,0.18,0.319
"P10","A algún candidato del kirchnerismo",0.232,0.074,0.504,0.16
"P11","A Alberto Fernández",0.271,0.254,0.084,0.185
"P11","A Sergio Massa",0.131,0.32,0.126,0.086
"P11","A algún candidato del peronismo",0.26,0.335,0.108,0.175
"P11","A Cristina Fernández de Kirchner",0.338,0.091,0.682,0.554
"P12","A Horacio Rodriguez Larreta",0.321,0.25,0.317,0.325
"P12","A Patricia Bullrich",0.599,0.693,0.516,0.588
"P12","A Facundo Manes",0.053,0.03,0.093,0.049
"P12","A Gerardo Morales",0.027,0.027,0.074,0.038
"P13","Lo votaría",0.138,0.077,0.149,0.051
"P13","Puede que lo vote",0.107,0.146,0.223,0.143
"P13","Nunca lo votaría",0.678,0.725,0.514,0.402
"P13","No sabe",0.077,0.052,0.114,0.404
"P14","Lo votaría",0.1,0.062,0.115,0.113
"P14","Puede que lo vote",0.066,0.064,0.178,0.102
"P14","Nunca lo votaría",0.801,0.849,0.61,0.433
"P14","No sabe",0.033,0.025,0.097,0.352
"P15","Lo votaría",0.393,0.152,0.071,0.108
"P15","Puede que lo vote",0.26,0.478,0.125,0.158
"P15","Nunca lo votaría",0.289,0.324,0.762,0.287
"P15","No sabe",0.058,0.046,0.042,0.447
"P16","Lo votaría",0.215,0.078,0.057,0.051
"P16","Puede que lo vote",0.272,0.381,0.138,0.117
"P16","Nunca lo votaría",0.379,0.439,0.71,0.241
"P16","No sabe",0.134,0.102,0.095,0.591
"P17","La votaría",0.556,0.456,0.133,0.164
"P17","Puede que la vote",0.18,0.304,0.114,0.119
"P17","Nunca la votaría",0.204,0.19,0.717,0.256
"P17","No sabe",0.06,0.05,0.036,0.461
"P18","Lo votaría",0.366,0.215,0.217,0.147
"P18","Puede que lo vote",0.195,0.41,0.101,0.15
"P18","Nunca lo votaría",0.365,0.327,0.656,0.229
"P18","No sabe",0.074,0.048,0.026,0.474
"P20","Lo votaría",0.173,0.02,0.139,0.068
"P20","Puede que lo vote",0.062,0.17,0.161,0.023
"P20","Nunca lo votaría",0.678,0.735,0.626,0.302
"P20","No sabe",0.087,0.075,0.074,0.607
"P21","Lo votaría",0.12,0.039,0.136,0.071
"P21","Puede que lo vote",0.049,0.082,0.231,0.108
"P21","Nunca lo votaría",0.78,0.836,0.579,0.389
"P21","No sabe",0.051,0.043,0.054,0.432
"P22","Horacio Rodríguez Larreta por Juntos por el Cambio",0.129,0.12,0.052,0.082
"P22","Patricia Bullrich por Juntos por el Cambio",0.432,0.462,0.123,0.209
"P22","Facundo Manes por Juntos por el Cambio",0.057,0.058,0.044,0.041
"P22","Alberto Fernández por el Frente de Todos",0.05,0.02,0.068,0.113
"P22","Sergio Massa por el Frente de Todos",0.037,0.047,0.102,0.039
"P22","Wado de Pedro por el Frente de Todos",0.029,0.012,0.172,0.047
"P22","Daniel Scioli por el Frente de Todos",0.025,0.017,0.096,0.066
"P22","Javier Milei por los liberales libertarios",0.19,0.196,0.208,0.139
"P22","Al candidato del Frente de Izquierda",0.02,0.011,0.029,0.015
"P22","No sabe",0.031,0.057,0.106,0.249
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.099,0.117,0.057,0.073
"P23","Patricia Bullrich por Juntos por el Cambio",0.318,0.465,0.128,0.198
"P23","María Eugenia Vidal por Juntos por el Cambio",0.237,0.06,0.014,0.027
"P23","Facundo Manes por Juntos por el Cambio",0.027,0.051,0.036,0.048
"P23","Sergio Massa por el Frente de Todos",0.051,0.029,0.131,0.076
"P23","Wado de Pedro por el Frente de Todos",0.02,0.017,0.176,0.053
"P23","Daniel Scioli por el Frente de Todos",0.035,0.015,0.111,0.075
"P23","Javier Milei por los liberales libertarios",0.191,0.18,0.208,0.129
"P23","Al candidato del Frente de Izquierda",0.008,0.012,0.035,0
"P23","No sabe",0.014,0.054,0.104,0.321
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.126,0.121,0.053,0.058
"P24","Patricia Bullrich por Juntos por el Cambio",0.327,0.478,0.127,0.194
"P24","María Eugenia Vidal por Juntos por el Cambio",0.247,0.04,0.012,0.055
"P24","Facundo Manes por Juntos por el Cambio",0.022,0.049,0.037,0.034
"P24","Sergio Massa por el Frente de Todos",0.03,0.032,0.135,0.084
"P24","Wado de Pedro por el Frente de Todos",0.026,0.018,0.201,0.064
"P24","Alberto Fernández por el Frente de Todos",0.045,0.025,0.088,0.13
"P24","Javier Milei por los liberales libertarios",0.164,0.181,0.206,0.13
"P24","Al candidato del Frente de Izquierda",0,0.01,0.033,0
"P24","No sabe",0.013,0.046,0.108,0.251
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.17,0.122,0.053,0.065
"P25","Patricia Bullrich por Juntos por el Cambio",0.382,0.4,0.101,0.168
"P25","Facundo Manes por Juntos por el Cambio",0.132,0.125,0.051,0.084
"P25","Sergio Massa por el Frente de Todos",0.04,0.033,0.117,0.067
"P25","Wado de Pedro por el Frente de Todos",0.041,0.025,0.187,0.074
"P25","Daniel Scioli por el Frente de Todos",0.03,0.012,0.148,0.095
"P25","Javier Milei por los liberales libertario",0.074,0.114,0.124,0.104
"P25","Al candidato del Frente de Izquierda",0.112,0.119,0.133,0.069
"P25","No sabe",0.019,0.05,0.086,0.274
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.212,0.135,0.069,0.088
"P26","Patricia Bulrich por Juntos por el Cambio",0.43,0.485,0.141,0.261
"P26","Alberto Fernández por el Frente de Todos",0.04,0.039,0.117,0.113
"P26","Sergio Massa por el Frente de Todos",0.032,0.044,0.25,0.084
"P26","Javier Milei por los liberales libertarios",0.195,0.214,0.203,0.148
"P26","Al candidato del Frente de Izquierda",0.037,0.023,0.069,0.023
"P26","No sabe",0.054,0.06,0.151,0.283
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.232,0.136,0.07,0.105
"P27","Patricia Bullrich por Juntos por el Cambio",0.39,0.492,0.144,0.284
"P27","Wado de Pedro por el Frente de Todos",0.024,0.025,0.214,0.073
"P27","Sergio Massa por el Frente de Todos",0.076,0.033,0.199,0.103
"P27","Javier Milei por los liberales libertarios",0.213,0.227,0.21,0.158
"P27","Al candidato del Frente de Izquierda",0.024,0.027,0.045,0.021
"P27","No sabe",0.041,0.06,0.118,0.256
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.222,0.152,0.074,0.099
"P28","Patricia Bullrich por Juntos por el Cambio",0.411,0.499,0.136,0.275
"P28","Wado de Pedro por el Frente de Todos",0.032,0.024,0.237,0.077
"P28","Daniel Scioli por el Frente de Todos",0.04,0.022,0.182,0.051
"P28","Javier Milei por los liberales libertarios",0.214,0.217,0.212,0.189
"P28","Al candidato del Frente de Izquierda",0.015,0.024,0.044,0.011
"P28","No sabe",0.066,0.062,0.115,0.298
"P29","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.227,0.199,0.09,0.116
"P29","Patricia Bullrich presidenta – Gustavo Valdes vice por Juntos por el Cambio",0.368,0.426,0.109,0.298
"P29","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.077,0.047,0.171,0.06
"P29","Wado de Pedro presidente – Jorge Capitanich vice por el Frente de Todos",0.057,0.026,0.242,0.077
"P29","Javier Milei presidente y su candidato a vice",0.213,0.225,0.215,0.178
"P29","A los candidatos de la izquierda",0.013,0.02,0.04,0.015
"P29","No sabe",0.045,0.057,0.133,0.256
