"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Patricia Bullrich por Juntos por el Cambio",0.353,0.321,0.386,0.253,0.28,0.41,0.511,0.331,0.359,0.368,0.366,0.325,0.131,0.641,0.294
"Javier Milei por los liberales libertarios",0.233,0.302,0.161,0.308,0.298,0.178,0.107,0.207,0.28,0.191,0.215,0.27,0.121,0.258,0.347
"No sabe",0.414,0.377,0.453,0.439,0.422,0.412,0.382,0.462,0.361,0.441,0.419,0.405,0.748,0.101,0.359
