"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Alberto Fernández por el Frente de Todos",0.235,0.201,0.268,0.237,0.248,0.233,0.205,0.246,0.237,0.219,0.234,0.236,0.49,0.051,0.114
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.222,0.2,0.244,0.124,0.175,0.285,0.337,0.203,0.214,0.258,0.219,0.23,0.067,0.437,0.249
"Javier Milei por los liberales libertarios",0.272,0.348,0.199,0.405,0.31,0.205,0.153,0.241,0.314,0.245,0.265,0.288,0.109,0.342,0.325
"Al candidato del Frente de Izquierda",0.054,0.062,0.045,0.048,0.074,0.033,0.043,0.054,0.047,0.062,0.055,0.05,0.067,0.027,0.037
"No sabe",0.217,0.189,0.244,0.186,0.193,0.244,0.262,0.256,0.188,0.216,0.227,0.196,0.267,0.143,0.275
