"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.45,0.333,0.311,0.367,0.459,0.501,0.487,0.462,0.387
"P04","Realizo changas o trabajos de vez en cuando",0.217,0.397,0.205,0.164,0.193,0.164,0.191,0.216,0.229
"P04","No tengo trabajo",0.169,0.173,0.37,0.091,0.177,0.145,0.115,0.135,0.204
"P04","Soy jubilado o pensionado",0.164,0.097,0.114,0.378,0.171,0.19,0.207,0.187,0.18
"P06","1",0.392,0.264,0.135,0.128,0.14,0.13,0.258,0.27,0.415
"P06","2",0.032,0.2,0.048,0.036,0.039,0.07,0.075,0.12,0.037
"P06","3",0.017,0.036,0.2,0.033,0.036,0.136,0.111,0.037,0.011
"P06","4",0.012,0.022,0.038,0.182,0.056,0.08,0.043,0.045,0.008
"P06","5",0.105,0.117,0.119,0.155,0.47,0.198,0.139,0.176,0.081
"P06","6",0.023,0.026,0.047,0.108,0.045,0.228,0.027,0.033,0.011
"P06","7",0.038,0.033,0.126,0.095,0.064,0.049,0.205,0.057,0.014
"P06","8",0.033,0.077,0.097,0.09,0.052,0.031,0.041,0.131,0.012
"P06","9",0.348,0.225,0.19,0.173,0.098,0.078,0.101,0.131,0.411
"P07","1",0.297,0.314,0.241,0.242,0.303,0.397,0.552,0.55,0.516
"P07","2",0.022,0.117,0.036,0.021,0.035,0.029,0.028,0.057,0.009
"P07","3",0.018,0.044,0.052,0.047,0.031,0.068,0.074,0.042,0.009
"P07","4",0.005,0.013,0.033,0.073,0.029,0.034,0.038,0.03,0.007
"P07","5",0.097,0.084,0.144,0.118,0.224,0.131,0.057,0.067,0.043
"P07","6",0.018,0.037,0.033,0.061,0.023,0.09,0.027,0.008,0.003
"P07","7",0.025,0.008,0.055,0.065,0.043,0.063,0.02,0.006,0.01
"P07","8",0.025,0.031,0.103,0.052,0.03,0.028,0.017,0.047,0.011
"P07","9",0.493,0.352,0.303,0.321,0.282,0.16,0.187,0.193,0.392
"P09","Del Frente de Todos y el peronismo",0.205,0.298,0.155,0.161,0.233,0.403,0.589,0.507,0.451
"P09","De Juntos por el cambio",0.366,0.308,0.387,0.45,0.283,0.222,0.122,0.129,0.175
"P09","De los Liberales libertarios",0.234,0.216,0.279,0.196,0.226,0.163,0.094,0.17,0.137
"P09","De la Izquierda",0.024,0.032,0.054,0.031,0.023,0.005,0.037,0.076,0.096
"P09","No sabe",0.171,0.146,0.125,0.162,0.235,0.207,0.158,0.118,0.141
"P10","A Alberto Fernández",0.264,0.125,0.32,0.117,0.157,0.088,0.043,0.063,0.152
"P10","A Sergio Massa",0.304,0.271,0.128,0.307,0.273,0.228,0.101,0.059,0.14
"P10","A algún candidato del peronismo",0.189,0.219,0.217,0.336,0.193,0.242,0.155,0.1,0.216
"P10","A algún candidato del kirchnerismo",0.243,0.385,0.335,0.24,0.377,0.442,0.701,0.778,0.492
"P11","A Alberto Fernández",0.211,0.158,0.14,0.106,0.122,0.011,0.03,0.037,0.113
"P11","A Sergio Massa",0.189,0.157,0.106,0.153,0.179,0.185,0.084,0.029,0.099
"P11","A algún candidato del peronismo",0.146,0.187,0.113,0.247,0.145,0.188,0.092,0.088,0.118
"P11","A Cristina Fernández de Kirchner",0.454,0.498,0.641,0.494,0.554,0.616,0.794,0.846,0.67
"P12","A Horacio Rodriguez Larreta",0.241,0.359,0.238,0.262,0.32,0.341,0.42,0.21,0.483
"P12","A Patricia Bullrich",0.694,0.558,0.633,0.618,0.562,0.531,0.45,0.582,0.409
"P12","A Facundo Manes",0.039,0.063,0.05,0.078,0.065,0.103,0.098,0.182,0.038
"P12","A Gerardo Morales",0.026,0.02,0.079,0.042,0.053,0.025,0.032,0.026,0.07
"P13","Lo votaría",0.135,0.123,0.042,0.082,0.127,0.141,0.16,0.131,0.183
"P13","Puede que lo vote",0.131,0.242,0.147,0.173,0.146,0.282,0.39,0.292,0.202
"P13","Nunca lo votaría",0.617,0.485,0.708,0.659,0.621,0.41,0.334,0.415,0.455
"P13","No sabe",0.117,0.15,0.103,0.086,0.106,0.167,0.116,0.162,0.16
"P14","Lo votaría",0.104,0.101,0.065,0.051,0.076,0.133,0.142,0.098,0.163
"P14","Puede que lo vote",0.095,0.146,0.099,0.091,0.12,0.199,0.247,0.29,0.176
"P14","Nunca lo votaría",0.727,0.633,0.785,0.796,0.698,0.549,0.492,0.494,0.497
"P14","No sabe",0.074,0.12,0.051,0.062,0.106,0.119,0.119,0.118,0.164
"P15","Lo votaría",0.167,0.115,0.092,0.156,0.144,0.075,0.063,0.065,0.093
"P15","Puede que lo vote",0.235,0.226,0.297,0.291,0.233,0.173,0.108,0.137,0.145
"P15","Nunca lo votaría",0.526,0.563,0.503,0.467,0.531,0.637,0.78,0.748,0.683
"P15","No sabe",0.072,0.096,0.108,0.086,0.092,0.115,0.049,0.05,0.079
"P16","Lo votaría",0.077,0.094,0.088,0.095,0.087,0.086,0.057,0.024,0.082
"P16","Puede que lo vote",0.216,0.168,0.211,0.258,0.218,0.283,0.151,0.168,0.12
"P16","Nunca lo votaría",0.577,0.553,0.559,0.505,0.531,0.478,0.658,0.664,0.632
"P16","No sabe",0.13,0.185,0.142,0.142,0.164,0.153,0.134,0.144,0.166
"P17","La votaría",0.346,0.237,0.368,0.304,0.24,0.158,0.087,0.095,0.126
"P17","Puede que la vote",0.171,0.184,0.209,0.229,0.198,0.113,0.084,0.087,0.091
"P17","Nunca la votaría",0.401,0.487,0.297,0.375,0.468,0.681,0.793,0.747,0.711
"P17","No sabe",0.082,0.092,0.126,0.092,0.094,0.048,0.036,0.071,0.072
"P18","Lo votaría",0.289,0.245,0.347,0.204,0.205,0.141,0.094,0.144,0.202
"P18","Puede que lo vote",0.2,0.193,0.21,0.238,0.194,0.13,0.09,0.079,0.12
"P18","Nunca lo votaría",0.443,0.435,0.337,0.481,0.494,0.649,0.782,0.7,0.628
"P18","No sabe",0.068,0.127,0.106,0.077,0.107,0.08,0.034,0.077,0.05
"P19","La votaría",0.175,0.176,0.137,0.102,0.115,0.062,0.033,0.053,0.082
"P19","Puede que la vote",0.24,0.179,0.26,0.224,0.213,0.151,0.118,0.094,0.087
"P19","Nunca la votaría",0.501,0.471,0.506,0.524,0.558,0.739,0.807,0.814,0.75
"P19","No sabe",0.084,0.174,0.097,0.15,0.114,0.048,0.042,0.039,0.081
"P20","Lo votaría",0.065,0.11,0.07,0.071,0.071,0.101,0.321,0.237,0.192
"P20","Puede que lo vote",0.093,0.102,0.05,0.122,0.114,0.267,0.239,0.247,0.201
"P20","Nunca lo votaría",0.717,0.596,0.758,0.697,0.674,0.561,0.361,0.418,0.478
"P20","No sabe",0.125,0.192,0.122,0.11,0.141,0.071,0.079,0.098,0.129
"P21","Lo votaría",0.082,0.112,0.054,0.078,0.097,0.104,0.175,0.121,0.188
"P21","Puede que lo vote",0.115,0.187,0.095,0.082,0.135,0.345,0.33,0.321,0.22
"P21","Nunca lo votaría",0.726,0.597,0.776,0.778,0.686,0.455,0.419,0.429,0.484
"P21","No sabe",0.077,0.104,0.075,0.062,0.082,0.096,0.076,0.129,0.108
"P22","Horacio Rodríguez Larreta por Juntos por el Cambio",0.082,0.072,0.056,0.116,0.097,0.08,0.051,0.03,0.059
"P22","Patricia Bullrich por Juntos por el Cambio",0.33,0.253,0.341,0.35,0.22,0.14,0.095,0.121,0.068
"P22","Facundo Manes por Juntos por el Cambio",0.047,0.03,0.037,0.064,0.074,0.073,0.034,0.025,0.028
