"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.379,0.451,0.444,0.515,0.455,0.439,0.529,0.481,0.393
"P04","Realizo changas o trabajos de vez en cuando",0.232,0.268,0.185,0.166,0.195,0.247,0.141,0.163,0.21
"P04","No tengo trabajo",0.183,0.14,0.226,0.134,0.18,0.107,0.144,0.171,0.218
"P04","Soy jubilado o pensionado",0.206,0.141,0.145,0.185,0.17,0.207,0.186,0.185,0.179
"P05","1",0.421,0.171,0.118,0.088,0.168,0.16,0.192,0.2,0.429
"P05","2",0.073,0.274,0.063,0.042,0.048,0.046,0.043,0.121,0.072
"P05","3",0.028,0.05,0.261,0.054,0.037,0.064,0.125,0.115,0.045
"P05","4",0.031,0.043,0.05,0.31,0.057,0.174,0.111,0.126,0.049
"P05","5",0.1,0.138,0.158,0.277,0.495,0.21,0.214,0.209,0.08
"P05","6",0.02,0.054,0.134,0.087,0.046,0.234,0.037,0.027,0.014
"P05","7",0.053,0.076,0.143,0.062,0.042,0.036,0.199,0.048,0.024
"P05","8",0.042,0.092,0.036,0.048,0.04,0.034,0.042,0.115,0.023
"P05","9",0.232,0.102,0.037,0.032,0.067,0.042,0.037,0.039,0.264
"P07","1",0.559,0.335,0.383,0.323,0.261,0.235,0.27,0.228,0.273
"P07","2",0.022,0.21,0.039,0.025,0.028,0.028,0.053,0.034,0.004
"P07","3",0.008,0.044,0.186,0.051,0.028,0.056,0.052,0.039,0.016
"P07","4",0.009,0.021,0.035,0.121,0.031,0.033,0.028,0.027,0.004
"P07","5",0.042,0.063,0.051,0.111,0.287,0.119,0.132,0.104,0.088
"P07","6",0.005,0.001,0.051,0.016,0.026,0.177,0.024,0.104,0.007
"P07","7",0.007,0.011,0.045,0.045,0.038,0.049,0.148,0.031,0.017
"P07","8",0.005,0.038,0.026,0.043,0.03,0.066,0.063,0.134,0.025
"P07","9",0.343,0.277,0.184,0.265,0.271,0.237,0.23,0.299,0.566
"P09","Del Frente de Todos y el peronismo",0.473,0.412,0.451,0.303,0.252,0.172,0.149,0.142,0.154
"P09","De Juntos por el cambio",0.204,0.194,0.197,0.266,0.301,0.368,0.435,0.421,0.355
"P09","De los Liberales libertarios",0.107,0.197,0.124,0.164,0.172,0.249,0.255,0.321,0.309
"P09","De la Izquierda",0.05,0.035,0.033,0.038,0.037,0.027,0.004,0.023,0.048
"P09","No sabe",0.166,0.162,0.195,0.229,0.238,0.184,0.157,0.093,0.134
"P10","A Alberto Fernández",0.163,0.072,0.091,0.118,0.157,0.323,0.109,0.028,0.214
"P10","A Sergio Massa",0.152,0.248,0.23,0.203,0.273,0.259,0.12,0.259,0.243
"P10","A algún candidato del peronismo",0.144,0.229,0.238,0.404,0.206,0.173,0.2,0.335,0.223
"P10","A algún candidato del kirchnerismo",0.541,0.451,0.441,0.275,0.364,0.245,0.571,0.378,0.32
"P11","A Alberto Fernández",0.132,0.054,0.051,0.078,0.096,0.177,0.046,0,0.201
"P11","A Sergio Massa",0.095,0.175,0.129,0.147,0.204,0.313,0.044,0.184,0.124
"P11","A algún candidato del peronismo",0.104,0.095,0.125,0.217,0.149,0.17,0.106,0.238,0.218
"P11","A Cristina Fernández de Kirchner",0.669,0.676,0.695,0.558,0.551,0.34,0.804,0.578,0.457
"P12","A Horacio Rodriguez Larreta",0.354,0.352,0.323,0.183,0.283,0.359,0.356,0.199,0.268
"P12","A Patricia Bullrich",0.542,0.532,0.58,0.723,0.606,0.496,0.576,0.689,0.651
"P12","A Facundo Manes",0.051,0.091,0.063,0.068,0.08,0.115,0.029,0.04,0.041
"P12","A Gerardo Morales",0.053,0.025,0.034,0.026,0.031,0.03,0.039,0.072,0.04
"P13","Lo votaría",0.199,0.18,0.144,0.124,0.111,0.103,0.091,0.04,0.097
"P13","Puede que lo vote",0.235,0.248,0.268,0.232,0.191,0.133,0.12,0.154,0.123
"P13","Nunca lo votaría",0.398,0.433,0.448,0.535,0.578,0.637,0.702,0.758,0.675
"P13","No sabe",0.168,0.139,0.14,0.109,0.12,0.127,0.087,0.048,0.105
"P14","Lo votaría",0.176,0.113,0.108,0.089,0.071,0.066,0.051,0.018,0.09
"P14","Puede que lo vote",0.176,0.218,0.243,0.185,0.147,0.118,0.102,0.065,0.073
"P14","Nunca lo votaría",0.504,0.537,0.546,0.682,0.676,0.78,0.792,0.848,0.751
"P14","No sabe",0.144,0.132,0.103,0.044,0.106,0.036,0.055,0.069,0.086
"P15","Lo votaría",0.127,0.089,0.058,0.096,0.122,0.107,0.167,0.148,0.148
"P15","Puede que lo vote",0.155,0.163,0.141,0.222,0.236,0.294,0.309,0.349,0.217
"P15","Nunca lo votaría",0.641,0.658,0.729,0.614,0.541,0.451,0.435,0.454,0.568
"P15","No sabe",0.077,0.09,0.072,0.068,0.101,0.148,0.089,0.049,0.067
"P16","Lo votaría",0.061,0.067,0.085,0.053,0.098,0.1,0.081,0.068,0.09
"P16","Puede que lo vote",0.154,0.158,0.218,0.254,0.243,0.324,0.248,0.237,0.164
"P16","Nunca lo votaría",0.624,0.655,0.588,0.516,0.487,0.435,0.543,0.592,0.599
"P16","No sabe",0.161,0.12,0.109,0.177,0.172,0.141,0.128,0.103,0.147
"P17","La votaría",0.165,0.11,0.156,0.201,0.233,0.305,0.365,0.427,0.324
"P17","Puede que la vote",0.117,0.095,0.087,0.161,0.167,0.203,0.238,0.239,0.185
"P17","Nunca la votaría",0.639,0.705,0.698,0.547,0.493,0.406,0.33,0.306,0.408
"P17","No sabe",0.079,0.09,0.059,0.091,0.107,0.086,0.067,0.028,0.083
"P18","Lo votaría",0.136,0.226,0.138,0.15,0.2,0.218,0.26,0.348,0.351
"P18","Puede que lo vote",0.12,0.115,0.154,0.183,0.2,0.176,0.3,0.236,0.183
"P18","Nunca lo votaría",0.659,0.569,0.666,0.559,0.512,0.486,0.382,0.383,0.393
"P18","No sabe",0.085,0.09,0.042,0.108,0.088,0.12,0.058,0.033,0.073
"P19","La votaría",0.105,0.117,0.12,0.043,0.124,0.131,0.09,0.125,0.162
"P19","Puede que la vote",0.119,0.092,0.092,0.205,0.203,0.273,0.322,0.311,0.216
"P19","Nunca la votaría",0.681,0.65,0.73,0.658,0.57,0.495,0.498,0.506,0.527
"P19","No sabe",0.095,0.141,0.058,0.094,0.103,0.101,0.09,0.058,0.095
"P20","Lo votaría",0.209,0.23,0.185,0.08,0.067,0.027,0.061,0.045,0.061
"P20","Puede que lo vote",0.185,0.14,0.223,0.281,0.141,0.115,0.082,0.056,0.08
"P20","Nunca lo votaría",0.478,0.458,0.461,0.511,0.654,0.732,0.79,0.776,0.742
"P20","No sabe",0.128,0.172,0.131,0.128,0.138,0.126,0.067,0.123,0.117
"P21","Lo votaría",0.173,0.199,0.103,0.084,0.095,0.05,0.045,0.069,0.075
"P21","Puede que lo vote",0.251,0.274,0.286,0.282,0.137,0.119,0.092,0.073,0.091
"P21","Nunca lo votaría",0.489,0.438,0.521,0.535,0.665,0.753,0.795,0.789,0.752
"P21","No sabe",0.087,0.089,0.09,0.099,0.103,0.078,0.068,0.069,0.082
"P22","Horacio Rodríguez Larreta por Juntos por el Cambio",0.055,0.057,0.048,0.052,0.097,0.12,0.132,0.091,0.075
"P22","Patricia Bullrich por Juntos por el Cambio",0.153,0.139,0.158,0.193,0.216,0.314,0.337,0.373,0.305
"P22","Facundo Manes por Juntos por el Cambio",0.036,0.03,0.057,0.075,0.059,0.088,0.042,0.021,0.049
"P22","Alberto Fernández por el Frente de Todos",0.097,0.031,0.058,0.092,0.059,0.032,0.02,0.017,0.05
"P22","Sergio Massa por el Frente de Todos",0.097,0.119,0.098,0.091,0.094,0.067,0.073,0.047,0.039
"P22","Wado de Pedro por el Frente de Todos",0.218,0.151,0.193,0.108,0.07,0.025,0.082,0.037,0.051
"P22","Daniel Scioli por el Frente de Todos",0.111,0.154,0.104,0.098,0.054,0.03,0.04,0.041,0.028
"P22","Javier Milei por los liberales libertarios",0.101,0.232,0.16,0.148,0.184,0.195,0.206,0.299,0.291
"P22","Al candidato del Frente de Izquierda",0.029,0.034,0.017,0.031,0.018,0.034,0.008,0.016,0.022
"P22","No sabe",0.103,0.053,0.107,0.112,0.149,0.095,0.06,0.058,0.09
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.057,0.069,0.035,0.046,0.087,0.111,0.127,0.07,0.08
"P23","Patricia Bullrich por Juntos por el Cambio",0.154,0.136,0.154,0.191,0.219,0.268,0.364,0.373,0.259
"P23","María Eugenia Vidal por Juntos por el Cambio",0.045,0.024,0.031,0.051,0.05,0.06,0.035,0.063,0.069
