"var","categoria","Tengo trabajo estable","Realizo changas o trabajos de vez en cuando","No tengo trabajo","Soy jubilado o pensionado"
"P22","Javier Milei por los liberales libertarios",0.21,0.23,0.259,0.075
"P22","Al candidato del Frente de Izquierda",0.026,0.025,0.018,0.019
"P22","No sabe",0.096,0.113,0.128,0.073
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.083,0.082,0.047,0.075
"P23","Patricia Bullrich por Juntos por el Cambio",0.192,0.157,0.203,0.378
"P23","María Eugenia Vidal por Juntos por el Cambio",0.034,0.077,0.066,0.05
"P23","Facundo Manes por Juntos por el Cambio",0.044,0.033,0.032,0.041
"P23","Sergio Massa por el Frente de Todos",0.098,0.104,0.088,0.094
"P23","Wado de Pedro por el Frente de Todos",0.143,0.073,0.086,0.124
"P23","Daniel Scioli por el Frente de Todos",0.08,0.092,0.066,0.08
"P23","Javier Milei por los liberales libertarios",0.205,0.226,0.256,0.075
"P23","Al candidato del Frente de Izquierda",0.027,0.024,0.024,0.016
"P23","No sabe",0.094,0.132,0.132,0.067
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.089,0.07,0.057,0.07
"P24","Patricia Bullrich por Juntos por el Cambio",0.192,0.156,0.208,0.386
"P24","María Eugenia Vidal por Juntos por el Cambio",0.033,0.074,0.056,0.056
"P24","Facundo Manes por Juntos por el Cambio",0.046,0.022,0.029,0.039
"P24","Sergio Massa por el Frente de Todos",0.101,0.115,0.082,0.087
"P24","Wado de Pedro por el Frente de Todos",0.162,0.087,0.093,0.146
"P24","Alberto Fernández por el Frente de Todos",0.063,0.102,0.087,0.062
"P24","Javier Milei por los liberales libertarios",0.204,0.226,0.238,0.073
"P24","Al candidato del Frente de Izquierda",0.025,0.02,0.022,0.014
"P24","No sabe",0.085,0.128,0.128,0.067
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.077,0.091,0.083,0.085
"P25","Patricia Bullrich por Juntos por el Cambio",0.161,0.154,0.183,0.352
"P25","Facundo Manes por Juntos por el Cambio",0.076,0.053,0.095,0.097
"P25","Sergio Massa por el Frente de Todos",0.081,0.102,0.073,0.096
"P25","Wado de Pedro por el Frente de Todos",0.137,0.119,0.11,0.128
"P25","Daniel Scioli por el Frente de Todos",0.121,0.086,0.089,0.088
"P25","Javier Milei por los liberales libertario",0.127,0.142,0.117,0.053
"P25","Al candidato del Frente de Izquierda",0.149,0.126,0.147,0.034
"P25","No sabe",0.071,0.127,0.103,0.067
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.1,0.109,0.085,0.114
"P26","Patricia Bulrich por Juntos por el Cambio",0.213,0.197,0.227,0.435
"P26","Alberto Fernández por el Frente de Todos",0.071,0.111,0.136,0.08
"P26","Sergio Massa por el Frente de Todos",0.201,0.16,0.12,0.143
"P26","Javier Milei por los liberales libertarios",0.222,0.229,0.252,0.078
"P26","Al candidato del Frente de Izquierda",0.063,0.054,0.043,0.034
"P26","No sabe",0.13,0.14,0.137,0.116
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.099,0.128,0.103,0.11
"P27","Patricia Bullrich por Juntos por el Cambio",0.211,0.18,0.251,0.433
"P27","Wado de Pedro por el Frente de Todos",0.159,0.114,0.127,0.136
"P27","Sergio Massa por el Frente de Todos",0.144,0.151,0.138,0.134
"P27","Javier Milei por los liberales libertarios",0.232,0.254,0.256,0.079
"P27","Al candidato del Frente de Izquierda",0.049,0.035,0.022,0.024
"P27","No sabe",0.106,0.138,0.103,0.084
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.102,0.124,0.119,0.111
"P28","Patricia Bullrich por Juntos por el Cambio",0.21,0.189,0.25,0.416
"P28","Wado de Pedro por el Frente de Todos",0.182,0.116,0.147,0.145
"P28","Daniel Scioli por el Frente de Todos",0.136,0.133,0.068,0.13
"P28","Javier Milei por los liberales libertarios",0.226,0.277,0.259,0.078
"P28","Al candidato del Frente de Izquierda",0.036,0.04,0.032,0.023
"P28","No sabe",0.108,0.121,0.125,0.097
"P29","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.112,0.162,0.131,0.144
"P29","Patricia Bullrich presidenta – Gustavo Valdes vice por Juntos por el Cambio",0.185,0.159,0.201,0.362
"P29","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.132,0.127,0.116,0.126
"P29","Wado de Pedro presidente – Jorge Capitanich vice por el Frente de Todos",0.186,0.122,0.136,0.178
"P29","Javier Milei presidente y su candidato a vice",0.232,0.279,0.27,0.066
"P29","A los candidatos de la izquierda",0.036,0.027,0.03,0.023
"P29","No sabe",0.117,0.124,0.116,0.101
"P30","Alberto Fernández por el Frente de Todos",0.241,0.231,0.235,0.224
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.199,0.168,0.205,0.34
"P30","Javier Milei por los liberales libertarios",0.296,0.359,0.289,0.126
"P30","Al candidato del Frente de Izquierda",0.062,0.056,0.055,0.032
"P30","No sabe",0.202,0.186,0.216,0.278
"P31","Sergio Massa por el Frente de Todos",0.274,0.207,0.211,0.268
"P31","Horacio Rodríguez Larreta por Juntos por el Cambio",0.209,0.214,0.199,0.361
"P31","Javier Milei por los liberales libertarios",0.297,0.338,0.323,0.132
"P31","Al candidato del Frente de Izquierda",0.055,0.049,0.039,0.038
"P31","No sabe",0.165,0.192,0.228,0.201
"P32","Wado de Pedro por el Frente de Todos",0.287,0.209,0.194,0.284
"P32","Horacio Rodríguez Larreta por Juntos por el Cambio",0.217,0.212,0.226,0.371
"P32","Javier Milei por los liberales libertarios",0.297,0.334,0.307,0.132
"P32","Al candidato del Frente de Izquierda",0.038,0.033,0.038,0.02
"P32","No sabe",0.161,0.212,0.235,0.193
"P33","Daniel Scioli por el Frente de Todos",0.297,0.26,0.188,0.268
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.216,0.192,0.25,0.385
"P33","Javier Milei por los liberales libertarios",0.293,0.347,0.316,0.123
"P33","Al candidato del Frente de Izquierda",0.044,0.036,0.048,0.038
"P33","No sabe",0.15,0.165,0.198,0.186
"P34","Sergio Massa por el Frente de Todos",0.308,0.225,0.19,0.291
"P34","Patricia Bullrich por Juntos por el Cambio",0.282,0.261,0.317,0.505
"P34","Javier Milei por los liberales libertarios",0.218,0.283,0.295,0.073
"P34","Al candidato del Frente de Izquierda",0.051,0.046,0.042,0.023
"P34","No sabe",0.141,0.185,0.156,0.108
"P35","Alberto Fernández por el Frente de Todos",0.272,0.257,0.227,0.253
"P35","Patricia Bullrich por Juntos por el Cambio",0.29,0.262,0.335,0.499
"P35","Javier Milei por los liberales libertarios",0.223,0.267,0.262,0.09
"P35","Al candidato del Frente de Izquierda",0.064,0.079,0.058,0.028
"P35","No sabe",0.151,0.135,0.118,0.13
"P36","Wado de Pedro por el Frente de Todos",0.296,0.199,0.186,0.3
"P36","Patricia Bullrich por Juntos por el Cambio",0.293,0.27,0.328,0.506
"P36","Javier Milei por los liberales libertarios",0.218,0.296,0.263,0.078
"P36","Al candidato del Frente de Izquierda",0.042,0.053,0.066,0.017
"P36","No sabe",0.151,0.182,0.157,0.099
"P37","Daniel Scioli por el Frente de Todos",0.312,0.235,0.225,0.287
"P37","Patricia Bullrich por Juntos por el Cambio",0.293,0.269,0.344,0.5
"P37","Javier Milei por los liberales libertarios",0.215,0.279,0.239,0.084
"P37","Al candidato del Frente de Izquierda",0.044,0.042,0.04,0.02
"P37","No sabe",0.136,0.175,0.152,0.109
"P38","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.227,0.186,0.22,0.338
"P38","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.258,0.229,0.212,0.308
"P38","Javier Milei presidente y su candidato a vice",0.292,0.302,0.305,0.111
"P38","A los candidatos de la izquierda",0.059,0.067,0.041,0.026
"P38","No sabe",0.164,0.216,0.222,0.217
"P39","Patricia Bullrich presidenta – Gustavo Valdés vice por Juntos por el Cambio",0.263,0.242,0.326,0.476
"P39","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.285,0.215,0.197,0.259
"P39","Javier Milei presidente y su candidato a vice",0.223,0.255,0.249,0.078
"P39","A los candidatos de la izquierda",0.06,0.06,0.038,0.022
"P39","No sabe",0.169,0.228,0.19,0.165
"P40","Sergio Massa por el Frente de Todos",0.38,0.269,0.261,0.336
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.332,0.351,0.398,0.439
"P40","No sabe",0.288,0.38,0.341,0.225
"P41","Alberto Fernández por el Frente de Todos",0.339,0.255,0.252,0.259
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.359,0.335,0.462,0.465
"P41","No sabe",0.302,0.41,0.286,0.276
"P42","Sergio Massa por el Frente de Todos",0.372,0.269,0.256,0.316
"P42","Patricia Bullrich por Juntos por el Cambio",0.439,0.418,0.49,0.562
"P42","No sabe",0.189,0.313,0.254,0.122
"P43","Alberto Fernández por el Frente de Todos",0.355,0.243,0.263,0.269
"P43","Patricia Bullrich por Juntos por el Cambio",0.453,0.394,0.507,0.558
"P43","No sabe",0.192,0.363,0.23,0.173
"P44","Wado de Pedro por el Frente de Todos",0.349,0.232,0.221,0.29
"P44","Horacio Rodríguez Larreta por Juntos por el Cambio",0.372,0.355,0.453,0.494
"P44","No sabe",0.279,0.413,0.326,0.216
"P45","Daniel Scioli por el Frente de Todos",0.356,0.253,0.252,0.307
"P45","Horacio Rodríguez Larreta por Juntos por el Cambio",0.35,0.343,0.454,0.49
"P45","No sabe",0.294,0.404,0.294,0.203
"P46","Wado de Pedro por el Frente de Todos",0.36,0.243,0.202,0.293
"P46","Patricia Bullrich por Juntos por el Cambio",0.435,0.392,0.534,0.563
"P46","No sabe",0.205,0.365,0.264,0.144
"P47","Daniel Scioli por el Frente de Todos",0.381,0.246,0.256,0.3
"P47","Patricia Bullrich por Juntos por el Cambio",0.446,0.419,0.538,0.565
"P47","No sabe",0.173,0.335,0.206,0.135
"P48","Horacio Rodríguez Larreta por Juntos por el Cambio",0.269,0.22,0.255,0.435
"P48","Javier Milei por los liberales libertarios",0.326,0.374,0.406,0.164
"P48","No sabe",0.405,0.406,0.339,0.401
"P49","Patricia Bullrich por Juntos por el Cambio",0.296,0.296,0.384,0.506
"P49","Javier Milei por los liberales libertarios",0.264,0.276,0.273,0.094
"P49","No sabe",0.44,0.428,0.343,0.4
"P50","Alberto Fernández por el Frente de Todos",0.35,0.252,0.264,0.32
"P50","Javier Milei por los liberales libertarios",0.414,0.372,0.491,0.259
"P50","No sabe",0.236,0.376,0.245,0.421
"P51","Sergio Massa por el Frente de Todos",0.371,0.262,0.216,0.318
"P51","Javier Milei por los liberales libertarios",0.426,0.441,0.516,0.318
"P51","No sabe",0.203,0.297,0.268,0.364
"P52","Muy buena",0.075,0.062,0.052,0.052
"P52","Buena",0.141,0.15,0.124,0.17
"P52","Ni buena ni mala",0.173,0.201,0.159,0.187
"P52","Mala",0.132,0.068,0.101,0.111
"P52","Muy mala",0.476,0.505,0.554,0.469
"P52","No sabe",0.003,0.014,0.01,0.011
"P53","Muy buena",0.25,0.209,0.18,0.275
"P53","Buena",0.07,0.073,0.05,0.05
"P53","Ni buena ni mala",0.069,0.088,0.09,0.033
"P53","Mala",0.072,0.055,0.079,0.059
"P53","Muy mala",0.538,0.567,0.595,0.582
"P53","No sabe",0.001,0.008,0.006,0.001
"P54","Muy buena",0.165,0.219,0.183,0.274
"P54","Buena",0.12,0.124,0.166,0.195
"P54","Ni buena ni mala",0.109,0.158,0.132,0.116
"P54","Mala",0.123,0.094,0.15,0.09
"P54","Muy mala",0.481,0.397,0.36,0.316
"P54","No sabe",0.002,0.008,0.009,0.009
"P55","Muy buena",0.081,0.112,0.116,0.204
"P55","Buena",0.154,0.183,0.154,0.251
"P55","Ni buena ni mala",0.17,0.21,0.285,0.183
"P55","Mala",0.188,0.146,0.125,0.131
"P55","Muy mala",0.405,0.318,0.313,0.224
"P55","No sabe",0.002,0.031,0.007,0.007
"P56","Muy buena",0.062,0.103,0.03,0.084
"P56","Buena",0.143,0.117,0.123,0.211
"P56","Ni buena ni mala",0.205,0.17,0.223,0.169
"P56","Mala",0.159,0.104,0.115,0.105
"P56","Muy mala",0.43,0.489,0.475,0.427
"P56","No sabe",0.001,0.017,0.034,0.004
"P57","Muy buena",0.228,0.237,0.322,0.351
"P57","Buena",0.158,0.162,0.104,0.138
"P57","Ni buena ni mala",0.121,0.113,0.184,0.092
"P57","Mala",0.107,0.128,0.085,0.072
"P57","Muy mala",0.383,0.345,0.289,0.337
"P57","No sabe",0.003,0.015,0.016,0.01
"P58","Muy buena",0.204,0.244,0.197,0.091
"P58","Buena",0.111,0.126,0.188,0.122
"P58","Ni buena ni mala",0.17,0.201,0.205,0.255
"P58","Mala",0.112,0.087,0.162,0.137
"P58","Muy mala",0.395,0.321,0.216,0.358
"P58","No sabe",0.008,0.021,0.032,0.037
"P59","Muy buena",0.15,0.108,0.128,0.135
"P59","Buena",0.141,0.096,0.085,0.151
"P59","Ni buena ni mala",0.14,0.195,0.158,0.156
"P59","Mala",0.114,0.127,0.141,0.148
"P59","Muy mala",0.414,0.417,0.397,0.364
"P59","No sabe",0.041,0.057,0.091,0.046
"P60","Muy buena",0.107,0.102,0.079,0.091
"P60","Buena",0.162,0.136,0.133,0.171
"P60","Ni buena ni mala",0.175,0.15,0.153,0.166
"P60","Mala",0.104,0.141,0.134,0.176
"P60","Muy mala",0.442,0.459,0.495,0.381
"P60","No sabe",0.01,0.012,0.006,0.015
"P61","Muy buena",0.109,0.113,0.11,0.214
"P61","Buena",0.153,0.184,0.165,0.228
"P61","Ni buena ni mala",0.181,0.16,0.202,0.148
"P61","Mala",0.124,0.115,0.161,0.101
"P61","Muy mala",0.431,0.403,0.343,0.307
"P61","No sabe",0.002,0.025,0.019,0.002
"P62","Muy buena",0.071,0.089,0.083,0.092
"P62","Buena",0.163,0.15,0.134,0.211
"P62","Ni buena ni mala",0.323,0.315,0.337,0.428
"P62","Mala",0.197,0.11,0.19,0.131
"P62","Muy mala",0.221,0.265,0.193,0.099
"P62","No sabe",0.025,0.071,0.063,0.039
"P63","Siempre",0.31,0.319,0.311,0.35
"P63","Casi siempre",0.413,0.365,0.366,0.422
"P63","Casi nunca",0.181,0.227,0.204,0.165
"P63","Nunca, pero esta es una excepción",0.096,0.089,0.119,0.063
"P64","Si",0.633,0.635,0.572,0.601
"P64","No",0.367,0.365,0.428,0.399
