"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.305,0.275,0.335,0.216,0.306,0.33,0.366,0.312,0.295,0.314,0.324,0.266,0.41,0.277,0.213
"Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.286,0.256,0.316,0.236,0.266,0.326,0.33,0.291,0.278,0.292,0.278,0.301,0.382,0.28,0.166
"Javier Milei – José Luis Espert por los liberales",0.22,0.289,0.153,0.382,0.241,0.16,0.079,0.206,0.239,0.207,0.216,0.229,0.082,0.261,0.299
"Nicolás del Caño – Myriam Bregman por la izquierda",0.032,0.03,0.033,0.081,0.024,0.018,0.015,0.027,0.033,0.035,0.034,0.028,0.033,0.007,0.011
"Otro candidato",0.157,0.15,0.163,0.085,0.163,0.166,0.21,0.164,0.155,0.152,0.148,0.176,0.093,0.175,0.311
