"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.459,0.524,0.487,0.488,0.447,0.428,0.505,0.45,0.301
"P04","Realizo changas o trabajos de vez en cuando",0.179,0.194,0.201,0.155,0.218,0.147,0.192,0.21,0.261
"P04","No tengo trabajo",0.178,0.153,0.1,0.203,0.149,0.209,0.127,0.182,0.209
"P04","Soy jubilado o pensionado",0.184,0.129,0.212,0.154,0.186,0.216,0.176,0.158,0.229
"P05","1",0.263,0.262,0.099,0.142,0.283,0.161,0.272,0.211,0.4
"P05","2",0.048,0.099,0.027,0.063,0.046,0.04,0.102,0.105,0.058
"P05","3",0.049,0.09,0.134,0.174,0.092,0.131,0.068,0.141,0.042
"P05","4",0.043,0.143,0.121,0.252,0.065,0.117,0.115,0.062,0.061
"P05","5",0.166,0.14,0.251,0.245,0.345,0.319,0.258,0.282,0.19
"P05","6",0.058,0.041,0.113,0.033,0.037,0.11,0.017,0.058,0.022
"P05","7",0.077,0.096,0.155,0.041,0.046,0.03,0.103,0.049,0.021
"P05","8",0.06,0.058,0.062,0.022,0.031,0.007,0.026,0.064,0.028
"P05","9",0.236,0.071,0.038,0.028,0.055,0.085,0.039,0.028,0.178
"P06","1",0.416,0.209,0.166,0.064,0.101,0.047,0.046,0.042,0.265
"P06","2",0.059,0.231,0.103,0.043,0.028,0,0.014,0.026,0.033
"P06","3",0.036,0.033,0.152,0.034,0.035,0.061,0.03,0.017,0.017
"P06","4",0.053,0.065,0.022,0.352,0.03,0.033,0.036,0.04,0.031
"P06","5",0.159,0.126,0.221,0.245,0.45,0.224,0.265,0.207,0.186
"P06","6",0.033,0.112,0.113,0.031,0.05,0.106,0.095,0.111,0.022
"P06","7",0.021,0.057,0.093,0.135,0.065,0.116,0.264,0.072,0.038
"P06","8",0.026,0.056,0.05,0.04,0.047,0.233,0.091,0.311,0.043
"P06","9",0.197,0.111,0.08,0.056,0.194,0.18,0.159,0.174,0.365
"P09","Del Frente de Todos y el peronismo",0.473,0.31,0.258,0.273,0.192,0.151,0.212,0.12,0.197
"P09","De Cambiemos",0.188,0.357,0.297,0.215,0.407,0.32,0.421,0.379,0.334
"P09","De los Liberales libertarios",0.088,0.135,0.171,0.261,0.187,0.283,0.191,0.32,0.202
"P09","De la Izquierda",0.046,0.071,0.058,0.038,0.005,0.025,0.029,0.032,0.021
"P09","No sabe",0.205,0.127,0.216,0.213,0.209,0.221,0.147,0.149,0.246
"P10","A Alberto Fernández",0.184,0.138,0.217,0.065,0.187,0.248,0.034,0.042,0.317
"P10","A Sergio Massa",0.205,0.211,0.316,0.215,0.099,0.16,0.184,0.318,0.251
"P10","A algún candidato del peronismo",0.145,0.082,0.101,0.149,0.331,0.191,0.384,0.317,0.185
"P10","A algún candidato del kirchnerismo",0.466,0.569,0.366,0.571,0.383,0.401,0.398,0.323,0.247
"P11","A Alberto Fernández",0.132,0.116,0.179,0.089,0.129,0.246,0,0.042,0.271
"P11","A Sergio Massa",0.133,0.156,0.227,0.174,0.074,0.147,0.184,0.268,0.185
"P11","A algún candidato del peronismo",0.071,0.048,0.042,0,0.172,0.205,0.268,0.206,0.153
"P11","A Cristina Fernández de Kirchner",0.664,0.68,0.552,0.737,0.625,0.402,0.548,0.484,0.391
"P12","A Horacio Rodriguez Larreta",0.26,0.155,0.335,0.273,0.237,0.246,0.17,0.235,0.216
"P12","A Mauricio Macri",0.313,0.329,0.335,0.156,0.372,0.25,0.406,0.32,0.408
"P12","A Patricia Bullrich",0.308,0.446,0.229,0.482,0.275,0.334,0.362,0.314,0.293
"P12","A Facundo Manes",0.099,0.032,0.056,0.089,0.106,0.075,0.062,0.103,0.058
"P12","A Gerardo Morales",0.02,0.038,0.045,0,0.01,0.095,0,0.028,0.025
"P13","Seguro lo votaria",0.294,0.229,0.044,0.186,0.165,0.203,0.08,0.154,0.259
