"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"A Alberto Fernández",0.202,0.185,0.219,0.251,0.219,0.142,0.205,0.33,0.163,0.114,0.217,0.171,0.193,0.17,0.175
"A Sergio Massa",0.211,0.24,0.184,0.233,0.192,0.2,0.252,0.251,0.205,0.173,0.219,0.195,0.204,0.313,0.317
"A algún candidato del peronismo",0.17,0.19,0.15,0.219,0.169,0.179,0.113,0.148,0.176,0.186,0.156,0.199,0.157,0.247,0.175
"A algún candidato del kirchnerismo",0.417,0.385,0.447,0.297,0.42,0.479,0.43,0.271,0.456,0.527,0.408,0.435,0.446,0.27,0.333
