"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.401,0.461,0.428,0.245
"P04","Realizo changas o trabajos de vez en cuando",0.192,0.16,0.221,0.283
"P04","No tengo trabajo",0.158,0.149,0.174,0.246
"P04","Soy jubilado o pensionado",0.249,0.23,0.177,0.226
"P05","1",0.417,0.362,0.257,0.259
"P05","2",0.068,0.053,0.061,0.043
"P05","3",0.078,0.074,0.057,0.049
"P05","4",0.068,0.091,0.057,0.083
"P05","5",0.203,0.218,0.187,0.255
"P05","6",0.036,0.045,0.047,0.058
"P05","7",0.034,0.029,0.077,0.06
"P05","8",0.028,0.032,0.051,0.046
"P05","9",0.068,0.096,0.206,0.147
"P06","1",0.19,0.153,0.339,0.223
"P06","2",0.045,0.031,0.058,0.042
"P06","3",0.016,0.021,0.041,0.026
"P06","4",0.029,0.025,0.053,0.056
"P06","5",0.184,0.206,0.207,0.267
"P06","6",0.04,0.072,0.033,0.06
"P06","7",0.076,0.084,0.036,0.032
"P06","8",0.055,0.087,0.043,0.056
"P06","9",0.365,0.321,0.19,0.238
"P07","1",0.285,0.246,0.47,0.326
"P07","2",0.021,0.041,0.034,0.034
"P07","3",0.022,0.029,0.028,0.044
"P07","4",0.01,0.02,0.02,0.037
"P07","5",0.126,0.136,0.088,0.091
"P07","6",0.018,0.028,0.017,0.021
"P07","7",0.075,0.049,0.03,0.019
"P07","8",0.038,0.057,0.027,0.033
"P07","9",0.405,0.394,0.286,0.395
"P09","Del Frente de Todos y el peronismo",0.034,0.059,0.473,0.131
"P09","De Cambiemos",0.697,0.555,0.139,0.179
"P09","De los Liberales libertarios",0.143,0.206,0.164,0.115
"P09","De la Izquierda",0.011,0.02,0.04,0.034
"P09","No sabe",0.115,0.16,0.184,0.541
"P10","A Alberto Fernández",0.128,0.329,0.175,0.384
"P10","A Sergio Massa",0.32,0.29,0.192,0.367
"P10","A algún candidato del peronismo",0.281,0.225,0.162,0.13
"P10","A algún candidato del kirchnerismo",0.271,0.156,0.471,0.119
"P11","A Alberto Fernández",0.065,0.247,0.134,0.232
"P11","A Sergio Massa",0.32,0.259,0.136,0.305
"P11","A algún candidato del peronismo",0.411,0.307,0.08,0.146
"P11","A Cristina Fernández de Kirchner",0.204,0.187,0.65,0.317
"P12","A Horacio Rodriguez Larreta",0.241,0.195,0.267,0.214
"P12","A Mauricio Macri",0.423,0.362,0.298,0.436
"P12","A Patricia Bullrich",0.26,0.361,0.317,0.301
"P12","A Facundo Manes",0.054,0.073,0.093,0.026
"P12","A Gerardo Morales",0.022,0.009,0.025,0.023
"P13","Seguro lo votaria",0.197,0.209,0.241,0.199
"P13","Quizás lo votaría",0.321,0.321,0.234,0.433
"P13","Nunca lo votaría",0.482,0.47,0.525,0.368
"P14","Lo votaría",0.552,0.393,0.093,0.16
"P14","Puede que lo vote",0.245,0.34,0.117,0.123
"P14","Nunca lo votaría",0.134,0.193,0.719,0.346
"P14","No sabe",0.069,0.074,0.071,0.371
"P15","Lo votaría",0.093,0.048,0.192,0.147
"P15","Puede que lo vote",0.061,0.101,0.26,0.123
"P15","Nunca lo votaría",0.811,0.796,0.462,0.378
"P15","No sabe",0.035,0.055,0.086,0.352
"P16","Lo votaría",0.045,0.016,0.162,0.136
"P16","Puede que lo vote",0.035,0.058,0.239,0.11
"P16","Nunca lo votaría",0.883,0.899,0.525,0.492
"P16","No sabe",0.037,0.027,0.074,0.262
"P17","La votaría",0.063,0.041,0.433,0.182
"P17","Puede que la vote",0.008,0.035,0.095,0.072
"P17","Nunca la votaría",0.905,0.914,0.434,0.541
"P17","No sabe",0.024,0.01,0.038,0.205
"P18","Lo votaría",0.435,0.191,0.074,0.142
"P18","Puede que lo vote",0.33,0.507,0.131,0.182
"P18","Nunca lo votaría",0.192,0.246,0.747,0.252
"P18","No sabe",0.043,0.056,0.048,0.424
"P19","Lo votaría",0.245,0.132,0.037,0.069
"P19","Puede que lo vote",0.43,0.464,0.161,0.115
"P19","Nunca lo votaría",0.274,0.337,0.709,0.25
"P19","No sabe",0.051,0.067,0.093,0.566
"P20","La votaría",0.565,0.442,0.114,0.163
"P20","Puede que la vote",0.251,0.338,0.124,0.179
"P20","Nunca la votaría",0.169,0.178,0.742,0.261
"P20","No sabe",0.015,0.042,0.02,0.397
"P21","Lo votaría",0.271,0.226,0.158,0.158
"P21","Puede que lo vote",0.238,0.322,0.095,0.098
"P21","Nunca lo votaría",0.451,0.403,0.72,0.26
"P21","No sabe",0.04,0.049,0.027,0.484
"P23","Lo votaría",0.094,0.018,0.111,0.058
"P23","Puede que lo vote",0.04,0.126,0.29,0.086
"P23","Nunca lo votaría",0.841,0.836,0.564,0.434
"P23","No sabe",0.025,0.02,0.035,0.422
"P24","Lo votaría",0.108,0.049,0.024,0.022
"P24","Puede que lo vote",0.291,0.281,0.09,0.091
"P24","Nunca lo votaría",0.521,0.583,0.792,0.261
"P24","No sabe",0.08,0.087,0.094,0.626
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.58,0.375,0.078,0.166
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.171,0.174,0.065,0.149
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.014,0.011,0.067,0.107
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.046,0.043,0.475,0.189
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.137,0.228,0.173,0.152
"P25","Otros candidatos",0.052,0.169,0.142,0.237
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.03,0.049,0.523,0.304
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.724,0.526,0.106,0.223
"P29","Javier Milei – José Luis Espert por los liberales",0.178,0.255,0.195,0.201
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.001,0.016,0.035,0.044
"P29","Otro candidato",0.067,0.154,0.141,0.228
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.537,0.413,0.133,0.26
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.048,0.059,0.355,0.231
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.237,0.311,0.218,0.211
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.012,0.02,0.054,0.036
"P31","Otro candidato",0.166,0.197,0.24,0.262
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.056,0.05,0.44,0.192
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.723,0.576,0.126,0.285
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.144,0.227,0.185,0.189
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.002,0.018,0.052,0.048
"P33","Otro candidato",0.075,0.129,0.197,0.286
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.152,0.196,0.344,0.171
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.457,0.305,0.197,0.236
"P35","Javier Milei – José Luis Espert por los liberales",0.246,0.311,0.202,0.225
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.004,0.013,0.051,0.054
"P35","Otro candidato",0.141,0.175,0.206,0.314
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.302,0.238,0.328,0.309
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.325,0.247,0.301,0.218
"P37","Javier Milei – José Luis Espert por los liberales",0.22,0.297,0.198,0.193
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.007,0.013,0.04,0.054
"P37","Otro candidato",0.146,0.205,0.133,0.226
"P38","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.068,0.058,0.534,0.259
"P38","Mauricio Macri presidente – María Eugenia Vidal vice",0.784,0.704,0.214,0.304
"P38","No sabe",0.148,0.238,0.252,0.437
"P39","Alberto Fernández presidente – Daniel Scioli vice",0.041,0.049,0.436,0.215
"P39","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.739,0.708,0.192,0.348
