"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P18","Lo votaría",0.034,0.046,0.09,0.05
"P18","Puede que lo vote",0.152,0.124,0.125,0.025
"P18","Nunca lo votaría",0.774,0.783,0.677,0.907
"P18","No sabe",0.04,0.047,0.108,0.018
"P19","Lo votaría",0.045,0.021,0.097,0.006
"P19","Puede que lo vote",0.105,0.192,0.19,0.08
"P19","Nunca lo votaría",0.665,0.717,0.567,0.828
"P19","No sabe",0.185,0.07,0.146,0.086
"P20","La votaría",0.005,0.034,0.111,0.01
"P20","Puede que la vote",0.068,0.095,0.061,0.004
"P20","Nunca la votaría",0.865,0.851,0.804,0.979
"P20","No sabe",0.062,0.02,0.024,0.007
"P21","Lo votaría",0.053,0.038,0.028,0.01
"P21","Puede que lo vote",0.153,0.053,0.103,0.011
"P21","Nunca lo votaría",0.729,0.864,0.831,0.965
"P21","No sabe",0.065,0.045,0.038,0.014
"P22","La votaría",0.005,0.026,0.053,0.004
"P22","Puede que la vote",0.066,0.065,0.121,0.011
"P22","Nunca la votaría",0.862,0.827,0.763,0.964
"P22","No sabe",0.067,0.082,0.063,0.021
"P23","Lo votaría",0.333,0.158,0.168,0.193
"P23","Puede que lo vote",0.312,0.393,0.372,0.56
"P23","Nunca lo votaría",0.269,0.369,0.392,0.19
"P23","No sabe",0.086,0.08,0.068,0.057
"P24","Lo votaría",0.027,0.037,0.039,0.011
"P24","Puede que lo vote",0.126,0.162,0.078,0.06
"P24","Nunca lo votaría",0.644,0.681,0.69,0.852
"P24","No sabe",0.203,0.12,0.193,0.077
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.002,0.03,0.124,0.005
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.008,0.036,0.065,0.003
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.456,0.148,0.108,0.029
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.495,0.683,0.543,0.946
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0,0.009,0.035,0.005
"P25","Otros candidatos",0.039,0.094,0.125,0.012
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.797,0.797,0.639,0.972
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.028,0.048,0.196,0.012
"P29","Javier Milei – José Luis Espert por los liberales",0.036,0.023,0.035,0.005
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.01,0.027,0.014,0.004
"P29","Otro candidato",0.129,0.105,0.116,0.007
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.072,0.119,0.224,0.08
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.824,0.576,0.426,0.616
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.036,0.044,0.032,0.013
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.007,0.036,0.048,0.037
"P31","Otro candidato",0.061,0.225,0.27,0.254
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.667,0.875,0.54,0.775
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.034,0.052,0.166,0.02
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.012,0.011,0.038,0.006
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.025,0.034,0.047,0.025
"P33","Otro candidato",0.262,0.028,0.209,0.174
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.512,0.673,0.438,0.566
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.166,0.284,0.25,0.244
"P35","Javier Milei – José Luis Espert por los liberales",0.012,0,0.033,0.004
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.01,0.014,0.047,0.022
"P35","Otro candidato",0.3,0.029,0.232,0.164
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.469,0.434,0.309,0.502
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.333,0.43,0.475,0.473
"P37","Javier Milei – José Luis Espert por los liberales",0.022,0.021,0.045,0.005
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.01,0,0,0.003
"P37","Otro candidato",0.166,0.115,0.171,0.017
"P38","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.807,0.76,0.487,0.938
"P38","Mauricio Macri presidente – María Eugenia Vidal vice",0.048,0.092,0.311,0.052
"P38","No sabe",0.145,0.148,0.202,0.01
"P39","Alberto Fernández presidente – Daniel Scioli vice",0.92,0.663,0.366,0.794
"P39","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.015,0.101,0.253,0.02
"P39","No sabe",0.065,0.236,0.381,0.186
"P40","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.804,0.835,0.377,0.842
"P40","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.013,0.035,0.251,0.013
"P40","No sabe",0.183,0.13,0.372,0.145
"P41","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.886,0.823,0.499,0.987
"P41","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.016,0.058,0.272,0.005
"P41","No sabe",0.098,0.119,0.229,0.008
"P42","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.769,0.905,0.451,0.848
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.029,0.022,0.256,0.011
"P42","No sabe",0.202,0.073,0.293,0.141
"P43","Muy buena",0.396,0.211,0.069,0.109
"P43","Buena",0.395,0.214,0.173,0.416
"P43","Ni buena ni mala",0.144,0.305,0.352,0.328
"P43","Mala",0.019,0.205,0.107,0.116
"P43","Muy mala",0.015,0.032,0.229,0.028
"P43","No sabe",0.031,0.033,0.07,0.003
"P44","Muy de acuerdo",0.314,0.457,0.226,0.341
"P44","De acuerdo",0.272,0.217,0.193,0.365
"P44","Ni de acuerdo ni en desacuerdo",0.32,0.2,0.26,0.221
"P44","En desacuerdo",0.014,0.035,0.108,0.04
"P44","Muy en desacuerdo",0.02,0.024,0.135,0.012
"P44","No sabe",0.06,0.067,0.078,0.021
"P45","Muy de acuerdo",0.451,0.673,0.221,0.293
"P45","De acuerdo",0.217,0.281,0.27,0.457
"P45","Ni de acuerdo ni en desacuerdo",0.233,0.015,0.329,0.197
"P45","En desacuerdo",0.02,0.003,0.078,0.037
"P45","Muy en desacuerdo",0.023,0.015,0.102,0.015
"P45","No sabe",0.056,0.013,0,0.001
"P46","Si",0.635,0.848,0.394,0.636
"P46","No",0.083,0.088,0.272,0.106
"P46","No sabe",0.282,0.064,0.334,0.258
"P47","Muy buena",0.528,0.293,0.115,0.137
"P47","Buena",0.376,0.179,0.265,0.367
"P47","Ni buena ni mala",0.055,0.246,0.38,0.326
"P47","Mala",0.018,0.23,0.077,0.145
"P47","Muy mala",0.015,0.052,0.163,0.024
"P47","No sabe",0.008,0,0,0.001
"P48","Muy buena",0.522,0.388,0.138,0.834
"P48","Buena",0.228,0.203,0.329,0.116
"P48","Ni buena ni mala",0.163,0.229,0.176,0.024
"P48","Mala",0.072,0.104,0.06,0.015
"P48","Muy mala",0.015,0.076,0.297,0.01
"P48","No sabe",0,0,0,0.001
"P49","Muy buena",0.07,0.066,0.082,0.093
"P49","Buena",0.032,0.022,0.072,0.007
"P49","Ni buena ni mala",0.156,0.085,0.087,0.01
"P49","Mala",0.357,0.254,0.206,0.152
"P49","Muy mala",0.367,0.546,0.553,0.736
"P49","No sabe",0.018,0.027,0,0.002
"P50","Muy buena",0.013,0.023,0.121,0.005
"P50","Buena",0.029,0.094,0.074,0.028
"P50","Ni buena ni mala",0.267,0.253,0.182,0.059
"P50","Mala",0.287,0.298,0.258,0.217
"P50","Muy mala",0.356,0.319,0.365,0.685
"P50","No sabe",0.048,0.013,0,0.006
"P51","Muy buena",0.252,0.393,0.094,0.108
"P51","Buena",0.309,0.455,0.38,0.399
"P51","Ni buena ni mala",0.336,0.117,0.329,0.343
"P51","Mala",0.058,0.028,0.063,0.078
"P51","Muy mala",0.045,0.007,0.125,0.065
"P51","No sabe",0,0,0.009,0.007
"P52","Muy buena",0.018,0.101,0.088,0.014
"P52","Buena",0.058,0.143,0.112,0.039
"P52","Ni buena ni mala",0.25,0.036,0.072,0.019
"P52","Mala",0.202,0.245,0.226,0.099
"P52","Muy mala",0.43,0.457,0.502,0.827
"P52","No sabe",0.042,0.018,0,0.002
"P53","Muy buena",0.003,0.042,0.032,0.003
"P53","Buena",0.046,0.07,0.042,0.005
"P53","Ni buena ni mala",0.342,0.102,0.224,0.044
"P53","Mala",0.13,0.278,0.133,0.128
"P53","Muy mala",0.432,0.495,0.547,0.811
"P53","No sabe",0.047,0.013,0.022,0.009
"P54","Muy buena",0.003,0.055,0.071,0.002
"P54","Buena",0,0.052,0.089,0.004
"P54","Ni buena ni mala",0.298,0.075,0.099,0.015
"P54","Mala",0.204,0.266,0.208,0.149
"P54","Muy mala",0.495,0.539,0.511,0.82
"P54","No sabe",0,0.013,0.022,0.01
"P55","Muy buena",0.24,0.132,0.103,0.132
"P55","Buena",0.34,0.252,0.223,0.497
"P55","Ni buena ni mala",0.344,0.386,0.344,0.248
"P55","Mala",0.041,0.138,0.061,0.057
"P55","Muy mala",0.035,0.092,0.255,0.063
"P55","No sabe",0,0,0.014,0.003
"P56","Muy buena",0.019,0.037,0.052,0.019
"P56","Buena",0.094,0.123,0.146,0.078
"P56","Ni buena ni mala",0.44,0.385,0.396,0.329
"P56","Mala",0.123,0.22,0.171,0.245
"P56","Muy mala",0.174,0.174,0.21,0.275
"P56","No sabe",0.15,0.061,0.025,0.054
"P57","Muy buena",0.006,0.005,0.096,0.004
"P57","Buena",0.028,0.094,0.128,0.009
"P57","Ni buena ni mala",0.416,0.311,0.238,0.13
"P57","Mala",0.124,0.282,0.193,0.188
"P57","Muy mala",0.24,0.222,0.281,0.619
"P57","No sabe",0.186,0.086,0.064,0.05
