"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Muy de acuerdo",0.161,0.168,0.154,0.143,0.154,0.177,0.174,0.185,0.162,0.132,0.176,0.13,0.302,0.047,0.08
"De acuerdo",0.174,0.158,0.189,0.156,0.179,0.176,0.177,0.184,0.154,0.193,0.163,0.196,0.305,0.081,0.172
"Ni de acuerdo ni en desacuerdo",0.266,0.256,0.275,0.238,0.282,0.265,0.26,0.263,0.264,0.271,0.261,0.275,0.236,0.286,0.379
"En desacuerdo",0.128,0.137,0.12,0.125,0.11,0.133,0.167,0.117,0.131,0.138,0.13,0.126,0.059,0.178,0.136
"Muy en desacuerdo",0.242,0.251,0.234,0.305,0.248,0.22,0.193,0.223,0.258,0.24,0.241,0.244,0.078,0.391,0.158
"No sabe",0.029,0.03,0.028,0.033,0.027,0.029,0.029,0.028,0.031,0.026,0.029,0.029,0.02,0.017,0.075
