"var","categoria","Positiva","Neutra","Negativa","No sabe"
"aysa_1","Si",0.814,0.815,0.815,0.849
"aysa_1","No",0.186,0.185,0.185,0.151
"aysa_2","A la empresa Aysa en forma directa",0.775,0.832,0.84,0.863
"aysa_2","Al Country, barrio, consorcio donde vivo y está conectada a la de la empresa Aysa",0.088,0.038,0.039,0
"aysa_2","Es una red desvinculada de la empresa Aysa",0.07,0.088,0.056,0
"aysa_2","No sabe",0.067,0.042,0.065,0.137
"aysa_3","Si desmejoró",0.362,0.283,0.475,0.414
"aysa_3","No desmejoró",0.638,0.717,0.525,0.586
"aysa_4","Color",0.23,0.311,0.266,0
"aysa_4","Olor",0.155,0.142,0.221,1
"aysa_4","Gusto",0.268,0.316,0.342,0
"aysa_4","Presión",0.347,0.231,0.171,0
"aysa_5","No",0.427,0.394,0.336,0.487
"aysa_5","Si. A la empresa AySA en forma directa",0.471,0.526,0.559,0.513
"aysa_5","Si. Al Country, barrio, consorcio donde vivo y está conectada a la de la empresa AySA",0.044,0.025,0.03,0
"aysa_5","Si. Es una red desvinculada de la empresa AySA",0.031,0.022,0.037,0
"aysa_5","No sabe",0.027,0.033,0.038,0
"aysa_6","Si desmejoró",0.345,0.223,0.354,0.283
"aysa_6","No desmejoró",0.655,0.777,0.646,0.717
"aysa_7","Tapa rota",0.58,0.589,0.469,1
"aysa_7","Boca de acceso rota",0.064,0.038,0.111,0
"aysa_7","Filtraciones en el sótano",0.035,0.005,0.048,0
"aysa_7","Olor químico en la cloaca",0.073,0.123,0.148,0
"aysa_7","Taponamiento",0.033,0.127,0.1,0
"aysa_7","Otro",0.215,0.118,0.124,0
