"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Si",0.214,0.229,0.199,0.276,0.211,0.201,0.153,0.243,0.206,0.192,0.18,0.253,0.202,0.218,0.179,0.223,0.218,0.191,0.198,0.198
"No",0.786,0.771,0.801,0.724,0.789,0.799,0.847,0.757,0.794,0.808,0.82,0.747,0.798,0.782,0.821,0.777,0.782,0.809,0.802,0.802
