"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P07","Del Frente de Todos y el peronismo",0.526,0.747,0.417,0.224,0.066,0.182
"P07","De Cambiemos",0.196,0.102,0.261,0.382,0.506,0.328
"P07","De los Liberales libertarios",0.091,0.024,0.078,0.165,0.286,0.254
"P07","De la Izquierda",0.023,0.031,0.027,0.033,0.029,0.011
"P07","Otros",0.08,0.048,0.089,0.09,0.046,0.093
"P07","No sabe",0.084,0.048,0.128,0.106,0.067,0.132
"P08","A Alberto Fernández",0.301,0.134,0.131,0.096,0.069,0.432
"P08","A Sergio Massa",0.245,0.145,0.158,0.188,0.25,0.123
"P08","A algún candidato del peronismo",0.144,0.205,0.275,0.408,0.372,0.37
"P08","A algún candidato del kirchnerismo",0.31,0.516,0.436,0.308,0.309,0.075
"P09","A Alberto Fernández",0.316,0.08,0.091,0.011,0.084,0.432
"P09","A Sergio Massa",0.153,0.101,0.129,0.174,0.137,0.03
"P09","A algún candidato del peronismo",0.107,0.169,0.189,0.347,0.407,0.37
"P09","A Cristina Fernández de Kirchner",0.424,0.65,0.591,0.468,0.372,0.168
"P10","A Horacio Rodriguez Larreta",0.114,0.534,0.301,0.231,0.205,0.305
"P10","A Mauricio Macri",0.408,0.137,0.334,0.316,0.323,0.385
"P10","A Patricia Bullrich",0.213,0.13,0.183,0.36,0.416,0.249
"P10","A Facundo Manes",0.213,0.086,0.12,0.074,0.025,0.051
"P10","A Gerardo Morales",0.052,0.113,0.062,0.019,0.031,0.01
"P11","A Juntos por el Cambio",0.2,0.089,0.181,0.284,0.46,0.317
"P11","Al Frente de Todos",0.328,0.401,0.218,0.113,0.068,0.112
"P11","A Hacemos por Córdoba",0.217,0.343,0.317,0.34,0.176,0.206
"P11","A los liberales libertarios de Milei",0.05,0.045,0.084,0.101,0.174,0.187
"P11","A Encuentro Vecinal Córdoba",0.021,0.013,0.038,0.03,0.034,0.015
"P11","Al Frente de Izquierda",0.098,0.057,0.045,0.058,0.019,0.009
"P11","No sabe",0.086,0.052,0.117,0.074,0.069,0.154
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.635,0.532,0.608,0.549,0.699,0.722
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.255,0.258,0.272,0.337,0.261,0.078
"P12","No sabe",0.11,0.21,0.12,0.114,0.04,0.2
