"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Del Frente de Todos y el peronismo",0.105,0.111,0.426,0.346
"P07","De Cambiemos",0.624,0.403,0.173,0.138
"P07","De los Liberales libertarios",0.188,0.247,0.173,0.201
"P07","De la Izquierda",0.011,0.022,0.044,0.013
"P07","Otros",0.029,0.069,0.091,0.07
"P07","No sabe",0.043,0.148,0.093,0.232
"P08","A Alberto Fernández",0.283,0.236,0.12,0.127
"P08","A Sergio Massa",0.214,0.201,0.162,0.448
"P08","A algún candidato del peronismo",0.272,0.521,0.246,0.231
"P08","A algún candidato del kirchnerismo",0.231,0.042,0.472,0.194
"P09","A Alberto Fernández",0.214,0.227,0.087,0.127
"P09","A Sergio Massa",0.093,0.11,0.122,0.538
"P09","A algún candidato del peronismo",0.278,0.533,0.189,0.141
"P09","A Cristina Fernández de Kirchner",0.415,0.13,0.602,0.194
"P10","A Horacio Rodriguez Larreta",0.171,0.29,0.334,0.078
"P10","A Mauricio Macri",0.406,0.195,0.202,0.245
"P10","A Patricia Bullrich",0.391,0.363,0.293,0.111
"P10","A Facundo Manes",0.021,0.107,0.092,0.428
"P10","A Gerardo Morales",0.011,0.045,0.079,0.138
"P11","A Juntos por el Cambio",0.543,0.332,0.15,0.213
"P11","Al Frente de Todos",0.097,0.072,0.225,0.11
"P11","A Hacemos por Córdoba",0.176,0.239,0.311,0.252
"P11","A los liberales libertarios de Milei",0.113,0.191,0.117,0.072
"P11","A Encuentro Vecinal Córdoba",0.013,0.028,0.042,0.051
"P11","Al Frente de Izquierda",0.017,0.023,0.06,0.081
"P11","No sabe",0.041,0.115,0.095,0.221
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.701,0.526,0.651,0.103
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.255,0.337,0.236,0.794
"P12","No sabe",0.044,0.137,0.113,0.103
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.588,0.431,0.172,0.108
"P13","A Martín Llaryora por Hacemos por Córdoba",0.214,0.217,0.379,0.646
"P13","Al candidato del Frente de Todos",0.041,0.049,0.189,0.019
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.08,0.13,0.094,0.072
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.015,0.042,0.03,0
"P13","Al candidato del Frente de Izquierda",0.006,0.008,0.047,0.013
"P13","Votaría en blanco",0.023,0.018,0.037,0.089
"P13","No sabe",0.033,0.105,0.052,0.053
"P15","A Luis Juez por Juntos por el Cambio",0.558,0.373,0.166,0.333
"P15","A Martín Llaryora por Hacemos por Córdoba",0.238,0.33,0.396,0.378
"P15","Al candidato del Frente de Todos",0.038,0.03,0.184,0.076
"P15","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.09,0.147,0.094,0.072
"P15","A Aurelio García Elorrio por Encuentro Vecinal Córdoba",0.023,0.041,0.028,0
"P15","Al candidato del Frente de Izquierda",0.006,0.007,0.053,0.013
"P15","Votaría en blanco",0.014,0.009,0.028,0.032
"P15","No sabe",0.033,0.063,0.051,0.096
"P17","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.596,0.491,0.199,0.125
"P17","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.201,0.224,0.34,0.515
"P17","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.033,0.022,0.188,0.128
"P17","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.093,0.126,0.091,0.044
