"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Del Frente de Todos y el peronismo",0.079,0.19,0.499,0.317
"P07","De Cambiemos",0.613,0.288,0.142,0.203
"P07","De los Liberales libertarios",0.192,0.289,0.134,0.156
"P07","De la Izquierda",0.018,0.011,0.05,0.007
"P07","Otros",0.032,0.095,0.084,0.087
"P07","No sabe",0.066,0.127,0.091,0.23
"P08","A Alberto Fernández",0.249,0.234,0.108,0.242
"P08","A Sergio Massa",0.244,0.189,0.177,0.312
"P08","A algún candidato del peronismo",0.445,0.313,0.225,0.191
"P08","A algún candidato del kirchnerismo",0.062,0.264,0.49,0.255
"P09","A Alberto Fernández",0.282,0.199,0.067,0
"P09","A Sergio Massa",0.134,0.174,0.104,0.469
"P09","A algún candidato del peronismo",0.432,0.286,0.178,0.212
"P09","A Cristina Fernández de Kirchner",0.152,0.341,0.651,0.319
"P10","A Horacio Rodriguez Larreta",0.206,0.365,0.216,0.276
"P10","A Mauricio Macri",0.335,0.284,0.276,0.319
"P10","A Patricia Bullrich",0.403,0.244,0.289,0.074
"P10","A Facundo Manes",0.032,0.089,0.131,0.101
"P10","A Gerardo Morales",0.024,0.018,0.088,0.23
"P11","A Juntos por el Cambio",0.551,0.268,0.079,0.324
"P11","Al Frente de Todos",0.067,0.099,0.291,0.047
"P11","A Hacemos por Córdoba",0.164,0.283,0.336,0.205
"P11","A los liberales libertarios de Milei",0.113,0.185,0.105,0.116
"P11","A Encuentro Vecinal Córdoba",0.016,0.045,0.036,0.036
"P11","Al Frente de Izquierda",0.023,0.027,0.063,0.126
"P11","No sabe",0.066,0.093,0.09,0.146
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.618,0.806,0.704,0.644
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.349,0.051,0.011,0.219
"P12","No sabe",0.033,0.143,0.285,0.137
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.626,0.308,0.094,0.139
"P13","A Martín Llaryora por Hacemos por Córdoba",0.146,0.345,0.454,0.403
"P13","Al candidato del Frente de Todos",0.029,0.054,0.237,0.009
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.072,0.152,0.081,0.164
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.023,0.034,0.025,0
"P13","Al candidato del Frente de Izquierda",0.009,0.014,0.05,0.007
"P13","Votaría en blanco",0.034,0.033,0.023,0.086
"P13","No sabe",0.061,0.06,0.036,0.192
"P15","A Luis Juez por Juntos por el Cambio",0.639,0.25,0.053,0.225
"P15","A Martín Llaryora por Hacemos por Córdoba",0.211,0.359,0.452,0.381
"P15","Al candidato del Frente de Todos",0.015,0.047,0.241,0.04
"P15","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.069,0.167,0.094,0.109
"P15","A Aurelio García Elorrio por Encuentro Vecinal Córdoba",0.019,0.046,0.029,0
"P15","Al candidato del Frente de Izquierda",0.011,0.014,0.059,0.007
"P15","Votaría en blanco",0.006,0.047,0.025,0.018
"P15","No sabe",0.03,0.07,0.047,0.22
"P17","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.727,0.286,0.056,0.133
"P17","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.144,0.32,0.401,0.379
"P17","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.009,0.053,0.246,0.016
"P17","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.065,0.162,0.092,0.142
"P17","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.015,0.038,0.031,0
"P17","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.01,0.009,0.065,0.007
"P17","Votaría en blanco",0.007,0.035,0.035,0.05
"P17","No sabe",0.023,0.097,0.074,0.273
"P18","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.654,0.318,0.07,0.127
"P18","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.142,0.344,0.411,0.402
"P18","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.015,0.046,0.255,0.016
"P18","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.088,0.139,0.086,0.142
"P18","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.016,0.04,0.031,0
"P18","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.012,0.024,0.059,0.007
"P18","Votaría en blanco",0.027,0.038,0.026,0.079
"P18","No sabe",0.046,0.051,0.062,0.227
"P19","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.727,0.256,0.039,0.129
"P19","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdoba",0.125,0.34,0.432,0.365
"P19","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.013,0.04,0.244,0.048
"P19","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.073,0.194,0.095,0.147
"P19","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.012,0.032,0.033,0
"P19","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.008,0.008,0.062,0.007
"P19","Votaría en blanco",0.016,0.055,0.039,0.032
"P19","No sabe",0.026,0.075,0.056,0.272
