"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Del Frente de Todos y el peronismo",0.582,0.435,0.093,0.107
"P07","De Cambiemos",0.233,0.228,0.476,0.257
"P07","De los Liberales libertarios",0.045,0.082,0.278,0.191
"P07","De la Izquierda",0.015,0.031,0.03,0.006
"P07","Otros",0.069,0.089,0.053,0.144
"P07","No sabe",0.056,0.135,0.07,0.295
"P08","A Alberto Fernández",0.185,0.112,0.145,0.369
"P08","A Sergio Massa",0.222,0.089,0.179,0
"P08","A algún candidato del peronismo",0.247,0.299,0.256,0.484
"P08","A algún candidato del kirchnerismo",0.346,0.5,0.42,0.147
"P09","A Alberto Fernández",0.147,0.06,0.115,0.239
"P09","A Sergio Massa",0.174,0.073,0.083,0
"P09","A algún candidato del peronismo",0.175,0.258,0.279,0.246
"P09","A Cristina Fernández de Kirchner",0.504,0.609,0.523,0.515
"P10","A Horacio Rodriguez Larreta",0.368,0.231,0.194,0.651
"P10","A Mauricio Macri",0.25,0.371,0.333,0.131
"P10","A Patricia Bullrich",0.251,0.228,0.408,0.091
"P10","A Facundo Manes",0.048,0.095,0.046,0.127
"P10","A Gerardo Morales",0.083,0.075,0.019,0
"P11","A Juntos por el Cambio",0.163,0.192,0.423,0.312
"P11","Al Frente de Todos",0.303,0.221,0.078,0.07
"P11","A Hacemos por Córdoba",0.348,0.347,0.188,0.187
"P11","A los liberales libertarios de Milei",0.045,0.058,0.176,0.168
"P11","A Encuentro Vecinal Córdoba",0.033,0.029,0.029,0
"P11","Al Frente de Izquierda",0.035,0.055,0.036,0.022
"P11","No sabe",0.073,0.098,0.07,0.241
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.612,0.689,0.661,0.58
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.249,0.174,0.282,0.367
"P12","No sabe",0.139,0.137,0.057,0.053
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.179,0.2,0.483,0.337
"P13","A Martín Llaryora por Hacemos por Córdoba",0.477,0.409,0.193,0.386
"P13","Al candidato del Frente de Todos",0.237,0.197,0.042,0.036
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.018,0.059,0.132,0.119
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.017,0.01,0.034,0
"P13","Al candidato del Frente de Izquierda",0.025,0.037,0.023,0.016
"P13","Votaría en blanco",0.005,0.03,0.037,0.05
"P13","No sabe",0.042,0.058,0.056,0.056
"P15","A Luis Juez por Juntos por el Cambio",0.207,0.177,0.447,0.291
"P15","A Martín Llaryora por Hacemos por Córdoba",0.445,0.435,0.248,0.448
"P15","Al candidato del Frente de Todos",0.238,0.174,0.038,0.025
"P15","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.02,0.07,0.139,0.119
"P15","A Aurelio García Elorrio por Encuentro Vecinal Córdoba",0.013,0.018,0.036,0
"P15","Al candidato del Frente de Izquierda",0.032,0.046,0.023,0.006
"P15","Votaría en blanco",0.008,0.023,0.024,0.016
"P15","No sabe",0.037,0.057,0.045,0.095
"P17","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.19,0.214,0.512,0.401
"P17","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.411,0.398,0.185,0.342
"P17","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.24,0.177,0.038,0.053
"P17","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.031,0.072,0.129,0.099
"P17","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.032,0.006,0.03,0
"P17","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.028,0.04,0.025,0.006
"P17","Votaría en blanco",0.018,0.018,0.023,0.016
"P17","No sabe",0.05,0.075,0.058,0.083
"P18","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.191,0.213,0.483,0.436
"P18","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.431,0.408,0.184,0.296
"P18","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.259,0.166,0.042,0.053
"P18","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.033,0.07,0.134,0.099
"P18","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.019,0.007,0.035,0
"P18","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.017,0.049,0.031,0.007
"P18","Votaría en blanco",0.01,0.022,0.034,0.052
"P18","No sabe",0.04,0.065,0.057,0.057
"P19","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.203,0.187,0.499,0.428
"P19","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdoba",0.464,0.404,0.174,0.272
"P19","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.224,0.176,0.043,0.053
"P19","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.023,0.074,0.147,0.085
"P19","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.019,0.019,0.027,0
"P19","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.021,0.031,0.028,0.006
"P19","Votaría en blanco",0.018,0.041,0.032,0.039
"P19","No sabe",0.028,0.068,0.05,0.117
"P20","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.217,0.201,0.482,0.326
"P20","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdo-ba",0.467,0.421,0.178,0.377
"P20","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.211,0.155,0.038,0.053
"P20","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.024,0.086,0.146,0.112
"P20","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.019,0.009,0.031,0.007
"P20","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.011,0.037,0.025,0
"P20","Votaría en blanco",0.016,0.029,0.039,0.045
"P20","No sabe",0.035,0.062,0.061,0.08
"P21","Lo votaría",0.231,0.194,0.396,0.258
"P21","Puede que lo vote",0.158,0.265,0.268,0.389
"P21","Nunca lo votaría",0.605,0.541,0.336,0.286
"P21","No sabe",0.006,0,0,0.067
"P22","Lo votaría",0.46,0.361,0.217,0.354
"P22","Puede que lo vote",0.223,0.269,0.187,0.322
"P22","Nunca lo votaría",0.311,0.37,0.596,0.257
"P22","No sabe",0.006,0,0,0.067
"P23","Lo votaría",0.205,0.182,0.374,0.376
"P23","Puede que lo vote",0.146,0.173,0.226,0.196
"P23","Nunca lo votaría",0.643,0.645,0.4,0.317
"P23","No sabe",0.006,0,0,0.111
"P24","Lo votaría",0.193,0.146,0.084,0.232
"P24","Puede que lo vote",0.241,0.276,0.124,0.031
"P24","Nunca lo votaría",0.56,0.578,0.791,0.595
"P24","No sabe",0.006,0,0.001,0.142
"P25","Positiva",0.29,0.268,0.527,0.344
"P25","Neutra",0.326,0.389,0.286,0.299
"P25","Negativa",0.349,0.299,0.161,0.034
"P25","No sabe",0.035,0.044,0.026,0.323
"P26","Positiva",0.288,0.269,0.527,0.384
"P26","Neutra",0.156,0.213,0.185,0.253
"P26","Negativa",0.54,0.504,0.275,0.171
"P26","No sabe",0.016,0.014,0.013,0.192
"P27","Positiva",0.603,0.488,0.314,0.435
"P27","Neutra",0.228,0.289,0.278,0.156
"P27","Negativa",0.155,0.204,0.395,0.218
"P27","No sabe",0.014,0.019,0.013,0.191
"P28","Positiva",0.266,0.198,0.265,0.07
"P28","Neutra",0.373,0.497,0.346,0.073
"P28","Negativa",0.245,0.187,0.24,0.278
"P28","No sabe",0.116,0.118,0.149,0.579
"P29","Positiva",0.516,0.189,0.048,0.126
"P29","Neutra",0.206,0.364,0.08,0.194
"P29","Negativa",0.258,0.415,0.836,0.318
"P29","No sabe",0.02,0.032,0.036,0.362
"P30","Positiva",0.56,0.382,0.071,0.22
"P30","Neutra",0.101,0.182,0.029,0.119
"P30","Negativa",0.319,0.43,0.894,0.465
"P30","No sabe",0.02,0.006,0.006,0.196
"P31","Positiva",0.262,0.212,0.463,0.114
"P31","Neutra",0.071,0.173,0.167,0.243
"P31","Negativa",0.649,0.612,0.368,0.397
"P31","No sabe",0.018,0.003,0.002,0.246
"P32","Positiva",0.358,0.196,0.357,0.242
"P32","Neutra",0.142,0.362,0.262,0.146
"P32","Negativa",0.483,0.423,0.37,0.063
"P32","No sabe",0.017,0.019,0.011,0.549
"P34","Positiva",0.352,0.199,0.535,0.209
"P34","Neutra",0.11,0.346,0.106,0.082
"P34","Negativa",0.533,0.45,0.355,0.184
"P34","No sabe",0.005,0.005,0.004,0.525
"P35","Positiva",0.541,0.461,0.383,0.398
"P35","Neutra",0.175,0.271,0.22,0.116
