"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.339,0.174,0.1,0.143,0.102
"P06","Casi siempre",0.355,0.466,0.229,0.149,0.158
"P06","Casi nunca",0.205,0.252,0.417,0.248,0.218
"P06","Nunca, pero esta es una excepción",0.101,0.108,0.254,0.46,0.522
"P08","Unión por la Patria y el peronismo",0.37,0.248,0.169,0.161,0.207
"P08","Juntos por el Cambio",0.307,0.356,0.292,0.096,0.12
"P08","De los Liberales libertarios",0.172,0.197,0.158,0.182,0.063
"P08","De la Izquierda",0.049,0.018,0.072,0.056,0
"P08","No sabe",0.102,0.181,0.309,0.505,0.61
"P09","A Sergio Massa",0.301,0.287,0.376,0.342,0.276
"P09","A Daniel Scioli",0.048,0.055,0.232,0.125,0
"P09","A algún candidato del peronismo",0.197,0.173,0.16,0.207,0.464
"P09","Wado de Pedro",0.454,0.485,0.232,0.326,0.26
"P10","A Horacio Rodriguez Larreta",0.177,0.13,0.267,0.228,0.099
"P10","A Patricia Bullrich",0.726,0.772,0.446,0.557,0.036
"P10","A Facundo Manes",0.05,0.033,0.157,0.009,0.785
"P10","A Gerardo Morales",0.047,0.065,0.13,0.206,0.08
"P11","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.279,0.178,0.138,0.094,0.32
"P11","A Leonardo Grosso a intendente por Unión por la Patria",0.069,0.049,0.027,0.068,0.031
"P11","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Santiago López Medrano a intendente por Juntos por el Cambio",0.246,0.303,0.209,0.101,0.065
"P11","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.093,0.099,0.129,0.081,0.031
"P11","Javier Milei a presidente, Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.171,0.223,0.229,0.209,0.038
"P11","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.036,0.008,0.016,0.051,0.098
"P11","En blanco",0.013,0.034,0.081,0.083,0.008
"P11","No sabe",0.093,0.106,0.171,0.313,0.409
