"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.319,0.317,0.322,0.132,0.333,0.346,0.412,0.237,0.335,0.377,0.646,0.05,0.138
"Diego Santilli a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.364,0.363,0.364,0.349,0.297,0.441,0.404,0.377,0.346,0.379,0.188,0.628,0.383
"Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.201,0.223,0.179,0.273,0.295,0.118,0.072,0.205,0.219,0.166,0.094,0.224,0.374
"A los candidatos a gobernador y a intendente del Frente de Izquierda",0.023,0.009,0.037,0.056,0.009,0.022,0.024,0.039,0.013,0.024,0.009,0.023,0.025
"No sabe",0.093,0.088,0.098,0.19,0.066,0.073,0.088,0.142,0.087,0.054,0.063,0.075,0.08
