"var","categoria","Si","No"
"P13","En blanco",0.012,0.023
"P13","No sabe",0.038,0.057
"P15","Wado de Pedro a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.282,0.27
"P15","A Leonardo Grosso a intendente por Unión por la Patria",0.044,0.059
"P15","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Santiago López Medrano a intendente por Juntos por el Cambio",0.38,0.274
"P15","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.051,0.091
"P15","Javier Milei a presidente, Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.191,0.226
"P15","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.005,0.02
"P15","En blanco",0.014,0.021
"P15","No sabe",0.033,0.039
"P17","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.254,0.261
"P17","Daniel Scioli a presidente, Victoria Tolosa Paz gobernadora y  Leonardo Grosso a intendente por Unión por la Patria",0.094,0.044
"P17","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Santiago López Medrano a intendente por Juntos por el Cambio",0.321,0.267
"P17","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.045,0.099
"P17","Javier Milei a presidente, Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.202,0.238
"P17","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.019,0.014
"P17","En blanco",0.024,0.018
"P17","No sabe",0.041,0.059
"P19","Axel Kicillof a presidente, Sergio Massa a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.333,0.267
"P19","Daniel Scioli a presidente, Victoria Tolosa Paz gobernadora y  Leonardo Grosso a intendente por Unión por la Patria",0.031,0.036
"P19","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Santiago López Medrano a intendente por Juntos por el Cambio",0.298,0.267
"P19","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.059,0.119
"P19","Javier Milei a presidente, Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.198,0.23
"P19","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.013,0.019
"P19","En blanco",0.025,0.023
"P19","No sabe",0.043,0.039
"P21","Wado de Pedro a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.287,0.28
"P21","Daniel Scioli a presidente, Victoria Tolosa Paz gobernadora y  Leonardo Grosso a intendente por Unión por la Patria",0.103,0.041
"P21","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Santiago López Medrano a intendente por Juntos por el Cambio",0.302,0.284
"P21","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.051,0.11
"P21","Javier Milei a presidente, Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.196,0.224
"P21","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.005,0.003
"P21","En blanco",0.02,0.029
"P21","No sabe",0.036,0.029
"P22","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.31,0.252
"P22","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Santiago López Medrano a intendente por Juntos por el Cambio",0.398,0.362
"P22","Javier Milei a presidente, Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.209,0.232
"P22","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.015,0.024
"P22","En blanco",0.03,0.065
"P22","No sabe",0.038,0.065
"P23","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.299,0.3
"P23","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.31,0.325
"P23","Javier Milei a presidente, Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.252,0.225
"P23","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.021,0.009
"P23","En blanco",0.037,0.066
"P23","No sabe",0.081,0.075
"P24","Axel Kicillof a presidente, Sergio Massa gobernador y Fernando Moreira a intendente por Unión por la Patria",0.365,0.283
"P24","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Santiago López Medrano a intendente por Juntos por el Cambio",0.34,0.367
"P24","Javier Milei a presidente, Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.207,0.205
"P24","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.029,0.011
"P24","En blanco",0.017,0.073
"P24","No sabe",0.042,0.061
"P25","Axel Kicillof a presidente, Sergio Massa gobernador y Fernando Moreira a intendente por Unión por la Patria",0.367,0.275
"P25","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.291,0.295
"P25","Javier Milei a presidente, Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.232,0.241
"P25","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.008,0.018
"P25","En blanco",0.035,0.094
"P25","No sabe",0.067,0.077
"P26","Wado de Pedro a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.325,0.279
"P26","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Santiago López Medrano a intendente por Juntos por el Cambio",0.426,0.332
"P26","Javier Milei a presidente, Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.192,0.237
"P26","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.009,0.013
"P26","En blanco",0.02,0.074
"P26","No sabe",0.028,0.065
"P27","Wado de Pedro a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.326,0.281
"P27","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.309,0.309
"P27","Javier Milei a presidente, Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.248,0.219
"P27","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.01,0.018
"P27","En blanco",0.031,0.101
"P27","No sabe",0.076,0.072
"P28","Sergio Massa a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.343,0.291
"P28","Néstor Grindetti a gobernador y Santiago López Medrano a intendente por Juntos por el Cambio",0.36,0.361
"P28","Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.175,0.176
"P28","A los candidatos a gobernador y a intendente del Frente de Izquierda",0.029,0.015
"P28","No sabe",0.093,0.157
"P29","Sergio Massa a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.34,0.28
"P29","Diego Santilli a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.375,0.387
"P29","Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.164,0.167
"P29","A los candidatos a gobernador y a intendente del Frente de Izquierda",0.027,0.026
"P29","No sabe",0.094,0.14
"P30","Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.333,0.286
"P30","Néstor Grindetti a gobernador y Santiago López Medrano a intendente por Juntos por el Cambio",0.413,0.368
"P30","Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.181,0.189
"P30","A los candidatos a gobernador y a intendente del Frente de Izquierda",0.014,0.022
"P30","No sabe",0.059,0.135
"P31","Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.339,0.307
"P31","Diego Santilli a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.392,0.354
"P31","Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.197,0.201
"P31","A los candidatos a gobernador y a intendente del Frente de Izquierda",0.006,0.038
"P31","No sabe",0.066,0.1
"P32","Lo votaría",0.25,0.274
"P32","Puede que lo vote",0.23,0.236
"P32","Nunca lo votaría",0.431,0.307
"P32","No sabe",0.089,0.183
"P33","Lo votaría",0.115,0.155
"P33","Puede que lo vote",0.275,0.243
"P33","Nunca lo votaría",0.462,0.413
"P33","No sabe",0.148,0.189
"P34","Lo votaría",0.216,0.165
"P34","Puede que lo vote",0.314,0.238
"P34","Nunca lo votaría",0.324,0.381
"P34","No sabe",0.146,0.216
"P35","Lo votaría",0.262,0.252
"P35","Puede que lo vote",0.269,0.251
"P35","Nunca lo votaría",0.366,0.375
"P35","No sabe",0.103,0.122
"P36","Lo votaría",0.295,0.292
"P36","Puede que lo vote",0.196,0.162
"P36","Nunca lo votaría",0.477,0.49
"P36","No sabe",0.032,0.056
"P37","La votaría",0.093,0.125
"P37","Puede que la vote",0.385,0.232
"P37","Nunca la votaría",0.484,0.526
"P37","No sabe",0.038,0.117
"P38","Lo votaría",0.226,0.196
"P38","Puede que lo vote",0.289,0.231
"P38","Nunca lo votaría",0.386,0.425
"P38","No sabe",0.099,0.148
"P39","Lo votaría",0.313,0.297
"P39","Puede que lo vote",0.257,0.244
"P39","Nunca lo votaría",0.378,0.372
"P39","No sabe",0.052,0.087
"P40","Lo votaría",0.15,0.19
"P40","Puede que lo vote",0.288,0.285
"P40","Nunca lo votaría",0.457,0.375
"P40","No sabe",0.105,0.15
"P41","Lo votaría",0.218,0.163
"P41","Puede que lo vote",0.258,0.325
"P41","Nunca lo votaría",0.493,0.463
"P41","No sabe",0.031,0.049
"P42","Lo votaría",0.274,0.212
"P42","Puede que lo vote",0.214,0.256
"P42","Nunca lo votaría",0.484,0.476
"P42","No sabe",0.028,0.056
"P43","Lo votaría",0.144,0.122
"P43","Puede que lo vote",0.378,0.296
"P43","Nunca lo votaría",0.446,0.496
"P43","No sabe",0.032,0.086
"P44","La votaría",0.333,0.339
"P44","Puede que la vote",0.3,0.3
"P44","Nunca la votaría",0.336,0.294
"P44","No sabe",0.031,0.067
"P45","Lo votaría",0.205,0.255
"P45","Puede que lo vote",0.316,0.309
"P45","Nunca lo votaría",0.438,0.383
"P45","No sabe",0.041,0.053
"P46","Lo votaría",0.252,0.255
"P46","Puede que lo vote",0.218,0.297
"P46","Nunca lo votaría",0.485,0.383
"P46","No sabe",0.045,0.065
