"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.435,0.41,0.481,0.583
"P05","Bastante",0.406,0.293,0.367,0.234
"P05","Poco",0.135,0.237,0.106,0.106
"P05","Nada",0.024,0.06,0.043,0.023
"P05","No sabe",0,0,0.003,0.054
"P06","Siempre",0.34,0.264,0.292,0.279
"P06","Casi siempre",0.401,0.422,0.41,0.148
"P06","Casi nunca",0.236,0.229,0.158,0.376
"P06","Nunca, pero esta es una excepción",0.023,0.085,0.14,0.197
"P08","Unión por la Patria y el peronismo",0.03,0.267,0.553,0.206
"P08","Juntos por el Cambio",0.816,0.356,0.17,0.098
"P08","De los Liberales libertarios",0.098,0.221,0.206,0.459
"P08","De la Izquierda",0.013,0.036,0.02,0.007
"P08","No sabe",0.043,0.12,0.051,0.23
"P09","A Sergio Massa",0.759,0.35,0.277,0.523
"P09","A Daniel Scioli",0,0.148,0.091,0
"P09","A algún candidato del peronismo",0.176,0.14,0.091,0.187
"P09","Wado de Pedro",0.065,0.362,0.541,0.29
"P10","A Horacio Rodriguez Larreta",0.192,0.029,0.077,0.231
"P10","A Patricia Bullrich",0.743,0.857,0.783,0.769
"P10","A Facundo Manes",0.02,0.02,0.129,0
"P10","A Gerardo Morales",0.045,0.094,0.011,0
"P11","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.024,0.171,0.41,0.271
"P11","A Leonardo Grosso a intendente por Unión por la Patria",0.01,0.057,0.079,0.027
"P11","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Santiago López Medrano a intendente por Juntos por el Cambio",0.669,0.296,0.163,0.129
"P11","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.181,0.103,0.037,0.024
"P11","Javier Milei a presidente, Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.075,0.273,0.229,0.333
"P11","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.005,0.013,0.02,0
"P11","En blanco",0.007,0.037,0.021,0
"P11","No sabe",0.029,0.05,0.041,0.216
"P13","Axel Kicillof a presidente, Sergio Massa a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.078,0.223,0.508,0.132
"P13","A Leonardo Grosso a intendente por Unión por la Patria",0.021,0.056,0.058,0.008
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Santiago López Medrano a intendente por Juntos por el Cambio",0.573,0.338,0.123,0.129
"P13","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.229,0.047,0.014,0.05
"P13","Javier Milei a presidente, Guillermo Britos a gobernador y su candidato a intendente por la Libertad Avanza",0.086,0.25,0.212,0.465
"P13","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.011,0.012,0.02,0
"P13","En blanco",0,0.016,0.021,0.054
"P13","No sabe",0.002,0.058,0.044,0.162
"P15","Wado de Pedro a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.116,0.17,0.463,0.127
"P15","A Leonardo Grosso a intendente por Unión por la Patria",0.027,0.046,0.071,0
