"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Mucho",0.327,0.35,0.305,0.284,0.345,0.341,0.331,0.261,0.288,0.458,0.391,0.358,0.239,0.343,0.252,0.332,0.344
"Bastante",0.311,0.312,0.31,0.315,0.292,0.329,0.326,0.255,0.327,0.354,0.325,0.336,0.319,0.264,0.236,0.321,0.381
"Poco",0.249,0.24,0.258,0.257,0.257,0.238,0.235,0.313,0.275,0.139,0.208,0.241,0.369,0.268,0.346,0.231,0.196
"Nada",0.087,0.078,0.096,0.114,0.079,0.072,0.084,0.127,0.089,0.039,0.057,0.053,0.057,0.102,0.112,0.064,0.068
"No sabe",0.026,0.02,0.031,0.03,0.027,0.02,0.024,0.044,0.021,0.01,0.019,0.012,0.016,0.023,0.054,0.052,0.011
