"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.295,0.285,0.305,0.206,0.332,0.332,0.28,0.294,0.28,0.314,0.619,0.053,0.182,0.242,0.285,0.36,0.334
"Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.281,0.257,0.303,0.21,0.22,0.33,0.449,0.269,0.277,0.296,0.095,0.496,0.334,0.274,0.26,0.245,0.299
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.258,0.319,0.2,0.418,0.287,0.167,0.1,0.266,0.28,0.224,0.145,0.315,0.221,0.296,0.304,0.198,0.217
"Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.025,0.025,0.025,0.03,0.036,0.012,0.01,0.016,0.017,0.043,0.031,0.007,0.027,0.027,0.021,0.034,0.023
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.032,0.022,0.041,0.039,0.032,0.029,0.026,0.036,0.031,0.03,0.027,0.024,0.094,0.058,0.019,0.028,0.016
"Otros",0.039,0.038,0.041,0.037,0.03,0.049,0.05,0.039,0.042,0.037,0.035,0.035,0.077,0.036,0.044,0.054,0.038
"En blanco",0.03,0.024,0.036,0.041,0.019,0.036,0.035,0.028,0.031,0.031,0.019,0.028,0.028,0.036,0.039,0.008,0.026
"No sabe",0.04,0.03,0.049,0.019,0.044,0.045,0.05,0.052,0.042,0.025,0.029,0.042,0.037,0.031,0.028,0.073,0.047
