"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"P05","Mucho",0.397,0.22,0.163
"P05","Bastante",0.333,0.356,0.171
"P05","Poco",0.209,0.276,0.374
"P05","Nada",0.049,0.127,0.266
"P05","No sabe",0.012,0.021,0.026
"P06","Siempre",0.262,0.164,0.172
"P06","Casi siempre",0.408,0.333,0.245
"P06","Casi nunca",0.235,0.381,0.274
"P06","Nunca, pero esta es una excepción",0.095,0.122,0.309
"P08","Unión por la Patria",0.299,0.143,0.141
"P08","Juntos por el Cambio",0.364,0.297,0.238
"P08","Liberales",0.164,0.124,0.153
"P08","Izquierda",0.026,0.087,0.03
"P08","Otro",0.051,0.081,0.103
"P08","No sabe",0.096,0.268,0.335
"P09","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.246,0.137,0.165
"P09","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.069,0.089,0.072
"P09","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.27,0.191,0.144
"P09","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.097,0.119,0.065
"P09","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.204,0.185,0.239
"P09","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.018,0.029,0.04
"P09","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.023,0.056,0.013
"P09","Otros",0.024,0.044,0.061
"P09","En blanco",0.016,0.047,0.104
"P09","No sabe",0.033,0.103,0.097
"P18","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.219,0.212,0.066
"P18","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.095,0.061,0.065
"P18","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.255,0.201,0.169
"P18","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.134,0.124,0.182
"P18","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.169,0.149,0.15
"P18","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.02,0.031,0.014
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.024,0.062,0.014
"P18","Otros",0.024,0.032,0.036
"P18","En blanco",0.023,0.038,0.153
"P18","No sabe",0.037,0.09,0.151
"P25","Totalmente seguro",0.673,0.245,0.18
"P25","Bastante seguro",0.153,0.341,0.065
"P25","Algo seguro",0.095,0.168,0.365
"P25","Para nada seguro",0.079,0.246,0.39
"P27","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.297,0.212,0.13
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.332,0.255,0.202
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.218,0.22,0.292
"P27","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.031,0.049,0.029
"P27","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.032,0.063,0.069
"P27","Otros",0.038,0.046,0.041
"P27","En blanco",0.017,0.051,0.118
"P27","No sabe",0.035,0.104,0.119
"P28","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.304,0.246,0.144
"P28","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.286,0.233,0.225
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.259,0.241,0.285
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.024,0.037,0.037
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.03,0.054,0.029
"P28","Otros",0.038,0.054,0.052
"P28","En blanco",0.026,0.045,0.109
"P28","No sabe",0.033,0.09,0.119
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.357,0.266,0.247
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.471,0.469,0.446
"P33","En blanco",0.107,0.155,0.155
"P33","No sabe",0.065,0.11,0.152
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.396,0.327,0.238
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.252,0.252,0.318
"P34","En blanco",0.255,0.242,0.236
"P34","No sabe",0.097,0.179,0.208
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.346,0.311,0.187
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.395,0.324,0.364
"P35","En blanco",0.164,0.199,0.264
"P35","No sabe",0.095,0.166,0.185
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.336,0.286,0.383
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.282,0.308,0.17
"P36","En blanco",0.263,0.252,0.197
"P36","No sabe",0.119,0.154,0.25
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.365,0.282,0.268
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.375,0.327,0.285
"P37","En blanco",0.141,0.214,0.223
"P37","No sabe",0.119,0.177,0.224
"P38","Lo votaría",0.321,0.222,0.242
"P38","Puede que lo vote",0.108,0.234,0.079
"P38","Nunca lo votaría",0.538,0.46,0.491
"P38","No sabe",0.033,0.084,0.188
"P39","Lo votaría",0.202,0.16,0.14
"P39","Puede que lo vote",0.114,0.196,0.143
"P39","Nunca lo votaría",0.633,0.542,0.669
"P39","No sabe",0.051,0.102,0.048
"P40","Lo votaría",0.379,0.285,0.166
"P40","Puede que lo vote",0.147,0.251,0.251
"P40","Nunca lo votaría",0.435,0.404,0.538
"P40","No sabe",0.039,0.06,0.045
"P41","Lo votaría",0.28,0.232,0.258
"P41","Puede que lo vote",0.198,0.278,0.275
"P41","Nunca lo votaría",0.475,0.395,0.377
"P41","No sabe",0.047,0.095,0.09
"P42","Lo votaría",0.273,0.235,0.233
"P42","Puede que lo vote",0.165,0.212,0.186
"P42","Nunca lo votaría",0.523,0.503,0.546
"P42","No sabe",0.039,0.05,0.035
"P43","Lo votaría",0.083,0.076,0.117
"P43","Puede que lo vote",0.163,0.212,0.14
"P43","Nunca lo votaría",0.707,0.586,0.729
"P43","No sabe",0.047,0.126,0.014
"P44","Lo votaría",0.056,0.083,0.098
"P44","Puede que lo vote",0.168,0.148,0.192
"P44","Nunca lo votaría",0.715,0.627,0.646
"P44","No sabe",0.061,0.142,0.064
"P52","Si",0.52,0.355,0.486
"P52","No",0.48,0.645,0.514
