"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Siempre",0.231,0.235,0.227,0.197,0.232,0.24,0.268,0.277,0.2,0.224,0.241,0.286,0.104,0.233,0.229,0.282,0.223
"Casi siempre",0.359,0.362,0.356,0.235,0.348,0.46,0.433,0.327,0.346,0.41,0.428,0.383,0.208,0.342,0.318,0.314,0.395
"Casi nunca",0.276,0.276,0.277,0.347,0.294,0.224,0.2,0.241,0.305,0.275,0.228,0.232,0.632,0.284,0.324,0.248,0.255
"Nunca, pero esta es una excepción",0.134,0.127,0.14,0.221,0.126,0.076,0.099,0.155,0.149,0.091,0.103,0.099,0.056,0.141,0.129,0.156,0.127
