"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P04","Tengo trabajo estable",0.41,0.458,0.486,0.171
"P04","Realizo changas o trabajos de vez en cuando",0.24,0.221,0.175,0.476
"P04","No tengo trabajo",0.17,0.135,0.158,0.122
"P04","Soy jubilado o pensionado",0.18,0.186,0.181,0.231
"P05","1",0.241,0.194,0.361,0.205
"P05","2",0.107,0.091,0.077,0.123
"P05","3",0.06,0.048,0.076,0.052
"P05","4",0.067,0.083,0.101,0.014
"P05","5",0.157,0.16,0.203,0.169
"P05","6",0.062,0.061,0.032,0.123
"P05","7",0.103,0.124,0.045,0.011
"P05","8",0.081,0.065,0.034,0
"P05","9",0.122,0.174,0.071,0.303
"P06","1",0.322,0.338,0.162,0.196
"P06","2",0.096,0.086,0.034,0
"P06","3",0.067,0.081,0.04,0.033
"P06","4",0.046,0.087,0.044,0.01
"P06","5",0.147,0.191,0.204,0.24
"P06","6",0.046,0.022,0.061,0.085
"P06","7",0.051,0.056,0.095,0
"P06","8",0.037,0.021,0.083,0.027
"P06","9",0.188,0.118,0.277,0.409
"P07","1",0.46,0.517,0.25,0.204
"P07","2",0.036,0.031,0.034,0
"P07","3",0.036,0.037,0.039,0.028
"P07","4",0.026,0.025,0.027,0.013
"P07","5",0.081,0.088,0.125,0.24
"P07","6",0.026,0.021,0.038,0.014
"P07","7",0.034,0.028,0.041,0
"P07","8",0.018,0.014,0.062,0.011
"P07","9",0.283,0.239,0.384,0.49
"P09","Del Frente de Todos y el peronismo",0.652,0.601,0.107,0.068
"P09","De Juntos por el cambio",0.151,0.156,0.457,0.134
"P09","De los Liberales libertarios",0.118,0.06,0.312,0.165
"P09","De la Izquierda",0.011,0.036,0.021,0.06
"P09","No sabe",0.068,0.147,0.103,0.573
"P10","A Alberto Fernández",0.168,0.069,0.086,0.471
"P10","A Sergio Massa",0.26,0.198,0.199,0.171
"P10","A algún candidato del peronismo",0.127,0.223,0.237,0.358
"P10","A algún candidato del kirchnerismo",0.445,0.51,0.478,0
"P11","A Alberto Fernández",0.133,0.064,0.021,0
