"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.363,0.351,0.498,0.534,0.448,0.418,0.546,0.47,0.384
"P04","Realizo changas o trabajos de vez en cuando",0.256,0.312,0.21,0.175,0.215,0.245,0.154,0.186,0.222
"P04","No tengo trabajo",0.192,0.215,0.155,0.139,0.184,0.134,0.13,0.161,0.222
"P04","Soy jubilado o pensionado",0.189,0.122,0.137,0.152,0.153,0.203,0.17,0.183,0.172
"P05","1",0.424,0.189,0.125,0.117,0.191,0.136,0.186,0.203,0.437
"P05","2",0.077,0.302,0.067,0.048,0.057,0.072,0.072,0.117,0.077
"P05","3",0.026,0.053,0.236,0.039,0.04,0.059,0.12,0.124,0.049
"P05","4",0.039,0.054,0.056,0.258,0.072,0.151,0.118,0.098,0.047
"P05","5",0.079,0.134,0.168,0.267,0.459,0.239,0.184,0.182,0.096
"P05","6",0.024,0.041,0.111,0.072,0.046,0.181,0.037,0.032,0.013
"P05","7",0.048,0.078,0.141,0.102,0.039,0.043,0.189,0.059,0.021
"P05","8",0.044,0.08,0.049,0.053,0.036,0.042,0.044,0.117,0.02
"P05","9",0.239,0.069,0.047,0.044,0.06,0.077,0.05,0.068,0.24
"P07","1",0.518,0.364,0.384,0.325,0.261,0.222,0.236,0.221,0.255
"P07","2",0.021,0.17,0.037,0.042,0.027,0.027,0.04,0.038,0.012
"P07","3",0.014,0.032,0.158,0.043,0.03,0.048,0.036,0.038,0.012
"P07","4",0.008,0.015,0.034,0.148,0.026,0.027,0.025,0.025,0.009
"P07","5",0.041,0.065,0.092,0.09,0.266,0.138,0.138,0.118,0.073
"P07","6",0.007,0.013,0.021,0.013,0.033,0.152,0.03,0.056,0.016
"P07","7",0.005,0.011,0.032,0.046,0.033,0.057,0.167,0.035,0.017
"P07","8",0.005,0.032,0.022,0.041,0.032,0.06,0.077,0.167,0.021
"P07","9",0.381,0.298,0.22,0.252,0.292,0.269,0.251,0.302,0.585
"P09","Del Frente de Todos y el peronismo",0.433,0.368,0.446,0.321,0.237,0.21,0.139,0.134,0.144
"P09","De Juntos por el cambio",0.217,0.204,0.19,0.267,0.323,0.406,0.441,0.434,0.34
"P09","De los Liberales libertarios",0.116,0.15,0.148,0.17,0.168,0.213,0.269,0.296,0.329
"P09","De la Izquierda",0.04,0.045,0.028,0.038,0.034,0.024,0.017,0.028,0.036
"P09","No sabe",0.194,0.233,0.188,0.204,0.238,0.147,0.134,0.108,0.151
"P10","A Alberto Fernández",0.209,0.135,0.074,0.121,0.154,0.162,0.17,0.146,0.271
"P10","A Sergio Massa",0.145,0.199,0.251,0.219,0.285,0.31,0.276,0.261,0.194
