"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.304,0.262,0.345,0.185,0.264,0.332,0.465,0.301,0.28,0.336,0.312,0.343,0.202,0.296,0.185,0.462,0.28
"Javier Milei por los liberales libertarios",0.333,0.418,0.249,0.442,0.377,0.271,0.218,0.326,0.373,0.289,0.348,0.346,0.386,0.308,0.146,0.4,0.376
"No sabe",0.363,0.32,0.406,0.373,0.359,0.397,0.317,0.373,0.347,0.375,0.34,0.311,0.412,0.396,0.669,0.138,0.344
