"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Del Frente de Todos y el peronismo",0.274,0.254,0.293,0.232,0.275,0.313,0.28,0.283,0.266,0.277,0.261,0.233,0.327,0.295,0.597,0.087,0.116
"De Juntos por el cambio",0.301,0.269,0.331,0.2,0.26,0.346,0.477,0.259,0.294,0.357,0.308,0.299,0.261,0.301,0.118,0.583,0.224
"De los Liberales libertarios",0.206,0.291,0.125,0.297,0.226,0.153,0.104,0.185,0.232,0.192,0.218,0.204,0.225,0.195,0.09,0.23,0.381
"De la Izquierda",0.035,0.033,0.037,0.042,0.04,0.023,0.028,0.038,0.031,0.036,0.031,0.038,0.022,0.039,0.034,0.011,0.028
"No sabe",0.184,0.153,0.214,0.229,0.199,0.165,0.111,0.235,0.177,0.138,0.182,0.226,0.165,0.17,0.161,0.089,0.251
