"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Wado de Pedro por el Frente de Todos",0.244,0.227,0.26,0.233,0.233,0.259,0.256,0.209,0.23,0.291,0.242,0.17,0.292,0.264,0.561,0.057,0.096
"Patricia Bullrich por Juntos por el Cambio",0.337,0.304,0.37,0.181,0.274,0.407,0.541,0.315,0.33,0.366,0.336,0.334,0.284,0.347,0.073,0.633,0.287
"Javier Milei por los liberales libertarios",0.243,0.33,0.157,0.384,0.291,0.162,0.1,0.251,0.279,0.189,0.259,0.308,0.255,0.203,0.116,0.243,0.364
"Al candidato del Frente de Izquierda",0.04,0.04,0.04,0.046,0.052,0.026,0.029,0.052,0.033,0.04,0.045,0.027,0.045,0.041,0.041,0.016,0.057
"No sabe",0.136,0.099,0.173,0.156,0.15,0.146,0.074,0.173,0.128,0.114,0.118,0.161,0.124,0.145,0.209,0.051,0.196
