"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.103,0.089,0.117,0.081,0.107,0.103,0.119,0.105,0.094,0.114,0.099,0.117,0.074,0.105,0.039,0.164,0.156
"Patricia Bullrich por Juntos por el Cambio",0.252,0.222,0.28,0.12,0.192,0.311,0.458,0.232,0.239,0.287,0.259,0.205,0.224,0.267,0.062,0.477,0.17
"Wado de Pedro por el Frente de Todos",0.13,0.114,0.146,0.114,0.132,0.142,0.13,0.089,0.137,0.16,0.119,0.103,0.189,0.142,0.304,0.026,0.057
"Sergio Massa por el Frente de Todos",0.14,0.135,0.144,0.152,0.138,0.14,0.129,0.167,0.137,0.117,0.139,0.144,0.108,0.143,0.288,0.043,0.117
"Javier Milei por los liberales libertarios",0.235,0.319,0.153,0.39,0.271,0.157,0.081,0.229,0.266,0.2,0.25,0.277,0.271,0.202,0.12,0.245,0.302
"Al candidato del Frente de Izquierda",0.038,0.039,0.037,0.055,0.044,0.021,0.026,0.04,0.034,0.041,0.044,0.033,0.037,0.035,0.049,0.01,0.051
"No sabe",0.102,0.082,0.123,0.088,0.116,0.126,0.057,0.138,0.093,0.081,0.09,0.121,0.097,0.106,0.138,0.035,0.147
