"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Si",0.619,0.649,0.59,0.55,0.628,0.645,0.63,0.632,0.618,0.611,0.615,0.648,0.648,0.609,0.636,0.645,0.526
"No",0.381,0.351,0.41,0.45,0.372,0.355,0.37,0.368,0.382,0.389,0.385,0.352,0.352,0.391,0.364,0.355,0.474
