"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P15","Lo votaría",0.172,0.076,0.104,0.019
"P15","Puede que lo vote",0.143,0.194,0.149,0.048
"P15","Nunca lo votaría",0.584,0.697,0.668,0.899
"P15","No sabe",0.101,0.033,0.079,0.034
"P16","Lo votaría",0.059,0.101,0.09,0.023
"P16","Puede que lo vote",0.124,0.142,0.178,0.097
"P16","Nunca lo votaría",0.557,0.645,0.598,0.759
"P16","No sabe",0.26,0.112,0.134,0.121
"P17","La votaría",0.152,0.05,0.116,0.012
"P17","Puede que la vote",0.077,0.047,0.078,0.014
"P17","Nunca la votaría",0.601,0.838,0.747,0.942
"P17","No sabe",0.17,0.065,0.059,0.032
"P18","Lo votaría",0.124,0.051,0.108,0.017
"P18","Puede que lo vote",0.066,0.065,0.111,0.021
"P18","Nunca lo votaría",0.64,0.853,0.736,0.938
"P18","No sabe",0.17,0.031,0.045,0.024
"P19","La votaría",0.108,0.07,0.098,0.025
"P19","Puede que la vote",0.127,0.066,0.117,0.014
"P19","Nunca la votaría",0.607,0.812,0.702,0.907
"P19","No sabe",0.158,0.052,0.083,0.054
"P20","Lo votaría",0.12,0.188,0.157,0.374
"P20","Puede que lo vote",0.127,0.239,0.215,0.344
"P20","Nunca lo votaría",0.526,0.47,0.49,0.205
"P20","No sabe",0.227,0.103,0.138,0.077
"P21","Lo votaría",0.279,0.214,0.218,0.275
"P21","Puede que lo vote",0.2,0.386,0.299,0.464
"P21","Nunca lo votaría",0.366,0.314,0.353,0.176
"P21","No sabe",0.155,0.086,0.13,0.085
"P22","Horacio Rodríguez Larreta por Juntos por el Cambio",0.06,0.025,0.052,0.002
"P22","Patricia Bullrich por Juntos por el Cambio",0.048,0.012,0.064,0.004
"P22","Facundo Manes por Juntos por el Cambio",0.011,0.027,0.034,0.01
"P22","Alberto Fernández por el Frente de Todos",0.586,0.068,0.082,0.094
"P22","Sergio Massa por el Frente de Todos",0.045,0.626,0.094,0.136
"P22","Wado de Pedro por el Frente de Todos",0.028,0.052,0.165,0.448
"P22","Daniel Scioli por el Frente de Todos",0.124,0.131,0.245,0.183
"P22","Javier Milei por los liberales libertarios",0.035,0.026,0.079,0.006
"P22","Al candidato del Frente de Izquierda",0.009,0,0.043,0.024
"P22","No sabe",0.054,0.033,0.142,0.093
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.062,0.027,0.041,0.001
"P23","Patricia Bullrich por Juntos por el Cambio",0.039,0.015,0.088,0.009
"P23","María Eugenia Vidal por Juntos por el Cambio",0.074,0.008,0.051,0.009
"P23","Facundo Manes por Juntos por el Cambio",0.085,0.018,0.013,0.014
"P23","Sergio Massa por el Frente de Todos",0.187,0.669,0.1,0.191
"P23","Wado de Pedro por el Frente de Todos",0.054,0.067,0.158,0.487
"P23","Daniel Scioli por el Frente de Todos",0.17,0.126,0.278,0.175
"P23","Javier Milei por los liberales libertarios",0.029,0.036,0.069,0.014
"P23","Al candidato del Frente de Izquierda",0.031,0,0.038,0.024
"P23","No sabe",0.269,0.034,0.164,0.076
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.066,0.02,0.071,0.002
"P24","Patricia Bullrich por Juntos por el Cambio",0.031,0.015,0.077,0.004
"P24","María Eugenia Vidal por Juntos por el Cambio",0.043,0.009,0.014,0.009
"P24","Facundo Manes por Juntos por el Cambio",0.032,0.035,0.023,0.013
"P24","Sergio Massa por el Frente de Todos",0.058,0.685,0.198,0.203
"P24","Wado de Pedro por el Frente de Todos",0.042,0.082,0.212,0.538
"P24","Alberto Fernández por el Frente de Todos",0.599,0.092,0.179,0.141
"P24","Javier Milei por los liberales libertarios",0.021,0.03,0.049,0.007
"P24","Al candidato del Frente de Izquierda",0.036,0,0.024,0.017
"P24","No sabe",0.072,0.032,0.153,0.066
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.06,0.022,0.074,0.002
"P25","Patricia Bullrich por Juntos por el Cambio",0.049,0.013,0.073,0.004
"P25","Facundo Manes por Juntos por el Cambio",0.027,0.029,0.04,0.01
"P25","Sergio Massa por el Frente de Todos",0.193,0.632,0.134,0.159
"P25","Wado de Pedro por el Frente de Todos",0.076,0.163,0.186,0.475
"P25","Daniel Scioli por el Frente de Todos",0.257,0.08,0.326,0.247
"P25","Javier Milei por los liberales libertario",0.065,0.023,0.047,0.029
"P25","Al candidato del Frente de Izquierda",0.031,0.02,0.034,0.007
"P25","No sabe",0.242,0.018,0.086,0.067
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.07,0.036,0.101,0.003
"P26","Patricia Bulrich por Juntos por el Cambio",0.039,0.112,0.095,0.02
"P26","Alberto Fernández por el Frente de Todos",0.669,0.1,0.145,0.184
"P26","Sergio Massa por el Frente de Todos",0.052,0.629,0.385,0.456
"P26","Javier Milei por los liberales libertarios",0.073,0.08,0.063,0.044
"P26","Al candidato del Frente de Izquierda",0.011,0.011,0.069,0.115
"P26","No sabe",0.086,0.032,0.142,0.178
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.069,0.048,0.08,0.002
"P27","Patricia Bullrich por Juntos por el Cambio",0.048,0.026,0.097,0.007
"P27","Wado de Pedro por el Frente de Todos",0.214,0.082,0.204,0.518
"P27","Sergio Massa por el Frente de Todos",0.308,0.732,0.341,0.285
"P27","Javier Milei por los liberales libertarios",0.047,0.076,0.085,0.032
"P27","Al candidato del Frente de Izquierda",0.015,0.005,0.065,0.061
"P27","No sabe",0.299,0.031,0.128,0.095
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.071,0.064,0.074,0.009
"P28","Patricia Bullrich por Juntos por el Cambio",0.063,0.032,0.109,0.004
"P28","Wado de Pedro por el Frente de Todos",0.144,0.265,0.201,0.56
"P28","Daniel Scioli por el Frente de Todos",0.378,0.373,0.374,0.276
"P28","Javier Milei por los liberales libertarios",0.069,0.09,0.053,0.033
"P28","Al candidato del Frente de Izquierda",0.016,0.007,0.049,0.038
"P28","No sabe",0.259,0.169,0.14,0.08
"P29","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.058,0.05,0.087,0.005
"P29","Patricia Bullrich presidenta – Gustavo Valdes vice por Juntos por el Cambio",0.04,0.024,0.094,0.007
"P29","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.339,0.63,0.325,0.227
"P29","Wado de Pedro presidente – Jorge Capitanich vice por el Frente de Todos",0.244,0.139,0.312,0.605
"P29","Javier Milei presidente y su candidato a vice",0.058,0.062,0.053,0.017
"P29","A los candidatos de la izquierda",0.011,0.004,0.025,0.032
"P29","No sabe",0.25,0.091,0.104,0.107
"P30","Alberto Fernández por el Frente de Todos",0.837,0.483,0.52,0.64
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.041,0.072,0.141,0.024
"P30","Javier Milei por los liberales libertarios",0.062,0.13,0.09,0.017
"P30","Al candidato del Frente de Izquierda",0.012,0.049,0.054,0.09
"P30","No sabe",0.048,0.266,0.195,0.229
"P31","Sergio Massa por el Frente de Todos",0.483,0.765,0.522,0.704
"P31","Horacio Rodríguez Larreta por Juntos por el Cambio",0.071,0.047,0.168,0.011
"P31","Javier Milei por los liberales libertarios",0.124,0.1,0.072,0.019
"P31","Al candidato del Frente de Izquierda",0.04,0.014,0.038,0.083
"P31","No sabe",0.282,0.074,0.2,0.183
"P32","Wado de Pedro por el Frente de Todos",0.476,0.483,0.511,0.816
"P32","Horacio Rodríguez Larreta por Juntos por el Cambio",0.113,0.069,0.142,0.009
"P32","Javier Milei por los liberales libertarios",0.087,0.138,0.057,0.014
"P32","Al candidato del Frente de Izquierda",0.013,0.062,0.039,0.04
"P32","No sabe",0.311,0.248,0.251,0.121
"P33","Daniel Scioli por el Frente de Todos",0.489,0.596,0.539,0.752
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.084,0.076,0.14,0.006
"P33","Javier Milei por los liberales libertarios",0.115,0.11,0.062,0.015
"P33","Al candidato del Frente de Izquierda",0.028,0.016,0.044,0.071
"P33","No sabe",0.284,0.202,0.215,0.156
"P34","Sergio Massa por el Frente de Todos",0.52,0.805,0.503,0.732
"P34","Patricia Bullrich por Juntos por el Cambio",0.053,0.041,0.201,0.005
"P34","Javier Milei por los liberales libertarios",0.061,0.083,0.049,0.023
"P34","Al candidato del Frente de Izquierda",0.063,0.005,0.036,0.089
"P34","No sabe",0.303,0.066,0.211,0.151
"P35","Alberto Fernández por el Frente de Todos",0.749,0.632,0.508,0.692
"P35","Patricia Bullrich por Juntos por el Cambio",0.076,0.032,0.154,0.002
"P35","Javier Milei por los liberales libertarios",0.064,0.121,0.098,0.024
"P35","Al candidato del Frente de Izquierda",0.009,0.056,0.043,0.113
"P35","No sabe",0.102,0.159,0.197,0.169
"P36","Wado de Pedro por el Frente de Todos",0.365,0.556,0.53,0.827
"P36","Patricia Bullrich por Juntos por el Cambio",0.078,0.031,0.157,0.003
"P36","Javier Milei por los liberales libertarios",0.079,0.128,0.055,0.031
"P36","Al candidato del Frente de Izquierda",0.015,0.047,0.059,0.034
"P36","No sabe",0.463,0.238,0.199,0.105
"P37","Daniel Scioli por el Frente de Todos",0.541,0.605,0.545,0.787
"P37","Patricia Bullrich por Juntos por el Cambio",0.079,0.028,0.17,0.005
"P37","Javier Milei por los liberales libertarios",0.076,0.15,0.037,0.018
"P37","Al candidato del Frente de Izquierda",0.026,0.039,0.049,0.067
"P37","No sabe",0.278,0.178,0.199,0.123
"P38","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.169,0.1,0.188,0.094
"P38","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.435,0.708,0.464,0.582
"P38","Javier Milei presidente y su candidato a vice",0.093,0.114,0.053,0.02
"P38","A los candidatos de la izquierda",0.016,0.015,0.062,0.098
"P38","No sabe",0.287,0.063,0.233,0.206
"P39","Patricia Bullrich presidenta – Gustavo Valdés vice por Juntos por el Cambio",0.136,0.047,0.177,0.028
"P39","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.46,0.763,0.518,0.649
"P39","Javier Milei presidente y su candidato a vice",0.067,0.082,0.054,0.015
"P39","A los candidatos de la izquierda",0.021,0.012,0.066,0.103
"P39","No sabe",0.316,0.096,0.185,0.205
"P40","Sergio Massa por el Frente de Todos",0.612,0.917,0.631,0.844
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.127,0.033,0.184,0.004
"P40","No sabe",0.261,0.05,0.185,0.152
"P41","Alberto Fernández por el Frente de Todos",0.76,0.715,0.611,0.796
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.075,0.088,0.22,0.006
"P41","No sabe",0.165,0.197,0.169,0.198
"P42","Sergio Massa por el Frente de Todos",0.581,0.892,0.638,0.843
"P42","Patricia Bullrich por Juntos por el Cambio",0.122,0.051,0.209,0.016
"P42","No sabe",0.297,0.057,0.153,0.141
"P43","Alberto Fernández por el Frente de Todos",0.75,0.77,0.696,0.814
"P43","Patricia Bullrich por Juntos por el Cambio",0.08,0.063,0.188,0.012
"P43","No sabe",0.17,0.167,0.116,0.174
"P44","Wado de Pedro por el Frente de Todos",0.468,0.669,0.609,0.866
"P44","Horacio Rodríguez Larreta por Juntos por el Cambio",0.096,0.113,0.22,0.008
"P44","No sabe",0.436,0.218,0.171,0.126
"P45","Daniel Scioli por el Frente de Todos",0.668,0.754,0.576,0.827
"P45","Horacio Rodríguez Larreta por Juntos por el Cambio",0.093,0.069,0.212,0.006
"P45","No sabe",0.239,0.177,0.212,0.167
"P46","Wado de Pedro por el Frente de Todos",0.407,0.694,0.628,0.873
"P46","Patricia Bullrich por Juntos por el Cambio",0.084,0.062,0.145,0.01
"P46","No sabe",0.509,0.244,0.227,0.117
"P47","Daniel Scioli por el Frente de Todos",0.613,0.776,0.622,0.858
"P47","Patricia Bullrich por Juntos por el Cambio",0.104,0.061,0.189,0.01
"P47","No sabe",0.283,0.163,0.189,0.132
"P48","Horacio Rodríguez Larreta por Juntos por el Cambio",0.37,0.345,0.305,0.168
"P48","Javier Milei por los liberales libertarios",0.016,0.119,0.157,0.037
"P48","No sabe",0.614,0.536,0.538,0.795
"P49","Patricia Bullrich por Juntos por el Cambio",0.074,0.104,0.25,0.034
"P49","Javier Milei por los liberales libertarios",0.1,0.161,0.1,0.065
"P49","No sabe",0.826,0.735,0.65,0.901
"P50","Alberto Fernández por el Frente de Todos",0.746,0.628,0.602,0.748
"P50","Javier Milei por los liberales libertarios",0.063,0.108,0.129,0.034
"P50","No sabe",0.191,0.264,0.269,0.218
"P51","Sergio Massa por el Frente de Todos",0.612,0.832,0.581,0.846
"P51","Javier Milei por los liberales libertarios",0.094,0.067,0.14,0.024
"P51","No sabe",0.294,0.101,0.279,0.13
"P52","Muy buena",0.372,0.296,0.163,0.159
"P52","Buena",0.34,0.23,0.205,0.281
"P52","Ni buena ni mala",0.238,0.317,0.306,0.334
"P52","Mala",0.005,0.084,0.117,0.165
"P52","Muy mala",0.045,0.073,0.209,0.059
"P52","No sabe",0,0,0,0.002
"P53","Muy buena",0.289,0.384,0.294,0.804
"P53","Buena",0.181,0.209,0.23,0.113
"P53","Ni buena ni mala",0.363,0.171,0.141,0.046
"P53","Mala",0.106,0.109,0.074,0.027
"P53","Muy mala",0.061,0.111,0.261,0.01
"P53","No sabe",0,0.016,0,0
"P54","Muy buena",0.075,0.096,0.17,0.076
"P54","Buena",0.122,0.074,0.114,0.008
"P54","Ni buena ni mala",0.166,0.123,0.057,0.014
"P54","Mala",0.199,0.144,0.225,0.086
"P54","Muy mala",0.438,0.563,0.4,0.812
"P54","No sabe",0,0,0.034,0.004
"P55","Muy buena",0.068,0.021,0.102,0.01
"P55","Buena",0.055,0.074,0.081,0.007
"P55","Ni buena ni mala",0.383,0.196,0.181,0.053
"P55","Mala",0.169,0.244,0.313,0.194
"P55","Muy mala",0.325,0.463,0.319,0.733
"P55","No sabe",0,0.002,0.004,0.003
"P56","Muy buena",0.266,0.402,0.054,0.111
"P56","Buena",0.123,0.304,0.352,0.346
"P56","Ni buena ni mala",0.416,0.155,0.257,0.347
"P56","Mala",0.085,0.089,0.098,0.105
"P56","Muy mala",0.11,0.05,0.239,0.089
"P56","No sabe",0,0,0,0.002
"P57","Muy buena",0.143,0.108,0.11,0.023
"P57","Buena",0.041,0.067,0.086,0.04
"P57","Ni buena ni mala",0.214,0.112,0.164,0.082
"P57","Mala",0.118,0.203,0.109,0.055
"P57","Muy mala",0.438,0.505,0.531,0.794
"P57","No sabe",0.046,0.005,0,0.006
"P58","Muy buena",0.076,0.078,0.088,0.022
"P58","Buena",0.068,0.054,0.067,0.002
"P58","Ni buena ni mala",0.153,0.084,0.165,0.024
"P58","Mala",0.282,0.161,0.11,0.086
"P58","Muy mala",0.361,0.617,0.529,0.86
"P58","No sabe",0.06,0.006,0.041,0.006
"P59","Muy buena",0.094,0.236,0.142,0.436
"P59","Buena",0.112,0.265,0.288,0.286
"P59","Ni buena ni mala",0.388,0.199,0.234,0.089
"P59","Mala",0.167,0.096,0.05,0.024
"P59","Muy mala",0.111,0.168,0.23,0.159
"P59","No sabe",0.128,0.036,0.056,0.006
"P60","Muy buena",0.206,0.219,0.223,0.25
"P60","Buena",0.295,0.363,0.207,0.409
"P60","Ni buena ni mala",0.247,0.282,0.258,0.265
"P60","Mala",0.1,0.096,0.1,0.032
"P60","Muy mala",0.096,0.04,0.142,0.043
"P60","No sabe",0.056,0,0.07,0.001
"P61","Muy buena",0.125,0.031,0.127,0.035
"P61","Buena",0.156,0.04,0.114,0.046
"P61","Ni buena ni mala",0.201,0.211,0.174,0.045
"P61","Mala",0.16,0.143,0.197,0.102
"P61","Muy mala",0.358,0.573,0.386,0.768
"P61","No sabe",0,0.002,0.002,0.004
"P62","Muy buena",0.057,0.039,0.076,0.027
"P62","Buena",0.049,0.132,0.206,0.058
"P62","Ni buena ni mala",0.474,0.389,0.304,0.338
"P62","Mala",0.124,0.184,0.167,0.242
"P62","Muy mala",0.192,0.169,0.191,0.307
"P62","No sabe",0.104,0.087,0.056,0.028
"P63","Siempre",0.297,0.333,0.372,0.312
"P63","Casi siempre",0.226,0.437,0.366,0.371
"P63","Casi nunca",0.305,0.169,0.186,0.231
"P63","Nunca, pero esta es una excepción",0.172,0.061,0.076,0.086
"P64","Si",0.6,0.755,0.677,0.611
"P64","No",0.4,0.245,0.323,0.389
