"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Wado de Pedro por el Frente de Todos",0.24,0.223,0.256,0.233,0.226,0.252,0.26,0.207,0.235,0.275,0.243,0.162,0.283,0.26,0.547,0.052,0.121
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.251,0.207,0.294,0.126,0.214,0.296,0.406,0.228,0.236,0.292,0.247,0.281,0.177,0.255,0.063,0.471,0.234
"Javier Milei por los liberales libertarios",0.301,0.397,0.209,0.464,0.337,0.219,0.162,0.289,0.336,0.269,0.32,0.357,0.31,0.264,0.13,0.351,0.376
"Al candidato del Frente de Izquierda",0.037,0.038,0.035,0.049,0.047,0.021,0.023,0.043,0.032,0.037,0.045,0.029,0.042,0.032,0.04,0.016,0.075
"No sabe",0.171,0.135,0.206,0.128,0.176,0.212,0.149,0.233,0.161,0.127,0.145,0.171,0.188,0.189,0.22,0.11,0.194
