"var","categoria","Mejor","Igual","Peor","No sabe"
"P11","A Tolosa Paz por el Frente de todos",0.739,0.451,0.055,0.413
"P11","A Santilli y Manes por Juntos",0.145,0.36,0.712,0.268
"P11","A Del Caño por el Frente de Izquierda",0,0.037,0.021,0.072
"P11","A Espert por Avanza libertad",0.014,0.004,0.113,0.009
"P11","A Randazo por “Vamos con vos""",0.033,0.006,0.014,0
"P11","A Hotton por “+Valores”",0.014,0,0.013,0.072
"P11","Votaría en blanco o anularía",0.055,0.142,0.072,0.166
