"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.465,0.538,0.504,0.459,0.508,0.549,0.486,0.369,0.329
"P04","Realizo changas o trabajos de vez en cuando",0.183,0.175,0.117,0.155,0.203,0.091,0.174,0.215,0.253
"P04","No tengo trabajo",0.179,0.125,0.149,0.203,0.134,0.108,0.196,0.218,0.205
"P04","Soy jubilado o pensionado",0.173,0.162,0.23,0.183,0.155,0.252,0.144,0.198,0.213
"P05","1",0.256,0.244,0.246,0.119,0.292,0.155,0.275,0.212,0.41
"P05","2",0.053,0.172,0.066,0.126,0.073,0.053,0.065,0.101,0.096
"P05","3",0.043,0.013,0.101,0.119,0.064,0.094,0.142,0.132,0.052
"P05","4",0.057,0.104,0.098,0.232,0.08,0.19,0.118,0.132,0.058
"P05","5",0.157,0.205,0.24,0.229,0.336,0.227,0.236,0.238,0.185
"P05","6",0.059,0.068,0.095,0.078,0.026,0.108,0.029,0.037,0.014
"P05","7",0.109,0.059,0.081,0.049,0.037,0.031,0.098,0.036,0.031
"P05","8",0.056,0.081,0.046,0.011,0.022,0.063,0.027,0.066,0.028
"P05","9",0.21,0.054,0.027,0.037,0.07,0.079,0.01,0.046,0.126
"P06","1",0.459,0.206,0.108,0.047,0.077,0.081,0.012,0.033,0.256
"P06","2",0.05,0.254,0.086,0.056,0.038,0.007,0.002,0.031,0.06
"P06","3",0.031,0.078,0.23,0.041,0.016,0,0.023,0.049,0.023
"P06","4",0.032,0.065,0.044,0.39,0.04,0.042,0.037,0.02,0.024
"P06","5",0.14,0.198,0.198,0.143,0.487,0.197,0.181,0.201,0.149
"P06","6",0.035,0.054,0.044,0.067,0.035,0.292,0.046,0.085,0.03
"P06","7",0.039,0.037,0.111,0.046,0.07,0.23,0.326,0.095,0.039
"P06","8",0.041,0.038,0.064,0.091,0.065,0.051,0.123,0.359,0.042
"P06","9",0.173,0.07,0.115,0.119,0.172,0.1,0.25,0.127,0.377
"P09","Del Frente de Todos y el peronismo",0.526,0.38,0.367,0.283,0.245,0.202,0.211,0.148,0.232
"P09","De Cambiemos",0.212,0.318,0.33,0.237,0.334,0.42,0.264,0.382,0.349
"P09","De los Liberales libertarios",0.07,0.078,0.16,0.226,0.186,0.2,0.374,0.264,0.206
"P09","De la Izquierda",0.055,0.031,0,0.041,0.019,0.015,0.013,0.006,0.027
"P09","No sabe",0.137,0.193,0.143,0.213,0.216,0.163,0.138,0.2,0.186
"P10","A Alberto Fernández",0.191,0.033,0.02,0.031,0.144,0.063,0.144,0.128,0.276
"P10","A Sergio Massa",0.127,0.134,0.103,0.237,0.193,0.153,0.242,0.373,0.204
"P10","A algún candidato del peronismo",0.142,0.313,0.171,0.313,0.213,0.235,0.275,0.109,0.235
"P10","A algún candidato del kirchnerismo",0.54,0.52,0.706,0.419,0.45,0.549,0.339,0.39,0.285
"P11","A Alberto Fernández",0.125,0.041,0.014,0,0.149,0.062,0.153,0.29,0.214
"P11","A Sergio Massa",0.073,0.012,0.062,0.19,0.106,0.154,0.08,0.038,0.148
"P11","A algún candidato del peronismo",0.097,0.177,0.145,0.298,0.168,0.161,0.161,0.136,0.173
"P11","A Cristina Fernández de Kirchner",0.705,0.77,0.779,0.512,0.577,0.623,0.606,0.536,0.465
