"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.06,0.131,0.202,0.032
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.074,0.007,0.138,0.009
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0,0.031,0.016,0.056
"P33","Otro candidato",0.182,0.153,0.26,0.248
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.52,0.698,0.377,0.623
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.168,0.118,0.148,0.075
"P35","Javier Milei – José Luis Espert por los liberales",0.048,0.008,0.175,0.014
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.003,0.009,0.04,0.054
"P35","Otro candidato",0.261,0.167,0.26,0.234
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.786,0.709,0.44,0.898
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.102,0.171,0.202,0.039
"P37","Javier Milei – José Luis Espert por los liberales",0.046,0.017,0.163,0.007
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0,0,0.006,0.012
"P37","Otro candidato",0.066,0.103,0.189,0.044
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.556,0.732,0.351,0.732
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.098,0.102,0.217,0.014
"P38","Javier Milei – José Luis Espert por los liberales",0.107,0.022,0.137,0.011
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.006,0.006,0.045,0.034
"P38","Otro candidato",0.233,0.138,0.25,0.209
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.904,0.751,0.484,0.954
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.065,0.147,0.294,0.031
"P39","No sabe",0.031,0.102,0.222,0.015
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.793,0.689,0.433,0.781
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.097,0.104,0.298,0.011
"P40","No sabe",0.11,0.207,0.269,0.208
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.562,0.862,0.392,0.796
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.108,0.085,0.302,0.008
"P41","No sabe",0.33,0.053,0.306,0.196
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.837,0.869,0.477,0.95
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.077,0.085,0.322,0.007
"P42","No sabe",0.086,0.046,0.201,0.043
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.436,0.887,0.418,0.797
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.058,0.079,0.275,0.016
"P43","No sabe",0.506,0.034,0.307,0.187
"P44","Mauricio Macri – María Eugenia Vidal",0.114,0.245,0.232,0.115
"P44","Sergio Massa – Wado de Pedro",0.515,0.72,0.422,0.735
"P44","No sabe",0.371,0.035,0.346,0.15
"P45","Sergio Massa – Wado de Pedro",0.447,0.75,0.454,0.769
"P45","Javier Milei – José Luis Espert",0.079,0.109,0.183,0.086
"P45","No sabe",0.474,0.141,0.363,0.145
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.212,0.237,0.275,0.119
"P46","Javier Milei – José Luis Espert",0.007,0.079,0.153,0.018
"P46","No sabe",0.781,0.684,0.572,0.863
"P47","Muy buena",0.468,0.12,0.146,0.144
"P47","Buena",0.376,0.33,0.13,0.398
"P47","Ni buena ni mala",0.1,0.335,0.326,0.37
"P47","Mala",0.043,0.149,0.157,0.067
"P47","Muy mala",0.013,0.051,0.241,0.011
"P47","No sabe",0,0.015,0,0.01
"P48","Muy buena",0.602,0.108,0.085,0.117
"P48","Buena",0.324,0.434,0.16,0.394
"P48","Ni buena ni mala",0.037,0.286,0.296,0.365
"P48","Mala",0.016,0.124,0.141,0.101
"P48","Muy mala",0.021,0.048,0.318,0.016
"P48","No sabe",0,0,0,0.007
"P49","Muy buena",0.702,0.442,0.236,0.799
"P49","Buena",0.16,0.227,0.118,0.117
"P49","Ni buena ni mala",0.074,0.172,0.192,0.059
"P49","Mala",0,0.074,0.11,0.015
"P49","Muy mala",0.045,0.085,0.344,0.01
"P49","No sabe",0.019,0,0,0
"P50","Muy buena",0.143,0.078,0.087,0.095
"P50","Buena",0.185,0.019,0.116,0.006
"P50","Ni buena ni mala",0.035,0.112,0.171,0.021
"P50","Mala",0.226,0.313,0.249,0.121
"P50","Muy mala",0.392,0.478,0.371,0.757
"P50","No sabe",0.019,0,0.006,0
"P51","Muy buena",0.046,0.038,0.083,0.015
"P51","Buena",0.034,0.044,0.273,0.007
"P51","Ni buena ni mala",0.207,0.267,0.148,0.048
"P51","Mala",0.255,0.286,0.227,0.159
"P51","Muy mala",0.428,0.365,0.266,0.759
"P51","No sabe",0.03,0,0.003,0.012
"P52","Muy buena",0.209,0.445,0.066,0.115
"P52","Buena",0.219,0.199,0.26,0.333
"P52","Ni buena ni mala",0.35,0.235,0.321,0.347
"P52","Mala",0.105,0.064,0.121,0.085
"P52","Muy mala",0.117,0.057,0.226,0.107
"P52","No sabe",0,0,0.006,0.013
"P53","Muy buena",0.058,0.042,0.122,0.021
"P53","Buena",0.048,0.073,0.138,0.038
"P53","Ni buena ni mala",0.128,0.119,0.123,0.04
"P53","Mala",0.404,0.151,0.255,0.092
"P53","Muy mala",0.347,0.615,0.352,0.798
"P53","No sabe",0.015,0,0.01,0.011
"P54","Muy buena",0.05,0.008,0.072,0.016
"P54","Buena",0.018,0.062,0.106,0.001
"P54","Ni buena ni mala",0.135,0.227,0.208,0.04
"P54","Mala",0.137,0.183,0.179,0.102
"P54","Muy mala",0.598,0.515,0.409,0.831
"P54","No sabe",0.062,0.005,0.026,0.01
"P55","Muy buena",0.057,0.027,0.064,0.009
"P55","Buena",0.021,0.048,0.12,0
"P55","Ni buena ni mala",0.23,0.052,0.189,0.036
"P55","Mala",0.144,0.327,0.245,0.101
"P55","Muy mala",0.531,0.541,0.377,0.837
"P55","No sabe",0.017,0.005,0.005,0.017
"P56","Muy buena",0.242,0.131,0.048,0.132
"P56","Buena",0.309,0.288,0.246,0.38
"P56","Ni buena ni mala",0.186,0.306,0.227,0.337
"P56","Mala",0.146,0.142,0.168,0.044
"P56","Muy mala",0.117,0.133,0.308,0.103
"P56","No sabe",0,0,0.003,0.004
"P57","Muy buena",0.038,0.076,0.084,0.017
"P57","Buena",0.094,0.155,0.114,0.115
"P57","Ni buena ni mala",0.339,0.408,0.408,0.381
"P57","Mala",0.268,0.158,0.153,0.2
"P57","Muy mala",0.17,0.183,0.168,0.237
"P57","No sabe",0.091,0.02,0.073,0.05
"P58","Muy buena",0.042,0.026,0.026,0.009
"P58","Buena",0.093,0.108,0.079,0.024
"P58","Ni buena ni mala",0.456,0.299,0.427,0.124
"P58","Mala",0.18,0.236,0.16,0.169
"P58","Muy mala",0.194,0.298,0.247,0.618
"P58","No sabe",0.035,0.033,0.061,0.056
"P59","Siempre",0.397,0.291,0.231,0.388
"P59","Casi siempre",0.312,0.322,0.396,0.334
"P59","Casi nunca",0.23,0.328,0.277,0.153
"P59","Nunca, pero esta es una excepción",0.061,0.059,0.096,0.125
"P60","Si",0.649,0.612,0.593,0.581
"P60","No",0.351,0.388,0.407,0.419
