"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P04","Tengo trabajo estable",0.289,0.474,0.409,0.506
"P04","Realizo changas o trabajos de vez en cuando",0.33,0.207,0.199,0.15
"P04","No tengo trabajo",0.262,0.116,0.197,0.149
"P04","Soy jubilado o pensionado",0.119,0.203,0.195,0.195
"P05","1",0.4,0.175,0.364,0.197
"P05","2",0.077,0.071,0.105,0.046
"P05","3",0.075,0.015,0.039,0.033
"P05","4",0.067,0.155,0.101,0.05
"P05","5",0.086,0.176,0.133,0.129
"P05","6",0.042,0.08,0.048,0.06
"P05","7",0.033,0.079,0.074,0.159
"P05","8",0.049,0.094,0.057,0.077
"P05","9",0.171,0.155,0.079,0.249
"P06","1",0.502,0.323,0.311,0.501
"P06","2",0.073,0.028,0.074,0.068
"P06","3",0.028,0.041,0.036,0.049
"P06","4",0.006,0.153,0.049,0.031
"P06","5",0.088,0.161,0.189,0.137
"P06","6",0.009,0.03,0.015,0.026
"P06","7",0.028,0.031,0.045,0.032
"P06","8",0.069,0.021,0.039,0.041
"P06","9",0.197,0.212,0.242,0.115
"P07","1",0.522,0.471,0.437,0.64
"P07","2",0.013,0.006,0.061,0.053
"P07","3",0.003,0.017,0.029,0.031
"P07","4",0,0.037,0.041,0.014
"P07","5",0.082,0.09,0.1,0.069
"P07","6",0.004,0.016,0.011,0.009
"P07","7",0.023,0.019,0.027,0.02
"P07","8",0.035,0.007,0.017,0.014
"P07","9",0.318,0.337,0.277,0.15
"P10","A Alberto Fernández",0.772,0.091,0.04,0.101
"P10","A Sergio Massa",0.123,0.793,0.045,0.093
"P10","A algún candidato del peronismo",0.014,0.034,0.874,0.102
"P10","A algún candidato del kirchnerismo",0.091,0.082,0.041,0.704
"P14","Lo votaría",0.182,0.072,0.114,0.017
"P14","Puede que lo vote",0.098,0.087,0.175,0.014
"P14","Nunca lo votaría",0.664,0.806,0.659,0.867
"P14","No sabe",0.056,0.035,0.052,0.102
"P15","Lo votaría",0.278,0.568,0.129,0.185
"P15","Puede que lo vote",0.303,0.21,0.348,0.434
"P15","Nunca lo votaría",0.34,0.184,0.433,0.269
"P15","No sabe",0.079,0.038,0.09,0.112
"P16","Lo votaría",0.723,0.274,0.105,0.202
"P16","Puede que lo vote",0.191,0.47,0.311,0.498
"P16","Nunca lo votaría",0.055,0.187,0.462,0.178
"P16","No sabe",0.031,0.069,0.122,0.122
"P17","La votaría",0.738,0.468,0.36,0.881
"P17","Puede que la vote",0.106,0.261,0.199,0.085
"P17","Nunca la votaría",0.127,0.217,0.416,0.025
"P17","No sabe",0.029,0.054,0.025,0.009
"P18","Lo votaría",0.164,0.078,0.183,0.103
"P18","Puede que lo vote",0.159,0.2,0.153,0.009
"P18","Nunca lo votaría",0.601,0.698,0.633,0.859
"P18","No sabe",0.076,0.024,0.031,0.029
"P19","Lo votaría",0.038,0.047,0.104,0.029
"P19","Puede que lo vote",0.192,0.307,0.206,0.076
"P19","Nunca lo votaría",0.588,0.578,0.577,0.799
"P19","No sabe",0.182,0.068,0.113,0.096
"P20","La votaría",0.064,0.085,0.147,0.017
"P20","Puede que la vote",0.081,0.061,0.125,0.013
"P20","Nunca la votaría",0.788,0.83,0.694,0.939
"P20","No sabe",0.067,0.024,0.034,0.031
"P21","Lo votaría",0.089,0.017,0.155,0.02
"P21","Puede que lo vote",0.155,0.118,0.156,0.018
"P21","Nunca lo votaría",0.657,0.795,0.661,0.925
"P21","No sabe",0.099,0.07,0.028,0.037
"P22","La votaría",0.058,0.019,0.084,0.014
"P22","Puede que la vote",0.087,0.061,0.143,0.012
"P22","Nunca la votaría",0.741,0.78,0.72,0.916
"P22","No sabe",0.114,0.14,0.053,0.058
"P23","Lo votaría",0.161,0.17,0.075,0.193
"P23","Puede que lo vote",0.309,0.368,0.301,0.434
"P23","Nunca lo votaría",0.419,0.333,0.546,0.286
"P23","No sabe",0.111,0.129,0.078,0.087
"P24","Lo votaría",0.031,0.035,0.02,0.033
"P24","Puede que lo vote",0.155,0.122,0.143,0.076
"P24","Nunca lo votaría",0.62,0.743,0.729,0.809
"P24","No sabe",0.194,0.1,0.108,0.082
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.084,0.081,0.147,0.013
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.028,0.026,0.101,0.005
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.272,0.096,0.061,0.016
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.584,0.679,0.423,0.946
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.027,0.011,0.094,0.001
"P25","Nicolás del Caño – Myriam Bregman",0,0.005,0.058,0.008
"P25","Otros candidatos",0.005,0.102,0.116,0.011
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.748,0.752,0.458,0.949
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.064,0.097,0.179,0.008
"P29","Javier Milei – José Luis Espert por los liberales",0.115,0.065,0.143,0.007
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.002,0.01,0.021,0.011
"P29","Otro candidato",0.071,0.076,0.199,0.025
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.039,0.064,0.235,0.065
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.769,0.58,0.351,0.601
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.087,0.074,0.11,0.011
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0,0.047,0.045,0.059
"P31","Otro candidato",0.105,0.235,0.259,0.264
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.684,0.678,0.384,0.655
