"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.392,0.399,0.465,0.454,0.479,0.467,0.558,0.506,0.357
"P04","Realizo changas o trabajos de vez en cuando",0.222,0.281,0.286,0.15,0.195,0.15,0.145,0.148,0.215
"P04","No tengo trabajo",0.188,0.17,0.102,0.179,0.157,0.148,0.12,0.182,0.239
"P04","Soy jubilado o pensionado",0.198,0.15,0.147,0.217,0.169,0.235,0.177,0.164,0.189
"P05","1",0.398,0.279,0.154,0.107,0.154,0.125,0.212,0.178,0.459
"P05","2",0.062,0.238,0.085,0.007,0.057,0.037,0.036,0.123,0.095
"P05","3",0.043,0.048,0.15,0.067,0.043,0.079,0.091,0.105,0.049
"P05","4",0.046,0.065,0.052,0.369,0.07,0.084,0.142,0.075,0.047
"P05","5",0.084,0.099,0.177,0.243,0.494,0.281,0.213,0.205,0.098
"P05","6",0.029,0.052,0.07,0.084,0.04,0.199,0.053,0.041,0.01
"P05","7",0.059,0.096,0.198,0.077,0.054,0.101,0.204,0.06,0.018
"P05","8",0.045,0.05,0.075,0.028,0.024,0.043,0.03,0.156,0.022
"P05","9",0.234,0.073,0.039,0.018,0.064,0.051,0.019,0.057,0.202
"P07","1",0.621,0.333,0.357,0.31,0.283,0.324,0.251,0.26,0.285
"P07","2",0.029,0.173,0.092,0.065,0.041,0.05,0.024,0.024,0.012
"P07","3",0.009,0.035,0.164,0.027,0.025,0.024,0.044,0.025,0.012
"P07","4",0.003,0.02,0.026,0.209,0.016,0.033,0.016,0.031,0.011
"P07","5",0.031,0.073,0.053,0.114,0.288,0.094,0.132,0.121,0.083
"P07","6",0.005,0.002,0,0.019,0.018,0.125,0.069,0.015,0.008
"P07","7",0.002,0.001,0.023,0.032,0.032,0.037,0.186,0.069,0.036
"P07","8",0.004,0.021,0.057,0.02,0.041,0.078,0.061,0.227,0.021
"P07","9",0.296,0.342,0.228,0.204,0.256,0.235,0.217,0.228,0.532
"P09","Del Frente de Todos y el peronismo",0.565,0.416,0.421,0.345,0.27,0.197,0.189,0.264,0.23
"P09","De Cambiemos",0.222,0.269,0.21,0.248,0.3,0.369,0.407,0.295,0.342
"P09","De los Liberales libertarios",0.055,0.098,0.124,0.099,0.141,0.154,0.254,0.286,0.249
"P09","De la Izquierda",0.034,0.085,0.04,0.039,0.033,0.038,0.022,0.023,0.032
"P09","No sabe",0.124,0.132,0.205,0.269,0.256,0.242,0.128,0.132,0.147
"P10","A Alberto Fernández",0.204,0.183,0.087,0.074,0.162,0.16,0.07,0.28,0.226
"P10","A Sergio Massa",0.121,0.126,0.152,0.309,0.186,0.155,0.278,0.197,0.173
"P10","A algún candidato del peronismo",0.125,0.217,0.177,0.185,0.236,0.232,0.216,0.186,0.271
"P10","A algún candidato del kirchnerismo",0.55,0.474,0.584,0.432,0.416,0.453,0.436,0.337,0.33
"P11","A Alberto Fernández",0.152,0.155,0.088,0.02,0.088,0.055,0.12,0.225,0.18
"P11","A Sergio Massa",0.063,0.039,0.085,0.336,0.105,0.118,0.085,0.044,0.127
"P11","A algún candidato del peronismo",0.087,0.146,0.106,0.153,0.175,0.082,0.176,0.119,0.206
